"RegionName"	"LEACode"	"LEAName"	"SchoolCode"	"SchoolName"	"CharterSchool"	"SchoolType"	"GradeSpan"	"TotalResidentChildren"	"#LowIncomeStudents"	"%LowIncomeStudents"	"SchoolServed"	"Eligibility-ProgramModel"	"EligibilitJustification"	"ProgramJustification"	"#StudentsServedTAS"	"GradesServedTAS"	"Served1stYear"	"Served1stYearComment"	"InEDDIE"	"SchoolYear"
Region 6	600	Charlotte-Mecklenburg Schools	600352	Crown Point Elementary	N	Regular	 PK-05	738	453	61.38	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600353	Crestdale Middle	N	Regular	 06-08	915	241	26.34	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600357	Davidson Elementary	N	Regular	 KG-05	767	96	12.52	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600361	Butler High	N	Regular	 09-12	1734	722	41.64	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600362	David Cox Road Elementary	N	Regular	 PK-05	877	587	66.93	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600364	MG Davis Military & Global Lead Academy 	N	Regular	 KG-12	685	539	78.69	Y	SW-SW					2013-2014		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600365	Devonshire Elementary	N	Regular	 KG-05	565	541	95.75	Y	SW-SW					2002-2003		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600367	Dilworth Elementary	N	Regular	 KG-05	534	123	23.03	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600368	First Ward Arts Elementary	N	Regular	 KG-05	532	418	78.57	Y	SW-SW					2011-2012		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600369	Berewick Elementary	N	Regular	 PK-05	707	403	57	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600374	Druid Hills Academy	N	Regular	 PK-08	661	635	96.07	Y	SW-SW					2002-2003		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600377	East Mecklenburg High	N	Regular	 09-12	1511	951	62.94	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600379	Eastover Elementary	N	Regular	 PK-05	465	119	25.59	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600381	Eastway Middle	N	Regular	 06-08	794	737	92.82	Y	SW-SW					2002-2003		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600382	Elizabeth Lane Elementary	N	Regular	 KG-05	969	105	10.84	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600383	Elon Park Elementary	N	Regular	 KG-05	1100	84	7.64	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600384	Elizabeth Traditional Elementary	N	Regular	 KG-05	542	231	42.62	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600385	Endhaven Elementary	N	Regular	 PK-05	745	238	31.95	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600386	Hawthorne High 	N	Regular	 09-12	170	154	90.59	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600392	Polo Ridge Elementary	N	Regular	 KG-05	1025	56	5.46	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600394	Francis Bradley Middle	N	Regular	 06-08	1140	379	33.25	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600397	Garinger High	N	Regular	 09-12	1132	971	85.78	Y	SW-SW					2012-2013		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600398	Greenway Park Elementary	N	Regular	 PK-05	645	507	78.6	Y	SW-SW					2012-2013		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600399	Alexander Graham Middle	N	Regular	 06-08	1446	543	37.55	N	TAS							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600405	Harding University High	N	Regular	 09-12	1254	1043	83.17	Y	SW-SW					2011-2012		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600406	Hawk Ridge Elementary	N	Regular	 KG-05	898	111	12.36	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600410	Hickory Grove Elementary	N	Regular	 PK-05	1162	1037	89.24	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600411	Highland Creek Elementary	N	Regular	 KG-05	1228	282	22.96	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600412	Hidden Valley Elementary	N	Regular	 PK-05	818	800	97.8	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600413	Highland Mill Montessori	N	Regular	 PK-06	266	96	36.09	N	TAS							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600414	Highland Renaissance Academy	N	Regular	 PK-05	522	500	95.79	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600415	Hopewell High	N	Regular	 09-12	1411	629	44.58	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600416	Hornets Nest Elementary	N	Regular	 KG-05	584	482	82.53	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600418	Croft Community Elementary	N	Regular	 KG-05	728	301	41.35	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600420	Huntersville Elementary	N	Regular	 KG-05	791	197	24.91	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600422	Huntingtowne Farms Elementary	N	Regular	 KG-05	920	801	87.07	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600424	Idlewild Elementary	N	Regular	 PK-05	829	689	83.11	Y	SW-SW					2010-2011		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600426	Independence High	N	Regular	 09-12	1824	1013	55.54	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600428	James Martin Middle	N	Regular	 06-08	1094	865	79.07	Y	SW-SW					2011-2012		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600429	Morehead STEM Academy	N	Regular	 KG-08	1081	605	55.97	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600431	Jay M Robinson Middle	N	Regular	 06-08	1070	159	14.86	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600432	Joseph W Grier Academy	N	Regular	 PK-05	874	732	83.75	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600433	J.V. Washam Elementary	N	Regular	 KG-05	1112	222	19.96	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600434	Kennedy Middle	N	Regular	 06-08	681	483	70.93	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600436	Lake Wylie Elementary	N	Regular	 PK-05	678	404	59.59	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600437	Ballantyne Elementary	N	Regular	 KG-05	843	128	15.18	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600438	Lansdowne Elementary	N	Regular	 KG-05	641	330	51.48	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600439	Turning Point Academy	N	Alternate	 04-12	221	197	89.14	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600440	Lebanon Road Elementary	N	Regular	 PK-05	836	659	78.83	Y	SW-SW					2012-2013		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600442	Blythe Elementary	N	Regular	 PK-05	1092	527	48.26	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600444	Long Creek Elementary	N	Regular	 PK-05	577	311	53.9	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600445	Mallard Creek High	N	Regular	 09-12	1933	883	45.68	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600446	Mallard Creek Elementary	N	Regular	 KG-05	843	383	45.43	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600447	Matthews Elementary	N	Regular	 PK-05	1019	310	30.42	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600448	Martin Luther King Jr Middle	N	Regular	 06-08	947	880	92.93	Y	SW-SW					2005-2006		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600449	McAlpine Elementary	N	Regular	 PK-05	510	130	25.49	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600450	McClintock Middle	N	Regular	 06-08	701	597	85.16	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600451	McKee Road Elementary	N	Regular	 KG-05	516	74	14.34	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600453	Merry Oaks Elementary	N	Regular	 PK-05	760	725	95.39	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600454	Metro School	N	EC	 P2-13	169	121	71.6	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600455	Mint Hill Middle 	N	Regular	 06-08	1236	548	44.34	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600457	Rocky River High 	N	Regular	 09-12	1425	944	66.25	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600459	Montclaire Elementary	N	Regular	 PK-05	609	576	94.58	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600461	Lincoln Heights Academy	N	EC	 KG-13	86	77	89.53	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600462	Mountain Island Elementary	N	Regular	 PK-05	674	360	53.41	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600463	River Oaks Academy	N	Regular	 PK-05	623	442	70.95	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600464	Myers Park Traditional	N	Regular	 KG-05	726	225	30.99	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600466	Myers Park High	N	Regular	 09-12	2284	725	31.74	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600468	Nathaniel Alexander Elementary	N	Regular	 PK-05	946	758	80.13	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600471	Nations Ford Elementary	N	Regular	 PK-05	634	597	94.16	Y	SW-SW					2004-2005		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600474	Newell Elementary	N	Regular	 KG-05	751	687	91.48	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600478	J H Gunn Elementary	N	Regular	 KG-05	722	608	84.21	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600479	Northeast Middle	N	Regular	 06-08	828	558	67.39	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600480	North Mecklenburg High	N	Regular	 09-12	1372	796	58.02	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600481	Northridge Middle	N	Regular	 06-08	803	652	81.2	Y	SW-SW					2010-2011		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600482	Northwest School of the Arts	N	Regular	 06-12	873	394	45.13	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600485	Oakdale Elementary	N	Regular	 KG-05	673	550	81.72	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600488	Oaklawn Language Academy	N	Regular	 KG-08	524	395	75.38	Y	SW-SW					2012-2013		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600489	Bruns Academy	N	Regular	 PK-08	790	752	95.19	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600491	Olde Providence Elementary	N	Regular	 KG-05	724	132	18.23	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600492	Park Road Montessori	N	Regular	 PK-06	468	52	11.11	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600494	Paw Creek Elementary	N	Regular	 PK-05	540	443	82.04	Y	SW-SW					2010-2011		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600496	Phillip O Berry Academy of Technology	N	Regular	 09-12	1392	971	69.76	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600497	Piedmont IB Middle	N	Regular	 06-08	938	409	43.6	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600498	Performance Learning Center	N	Regular	 09-12	104	41	39.42	N	TAS							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600500	Pineville Elementary	N	Regular	 KG-05	764	478	62.57	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600501	Pinewood Elementary	N	Regular	 PK-05	558	480	86.02	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600503	Piney Grove Elementary	N	Regular	 PK-05	864	719	83.22	Y	SW-SW					2010-2011		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600507	Providence Spring Elementary	N	Regular	 KG-05	892	44	4.93	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600508	Providence High	N	Regular	 09-12	1705	203	11.91	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600509	Quail Hollow Middle	N	Regular	 06-08	933	656	70.31	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600512	Rama Road Elementary	N	Regular	 PK-05	677	556	82.13	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600513	Randolph Middle	N	Regular	 06-08	1177	519	44.1	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600514	Ranson Middle	N	Regular	 06-08	1119	942	84.18	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600516	Reedy Creek Elementary	N	Regular	 PK-05	785	543	69.17	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600517	Reid Park Academy	N	Regular	 PK-08	784	750	95.66	Y	SW-SW					2002-2003		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600518	Ridge Road Middle	N	Regular	 06-08	1448	750	51.8	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600519	Sedgefield Elementary	N	Regular	 PK-05	476	440	92.44	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600520	Sedgefield Middle	N	Regular	 06-08	610	525	86.07	Y	SW-SW					2004-2005		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600521	Stoney Creek Elementary	N	Regular	 KG-05	864	605	70.02	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600522	Selwyn Elementary	N	Regular	 KG-05	873	188	21.53	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600527	Shamrock Gardens Elementary	N	Regular	 PK-05	483	397	82.19	Y	SW-SW					2002-2003		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600530	Sharon Elementary	N	Regular	 KG-05	803	148	18.43	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600532	Waddell Language Academy	N	Regular	 KG-08	1261	408	32.36	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600534	Smithfield Elementary	N	Regular	 PK-05	683	312	45.68	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600535	South Mecklenburg High	N	Regular	 09-12	2191	1003	45.78	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600537	South Charlotte Middle	N	Regular	 06-08	921	205	22.26	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600538	Southwest Middle School	N	Regular	 06-08	1419	817	57.58	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600546	Statesville Road Elementary	N	Regular	 PK-05	598	514	85.95	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600549	Steele Creek Elementary	N	Regular	 KG-05	728	515	70.74	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600550	Sterling Elementary	N	Regular	 PK-05	634	592	93.38	Y	SW-SW					2005-2006		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600553	Thomasboro Academy	N	Regular	 PK-08	768	737	95.96	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600557	Torrence Creek Elementary	N	Regular	 KG-05	602	73	12.13	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600558	Grand Oak Elementary	N	Regular	 KG-05	621	63	10.14	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600562	Tuckaseegee Elementary	N	Regular	 KG-05	777	657	84.56	Y	SW-SW					2010-2011		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600565	University Park Creative Arts	N	Regular	 KG-05	376	300	79.79	Y	SW-SW					2010-2011		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600566	University Meadows Elementary	N	Regular	 PK-05	825	615	74.55	Y	SW-SW					2013-2014		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600571	Irwin Academic Center	N	Regular	 KG-05	548	142	25.91	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600574	Walter G Byers School	N	Regular	 PK-08	572	542	94.76	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600576	West Charlotte High	N	Regular	 09-12	1393	1190	85.43	Y	SW-SW					2011-2012		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600577	Westerly Hills Academy	N	Regular	 PK-08	566	539	95.23	Y	SW-SW					2002-2003		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600579	West Mecklenburg High	N	Regular	 09-12	1523	1163	76.36	Y	SW-SW					2011-2012		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600586	Winding Springs Elementary	N	Regular	 PK-05	824	710	86.17	Y	SW-SW					2011-2012		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600587	Windsor Park Elementary	N	Regular	 PK-05	935	843	90.16	Y	SW-SW					2005-2006		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600588	Winget Park Elementary	N	Regular	 KG-05	955	393	41.15	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600589	Winterfield Elementary	N	Regular	 PK-05	713	676	94.81	Y	SW-SW					2004-2005		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600590	River Gate Elementary	N	Regular	 KG-05	764	309	40.45	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600592	Vance High	N	Regular	 09-12	1383	1067	77.15	Y	SW-SW					2012-2013		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600693	Olympic High - Renaissance School	N	Regular	 09-12	406	199	49.01	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600694	Olympic High-Math Eng Tech Science	N	Regular	 09-12	450	180	40	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600695	Olympic High - Intl Study & Global Econ	N	Regular	 09-12	331	223	67.37	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600696	Olympic High -Intl Bus & Comm Studies	N	Regular	 09-12	342	209	61.11	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600697	Olympic High - Biotech Health Pub Admin	N	Regular	 09-12	380	200	52.63	N	SW							Y	2013-2014
Region 6	60A	Community Charter School	60A000	Community Charter School	Y	Regular	 KG-05	142	84	59.15	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	60B	Sugar Creek Charter	60B000	Sugar Creek Charter	Y	Regular	 KG-08	878	757	86.22	Y	SW-SW					2001-2002		Y	2013-2014
Region 6	60C	Kennedy Charter	60C000	Kennedy Charter Public School 	Y	Regular	 KG-12	352	320	90.91	Y	SW-SW					2001-2002		Y	2013-2014
Region 6	60D	Lake Norman Charter	60D000	Lake Norman Charter	Y	Regular	 05-12	1587	6	0.38	N	Not Eligible							Y	2013-2014
Region 6	60F	Metrolina Regional Scholars Academy	60F000	Metrolina Reg Scholars Academy	Y	Regular	 KG-08	370	0	0	N	Not Eligible							Y	2013-2014
Region 6	60G	Queens Grant Community School	60G000	Queens Grant Community	Y	Regular	 KG-12	754	129	17.11	Y	TAS-TAS	Charter School		135	0K:01:02:03:06:07	2012-2013		Y	2013-2014
Region 6	60H	Crossroads Charter High	60H000	Crossroads Charter High	Y	Regular	 09-12	237	214	90.3	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	60I	Community School of Davidson	60I000	Community School of Davidson	Y	Regular	 KG-12	1181	46	3.9	N	Not Eligible							Y	2013-2014
Region 6	60J	Socrates Academy	60J000	Socrates Academy	Y	Regular	 KG-08	690	124	17.97	N	Not Eligible							Y	2013-2014
Region 6	60K	Charlotte Secondary School	60K000	Charlotte Secondary	Y	Regular	 06-10	330	160	48.48	N	SW							Y	2013-2014
Region 6	60L	KIPP: Charlotte	60L000	KIPP Charlotte	Y	Regular	 05-08	347	268	77.23	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	60M	Corvian Community School	60M000	Corvian Community School	Y	Regular	 KG-04	440	88	20	N	Not Eligible							Y	2013-2014
