"RegionName"	"LEACode"	"LEAName"	"SchoolCode"	"SchoolName"	"CharterSchool"	"SchoolType"	"GradeSpan"	"TotalResidentChildren"	"#LowIncomeStudents"	"%LowIncomeStudents"	"SchoolServed"	"Eligibility-ProgramModel"	"EligibilitJustification"	"ProgramJustification"	"#StudentsServedTAS"	"GradesServedTAS"	"Served1stYear"	"Served1stYearComment"	"InEDDIE"	"SchoolYear"
Region 7	491	Mooresville Graded School District	491316	Park View Elementary	N	Regular	 PK-03	677	334	49.34	Y	SW-TAS			130	0K:01:02:03	2005-2006		Y	2013-2014
Region 7	491	Mooresville Graded School District	491318	Rocky River Elementary	N	Regular	 PK-03	624	168	26.92	N	Not Eligible							Y	2013-2014
Region 7	491	Mooresville Graded School District	491320	South Elementary	N	Regular	 PK-03	573	310	54.1	Y	SW-TAS			130	0K:01:02:03	2006-2007		Y	2013-2014
Region 7	49B	American Renaissance School	49B000	American Renaissance School	Y	Regular	 KG-08	513	149	29.04	Y	TAS-TAS	Charter School		70	02:04:05:06:07:08	2006-2007		Y	2013-2014
Region 7	49D	Success Charter School	49D000	Success Institute Charter	Y	Regular	 KG-08	105	95	90.48	Y	SW-SW					2011-2012		Y	2013-2014
Region 7	49E	Pine Lake Preparatory	4.90E+01	Pine Lake Preparatory	Y	Regular	 KG-12	1662	183	11.01	N	Not Eligible							Y	2013-2014
Region 7	49F	Langtree Charter Academy	49F000	Langtree Charter Academy	Y	Regular	 KG-06	672	15	2.23	N	Not Eligible							Y	2013-2014
Region 8	500	Jackson County Schools	500302	Blue Ridge Early College	N	Regular	 07-13	161	87	54.04	N	SW							Y	2013-2014
Region 8	500	Jackson County Schools	500304	Cullowhee Valley School	N	Regular	 KG-08	631	387	61.33	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	500	Jackson County Schools	500314	Fairview Elementary	N	Regular	 KG-08	759	420	55.34	N	SW							Y	2013-2014
Region 8	500	Jackson County Schools	500316	Blue Ridge School	N	Regular	 KG-06	173	137	79.19	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	500	Jackson County Schools	500323	Jackson Co Early College	N	Regular	 09-13	131	48	36.64	N	TAS							Y	2013-2014
Region 8	500	Jackson County Schools	500324	Jackson Co Sch of Alternatives	N	Alternate	 KG-12	84	69	82.14	N	SW							Y	2013-2014
Region 8	500	Jackson County Schools	500332	Scotts Creek Elementary	N	Regular	 KG-08	489	297	60.74	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	500	Jackson County Schools	500337	Smokey Mountain Elementary	N	Regular	 KG-08	418	311	74.4	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	500	Jackson County Schools	500340	Smoky Mountain High	N	Regular	 09-12	778	300	38.56	N	TAS							Y	2013-2014
Region 8	50A	Summit Charter	50A000	Summit Charter	Y	Regular	 KG-08	206	68	33.01	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510308	Benson Elementary	N	Regular	 PK-04	609	370	60.76	Y	SW-SW					2006-2007		Y	2013-2014
Region 3	510	Johnston County Schools	510310	Benson Middle	N	Regular	 05-08	411	218	53.04	Y	SW-SW					2012-2013		Y	2013-2014
Region 3	510	Johnston County Schools	510324	Clayton High	N	Regular	 09-12	1411	347	24.59	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510326	West Clayton Elementary	N	Regular	 KG-05	930	352	37.85	N	TAS							Y	2013-2014
Region 3	510	Johnston County Schools	510327	Cleveland High	N	Regular	 09-12	1256	243	19.35	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510328	Cleveland Elementary	N	Regular	 PK-05	855	194	22.69	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510329	Cleveland Middle	N	Regular	 06-08	1101	233	21.16	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510330	Cooper Elementary	N	Regular	 PK-05	571	289	50.61	Y	SW-SW					2006-2007		Y	2013-2014
Region 3	510	Johnston County Schools	510332	Corinth-Holders Elementary	N	Regular	 PK-05	523	314	60.04	Y	SW-SW					2004-2005		Y	2013-2014
Region 3	510	Johnston County Schools	510333	Corinth Holders High	N	Regular	 09-12	1318	271	20.56	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510334	Dixon Road Elementary	N	Regular	 PK-05	520	199	38.27	N	TAS							Y	2013-2014
Region 3	510	Johnston County Schools	510336	East Clayton Elementary	N	Regular	 PK-05	559	120	21.47	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510340	Four Oaks Elementary	N	Regular	 PK-05	1036	555	53.57	Y	SW-SW					2006-2007		Y	2013-2014
Region 3	510	Johnston County Schools	510342	Four Oaks Middle	N	Regular	 06-08	544	281	51.65	Y	SW-SW					2012-2013		Y	2013-2014
Region 3	510	Johnston County Schools	510344	North Johnston Middle	N	Regular	 06-08	661	318	48.11	N	SW							Y	2013-2014
Region 3	510	Johnston County Schools	510356	Glendale-Kenly Elementary	N	Regular	 PK-05	626	322	51.44	Y	SW-SW					2006-2007		Y	2013-2014
Region 3	510	Johnston County Schools	510357	Johnston Co Middle College	N	Regular	 10-12	114	19	16.67	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510358	McGee's Crossroads Elem	N	Regular	 PK-05	816	305	37.38	N	TAS							Y	2013-2014
Region 3	510	Johnston County Schools	510359	McGee's Crossroads Middle	N	Regular	 06-08	872	293	33.6	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510360	Meadow School	N	Regular	 PK-08	605	295	48.76	Y	SW-SW					2005-2006		Y	2013-2014
Region 3	510	Johnston County Schools	510364	Archer Lodge Middle	N	Regular	 06-08	966	314	32.51	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510367	Johnston Co Early College Academy	N	Regular	 09-13	204	57	27.94	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510368	North Johnston High	N	Regular	 09-12	612	259	42.32	N	SW							Y	2013-2014
Region 3	510	Johnston County Schools	510372	Micro-Pine Level Elementary	N	Regular	 KG-05	566	308	54.42	Y	SW-SW					2006-2007		Y	2013-2014
Region 3	510	Johnston County Schools	510373	Powhatan Elementary	N	Regular	 PK-05	567	71	12.52	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510374	Princeton Elementary	N	Regular	 PK-05	788	406	51.52	Y	SW-SW					2010-2011		Y	2013-2014
Region 3	510	Johnston County Schools	510376	Princeton High	N	Regular	 06-12	862	337	39.1	N	TAS							Y	2013-2014
Region 3	510	Johnston County Schools	510377	River Dell Elementary	N	Regular	 PK-05	817	155	18.97	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510378	Riverwood Elementary	N	Regular	 KG-05	824	137	16.63	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510379	Riverwood Middle	N	Regular	 06-08	1109	217	19.57	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510380	South Campus Community High	N	Alternate	 09-12	13	5	38.46	N	TAS							Y	2013-2014
Region 3	510	Johnston County Schools	510381	South Campus Community Middle	N	Alternate	 06-08	2	2	100	N	SW							Y	2013-2014
Region 3	510	Johnston County Schools	510388	Selma Elementary	N	Regular	 PK-05	976	852	87.3	Y	SW-SW					2004-2005		Y	2013-2014
Region 3	510	Johnston County Schools	510390	Selma Middle School	N	Regular	 06-08	377	311	82.49	Y	SW-SW					2012-2013		Y	2013-2014
Region 3	510	Johnston County Schools	510396	West Smithfield Elementary	N	Regular	 PK-05	544	446	81.99	Y	SW-SW					2005-2006		Y	2013-2014
Region 3	510	Johnston County Schools	510397	Smithfield Middle	N	Regular	 06-08	741	477	64.37	Y	SW-SW					2012-2013		Y	2013-2014
Region 3	510	Johnston County Schools	510399	Smithfield-Selma High	N	Regular	 09-12	1054	564	53.51	Y	SW-SW					2012-2013		Y	2013-2014
Region 3	510	Johnston County Schools	510402	South Johnston High	N	Regular	 09-12	1011	441	43.62	N	SW							Y	2013-2014
Region 3	510	Johnston County Schools	510404	South Smithfield Elementary	N	Regular	 PK-05	505	410	81.19	Y	SW-SW					2006-2007		Y	2013-2014
Region 3	510	Johnston County Schools	510406	West Johnston High	N	Regular	 09-12	1265	257	20.32	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510408	Wilson's Mills Elementary	N	Regular	 KG-05	540	329	60.93	Y	SW-SW					2006-2007		Y	2013-2014
Region 3	510	Johnston County Schools	510410	Polenta Elementary	N	Regular	 PK-05	1032	333	32.27	N	Not Eligible							Y	2013-2014
Region 3	510	Johnston County Schools	510412	Clayton Middle	N	Regular	 06-08	766	272	35.51	N	TAS							Y	2013-2014
Region 3	510	Johnston County Schools	510414	West View Elementary	N	Regular	 PK-05	904	168	18.58	N	Not Eligible							Y	2013-2014
Region 3	51A	Neuse Charter School	51A000	Neuse Charter School	Y	Regular	 KG-12	750	241	32.13	N	Not Eligible							Y	2013-2014
Region 2	520	Jones County Schools	520304	Pollocksville Elementary	N	Regular	 PK-06	166	140	84.34	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	520	Jones County Schools	520308	Comfort Elementary	N	Regular	 PK-06	155	125	80.65	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	520	Jones County Schools	520320	Jones Senior High	N	Regular	 09-12	304	230	75.66	N	SW							Y	2013-2014
Region 2	520	Jones County Schools	520324	Jones Middle	N	Regular	 07-08	187	154	82.35	Y	SW-SW					2005-2006		Y	2013-2014
Region 2	520	Jones County Schools	520328	Maysville Elementary	N	Regular	 PK-06	166	132	79.52	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	520	Jones County Schools	520336	Trenton Elementary	N	Regular	 PK-06	247	200	80.97	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	530	Lee County Schools	530302	Benjamin T Bullock Elem	N	Regular	 KG-05	687	522	75.98	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	530	Lee County Schools	530306	Bragg Street Academy	N	Alternate	 06-12	69	58	84.06	N	SW							Y	2013-2014
Region 4	530	Lee County Schools	530308	Broadway Elementary	N	Regular	 KG-05	616	484	78.57	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	530	Lee County Schools	530312	Deep River Elementary	N	Regular	 KG-05	621	492	79.23	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	530	Lee County Schools	530314	East Lee Middle	N	Regular	 06-08	668	427	63.92	N	SW							Y	2013-2014
Region 4	530	Lee County Schools	530316	Floyd L Knight Children Center	N	EC	 P2-12	115	67	58.26	N	SW							Y	2013-2014
Region 4	530	Lee County Schools	530320	Greenwood Elementary	N	Regular	 KG-05	652	509	78.07	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	530	Lee County Schools	530335	Lee Early College	N	Regular	 09-13	254	126	49.61	N	SW							Y	2013-2014
Region 4	530	Lee County Schools	530336	Lee County High	N	Regular	 09-12	1374	722	52.55	N	SW							Y	2013-2014
Region 4	530	Lee County Schools	530340	J Glenn Edwards Elementary	N	Regular	 KG-05	729	605	82.99	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	530	Lee County Schools	530341	SanLee Middle School	N	Regular	 06-08	837	600	71.68	N	SW							Y	2013-2014
Region 4	530	Lee County Schools	530343	Southern Lee High School	N	Regular	 09-12	1077	593	55.06	N	SW							Y	2013-2014
Region 4	530	Lee County Schools	530346	Tramway Elementary	N	Regular	 KG-05	684	280	40.94	Y	SW-SW					2009-2010		Y	2013-2014
Region 4	530	Lee County Schools	530354	J R Ingram Jr Elementary	N	Regular	 KG-05	698	454	65.04	Y	SW-SW					2006-2007		Y	2013-2014
Region 4	530	Lee County Schools	530356	West Lee Middle	N	Regular	 06-08	740	435	58.78	N	SW							Y	2013-2014
Region 4	530	Lee County Schools	530358	Warren Williams Elementary Alternative	N	Alternate	 PK-05	119	113	94.96	N	SW							Y	2013-2014
Region 2	540	Lenoir County Public Schools	540304	Banks Elementary	N	Regular	 KG-05	530	327	61.7	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540308	Contentnea-Savannah School	N	Regular	 PK-08	808	608	75.25	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540312	E B Frink Middle	N	Regular	 06-08	586	371	63.31	Y	SW-SW					2002-2003		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540315	Kinston High	N	Regular	 09-12	641	512	79.88	Y	SW-SW					2011-2012		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540316	LaGrange Elementary	N	Regular	 PK-05	590	549	93.05	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540317	Lenoir County Early College High	N	Regular	 09-13	118	69	58.47	N	SW							Y	2013-2014
Region 2	540	Lenoir County Public Schools	540318	Lenoir County Learning Academy	N	Alternate	 PK-12	56	56	100	Y	SW-SW					2009-2010		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540320	Moss Hill Elementary	N	Regular	 KG-05	482	331	68.67	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540324	North Lenoir High	N	Regular	 09-12	769	435	56.57	N	SW							Y	2013-2014
Region 2	540	Lenoir County Public Schools	540325	Northeast Elementary	N	Regular	 PK-05	525	525	100	Y	SW-SW					2009-2010		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540326	Northwest Elementary	N	Regular	 KG-05	472	371	78.6	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540328	Pink Hill Elementary	N	Regular	 PK-05	472	353	74.79	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540330	Rochelle Middle	N	Regular	 06-08	506	501	99.01	Y	SW-SW					2004-2005		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540336	South Lenoir High	N	Regular	 09-12	656	311	47.41	N	SW							Y	2013-2014
Region 2	540	Lenoir County Public Schools	540338	Southeast Elementary	N	Regular	 KG-05	235	235	100	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540340	Southwood Elementary	N	Regular	 KG-05	357	260	72.83	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	540	Lenoir County Public Schools	540344	Woodington Middle	N	Regular	 06-08	676	406	60.06	Y	SW-SW					2005-2006		Y	2013-2014
Region 2	54A	Children's Village Academy	54A000	Children's Village Academy	Y	Regular	 KG-08	189	185	97.88	Y	SW-SW					2006-2007		Y	2013-2014
Region 2	54B	Kinston Charter Academy	54B000	Kinston Charter Academy	Y	Regular	 KG-08	297	272	91.58	N	SW							Y	2013-2014
Region 6	550	Lincoln County Schools	550308	Asbury School	N	Alternate	 07-12	36	28	77.78	N	SW							Y	2013-2014
Region 6	550	Lincoln County Schools	550312	Battleground Elementary	N	Regular	 KG-03	283	251	88.69	Y	SW-SW					2005-2006		Y	2013-2014
Region 6	550	Lincoln County Schools	550314	Catawba Springs Elementary	N	Regular	 PK-05	498	155	31.12	N	Not Eligible							Y	2013-2014
Region 6	550	Lincoln County Schools	550316	GE Massey Elementary	N	Regular	 PK-03	292	227	77.74	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	550	Lincoln County Schools	550320	East Lincoln High	N	Regular	 09-12	818	267	32.64	N	Not Eligible							Y	2013-2014
Region 6	550	Lincoln County Schools	550322	East Lincoln Middle	N	Regular	 06-08	678	267	39.38	N	TAS							Y	2013-2014
Region 6	550	Lincoln County Schools	550324	Kiser Intermediate	N	Regular	 04-05	325	249	76.62	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	550	Lincoln County Schools	550328	Iron Station Elementary	N	Regular	 PK-05	505	285	56.44	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	550	Lincoln County Schools	550330	LCST	N	Vocational	 NG-NG	0	0		N	Not Eligible							Y	2013-2014
Region 6	550	Lincoln County Schools	550332	Lincolnton High	N	Regular	 09-12	841	501	59.57	N	SW							Y	2013-2014
Region 6	550	Lincoln County Schools	550334	Lincolnton Middle	N	Regular	 06-08	644	475	73.76	N	SW							Y	2013-2014
Region 6	550	Lincoln County Schools	550336	Love Memorial Elementary	N	Regular	 PK-05	295	191	64.75	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	550	Lincoln County Schools	550340	Childers Elementary	N	Regular	 PK-05	486	292	60.08	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	550	Lincoln County Schools	550342	North Brook Elementary	N	Regular	 PK-05	429	264	61.54	Y	SW-SW					2005-2006		Y	2013-2014
Region 6	550	Lincoln County Schools	550344	North Lincoln High	N	Regular	 09-12	947	234	24.71	N	Not Eligible							Y	2013-2014
Region 6	550	Lincoln County Schools	550348	Pumpkin Center Primary	N	Regular	 PK-02	254	101	39.76	N	TAS							Y	2013-2014
Region 6	550	Lincoln County Schools	550349	Pumpkin Center Intermediate	N	Regular	 03-05	303	118	38.94	N	TAS							Y	2013-2014
Region 6	550	Lincoln County Schools	550350	North Lincoln Middle	N	Regular	 06-08	757	252	33.29	N	Not Eligible							Y	2013-2014
Region 6	550	Lincoln County Schools	550356	Rock Springs Elementary	N	Regular	 PK-05	663	186	28.05	N	Not Eligible							Y	2013-2014
Region 6	550	Lincoln County Schools	550360	S Ray Lowder Elementary	N	Regular	 PK-03	263	180	68.44	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	550	Lincoln County Schools	550362	St James Elementary	N	Regular	 PK-05	540	158	29.26	N	Not Eligible							Y	2013-2014
Region 6	550	Lincoln County Schools	550364	Union Elementary	N	Regular	 KG-05	276	136	49.28	Y	SW-SW					2011-2012		Y	2013-2014
Region 6	550	Lincoln County Schools	550368	West Lincoln High	N	Regular	 09-12	913	464	50.82	N	SW							Y	2013-2014
Region 6	550	Lincoln County Schools	550372	West Lincoln Middle	N	Regular	 06-08	653	402	61.56	Y	SW-SW					2002-2003		Y	2013-2014
Region 6	55A	Lincoln Charter School	55A000	Lincoln Charter School	Y	Regular	 KG-12	1504	41	2.73	N	Not Eligible							Y	2013-2014
Region 8	560	Macon County Schools	560304	Cartoogechaye Elementary	N	Regular	 PK-04	315	219	69.52	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	560	Macon County Schools	560316	East Franklin Elementary	N	Regular	 KG-04	425	328	77.18	Y	SW-SW					2005-2006		Y	2013-2014
Region 8	560	Macon County Schools	560320	Franklin High	N	Regular	 09-12	792	493	62.25	N	SW							Y	2013-2014
Region 8	560	Macon County Schools	560324	Highlands School	N	Regular	 KG-12	324	164	50.62	Y	SW-SW					2010-2011		Y	2013-2014
Region 8	560	Macon County Schools	560328	Iotla Valley Elementary	N	Regular	 PK-04	313	253	80.83	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	560	Macon County Schools	560329	Macon Early College High School	N	Regular	 09-13	128	77	60.16	N	SW							Y	2013-2014
Region 8	560	Macon County Schools	560330	Macon Middle School	N	Regular	 07-08	575	399	69.39	Y	SW-SW					2005-2006		Y	2013-2014
Region 8	560	Macon County Schools	560331	Mountain View Intermediate	N	Regular	 05-06	594	415	69.87	Y	SW-SW					2010-2011		Y	2013-2014
Region 8	560	Macon County Schools	560332	Nantahala School	N	Regular	 KG-12	95	87	91.58	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	560	Macon County Schools	560338	South Macon Elementary	N	Regular	 PK-04	468	331	70.73	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	560	Macon County Schools	560350	Union Academy	N	Alternate	 06-12	65	62	95.38	N	SW							Y	2013-2014
Region 8	570	Madison County Schools	570306	Brush Creek Elementary	N	Regular	 KG-05	456	302	66.23	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	570	Madison County Schools	570312	Hot Springs Elementary	N	Regular	 KG-05	123	100	81.3	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	570	Madison County Schools	570316	Laurel Elementary	N	Regular	 KG-05	61	53	86.89	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	570	Madison County Schools	570317	Madison Early College High	N	Regular	 09-13	174	94	54.02	N	SW							Y	2013-2014
Region 8	570	Madison County Schools	570318	Madison High	N	Regular	 09-12	632	372	58.86	N	SW							Y	2013-2014
Region 8	570	Madison County Schools	570319	Madison Middle	N	Regular	 06-08	620	389	62.74	N	SW							Y	2013-2014
Region 8	570	Madison County Schools	570320	Mars Hill Elementary	N	Regular	 KG-05	502	322	64.14	Y	SW-SW					2006-2007		Y	2013-2014
Region 1	580	Martin County Schools	580308	Williamston Primary	N	Regular	 PK-02	470	388	82.55	Y	SW-SW					2006-2007		Y	2013-2014
Region 1	580	Martin County Schools	580312	E J Hayes Elementary	N	Regular	 03-05	389	295	75.84	Y	SW-SW					2006-2007		Y	2013-2014
Region 1	580	Martin County Schools	580316	East End Elementary	N	Regular	 PK-05	337	313	92.88	Y	SW-SW					2004-2005		Y	2013-2014
Region 1	580	Martin County Schools	580320	Edna Andrews Elementary	N	Regular	 PK-05	152	132	86.84	Y	SW-SW					2006-2007		Y	2013-2014
Region 1	580	Martin County Schools	580324	Jamesville Elementary	N	Regular	 PK-05	245	141	57.55	Y	SW-SW					2006-2007		Y	2013-2014
Region 1	580	Martin County Schools	580328	Jamesville Middle	N	Regular	 06-08	108	61	56.48	Y	SW-SW					2009-2010		Y	2013-2014
Region 1	580	Martin County Schools	580344	South Creek High	N	Regular	 09-12	341	239	70.09	N	SW							Y	2013-2014
Region 1	580	Martin County Schools	580350	South Creek Middle	N	Regular	 06-08	281	220	78.29	Y	SW-SW					2005-2006		Y	2013-2014
Region 1	580	Martin County Schools	580356	Rodgers Elementary	N	Regular	 KG-05	273	162	59.34	Y	SW-SW					2006-2007		Y	2013-2014
Region 1	580	Martin County Schools	580368	Riverside High	N	Regular	 09-12	577	301	52.17	N	SW							Y	2013-2014
Region 1	580	Martin County Schools	580372	Riverside Middle	N	Regular	 06-08	406	255	62.81	Y	SW-SW					2005-2006		Y	2013-2014
Region 1	58B	Bear Grass Charter School	58B000	Bear Grass	Y	Regular	 06-12	315	30	9.52	N	Not Eligible							Y	2013-2014
Region 8	590	McDowell County Schools	590306	Eastfield Global Magnet School	N	Regular	 P0-08	458	377	82.31	Y	SW-SW					2005-2006		Y	2013-2014
Region 8	590	McDowell County Schools	590310	East McDowell Junior High	N	Regular	 07-09	611	406	66.45	N	SW							Y	2013-2014
Region 8	590	McDowell County Schools	590316	Glenwood Elementary	N	Regular	 P0-06	530	349	65.85	Y	SW-SW					2005-2006		Y	2013-2014
Region 8	590	McDowell County Schools	590320	Marion Elementary	N	Regular	 P0-06	434	309	71.2	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	590	McDowell County Schools	590328	McDowell Early College	N	Regular	 09-13	211	80	37.91	N	TAS							Y	2013-2014
Region 8	590	McDowell County Schools	590330	McDowell High 	N	Regular	 09-12	1240	696	56.13	N	SW							Y	2013-2014
Region 8	590	McDowell County Schools	590332	Nebo Elementary	N	Regular	 P0-06	509	349	68.57	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	590	McDowell County Schools	590336	North Cove Elementary	N	Regular	 P0-06	270	200	74.07	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	590	McDowell County Schools	590340	Old Fort Elementary	N	Regular	 P0-06	475	340	71.58	Y	SW-SW					2006-2007		Y	2013-2014
Region 8	590	McDowell County Schools	590344	Pleasant Gardens Elementary	N	Regular	 P0-06	413	244	59.08	Y	SW-SW					2009-2010		Y	2013-2014
Region 8	590	McDowell County Schools	590352	West Marion Elementary	N	Regular	 P0-06	501	366	73.05	Y	SW-SW					2002-2003		Y	2013-2014
Region 8	590	McDowell County Schools	590356	West McDowell Junior High	N	Regular	 07-09	803	497	61.89	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600300	Albemarle Road Elementary	N	Regular	 PK-05	1190	1103	92.69	Y	SW-SW					2004-2005		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600301	Albemarle Road Middle	N	Regular	 06-08	1154	1001	86.74	Y	SW-SW					2004-2005		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600302	Ardrey Kell High 	N	Regular	 09-12	2096	278	13.26	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600305	J M Alexander Middle	N	Regular	 06-08	883	389	44.05	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600308	Allenbrook Elementary	N	Regular	 KG-05	508	495	97.44	Y	SW-SW					2002-2003		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600311	Ashley Park PreK-8 School	N	Regular	 PK-08	558	537	96.24	Y	SW-SW					2006-2007		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600312	William Amos Hough High 	N	Regular	 09-12	1816	333	18.34	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600313	Bailey Middle 	N	Regular	 06-08	1528	339	22.19	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600314	Bain Elementary	N	Regular	 KG-05	960	208	21.67	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600316	Barringer Academic Center	N	Regular	 KG-05	639	383	59.94	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600317	Whitewater Middle	N	Regular	 06-08	902	797	88.36	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600318	Whitewater Academy	N	Regular	 PK-05	737	632	85.75	Y	SW-SW					2010-2011		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600319	Berryhill School	N	Regular	 PK-08	603	552	91.54	Y	SW-SW					2009-2010		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600322	Beverly Woods Elementary	N	Regular	 PK-05	776	161	20.75	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600328	Barnette Elementary	N	Regular	 KG-05	675	123	18.22	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600329	Briarwood Elementary	N	Regular	 KG-05	716	686	95.81	Y	SW-SW					2004-2005		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600333	Carmel Middle	N	Regular	 06-08	1096	483	44.07	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600334	Cato Middle College High	N	Regular	 11-12	146	49	33.56	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600335	Billingsville Elementary	N	Regular	 PK-05	580	551	95	Y	SW-SW					2002-2003		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600336	Chantilly Montessori	N	Regular	 PK-06	300	62	20.67	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600338	Clear Creek Elementary	N	Regular	 PK-05	694	411	59.22	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600341	Cochrane Collegiate Academy	N	Regular	 06-11	815	718	88.1	Y	SW-SW					2002-2003		Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600344	Collinswood Language Academy	N	Regular	 KG-08	703	382	54.34	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600345	Community House Middle	N	Regular	 06-08	1583	241	15.22	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600346	Cornelius Elementary	N	Regular	 KG-05	621	199	32.05	N	Not Eligible							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600349	Cotswold Elementary	N	Regular	 KG-05	785	323	41.15	N	SW							Y	2013-2014
Region 6	600	Charlotte-Mecklenburg Schools	600351	Coulwood Middle	N	Regular	 06-08	775	626	80.77	Y	SW-SW					2011-2012		Y	2013-2014
