RegionName	LEACode	LEA Name	SchoolCode	School Name	CharterSchool	SchoolType	GradeSpan	TotalResident	# LowIncome	% LowIncome	SchoolServed	Eligibility -ProgramModel	EligibilityJustification	ProgramJustification	# StudentsServedTAS	GradesServedTAS	Served1st Year	Served1st YearComment	InEDDIE	SchoolYear
Region 4	830	Scotland County Schools	830350	Sycamore Lane Middle	N		06,07,08	533	306	57.41	Y	SW-SW					2011-2012		Y	2014-2015
Region 4	830	Scotland County Schools	830356	South Scotland Elementary	N		PK,0K,01,02,03,04,05	470	244	51.91	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	830	Scotland County Schools	830360	Wagram Elementary	N		PK,0K,01,02,03,04,05	479	306	63.88	Y	SW-SW					2006-2007		Y	2014-2015
Region 4	830	Scotland County Schools	830364	Washington Park Elementary	N		PK,0K,01,02,03,04,05	396	223	56.31	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	840	Stanly County Schools	840302	Albemarle High	N		09,10,11,12	433	299	69.05	N	SW							Y	2014-2015
Region 6	840	Stanly County Schools	840303	Albemarle Middle	N		06,07,08	426	339	79.58	Y	SW-SW					2013-2014		Y	2014-2015
Region 6	840	Stanly County Schools	840304	Aquadale Elementary	N		PK,0K,01,02,03,04,05	317	183	57.73	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	840	Stanly County Schools	840308	Badin Elementary	N		0K,01,02,03,04,05	410	264	64.39	Y	SW-SW					2002-2003		Y	2014-2015
Region 6	840	Stanly County Schools	840310	Central Elementary	N		0K,01,02,03,04,05	580	463	79.83	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	840	Stanly County Schools	840312	Endy Elementary	N		0K,01,02,03,04,05	308	154	50	Y	SW-SW					2012-2013		Y	2014-2015
Region 6	840	Stanly County Schools	840316	East Albemarle Elementary	N		0K,01,02,03,04,05	369	291	78.86	Y	SW-SW					2002-2003		Y	2014-2015
Region 6	840	Stanly County Schools	840320	Locust Elementary	N		0K,01,02,03,04,05	425	177	41.65	Y	SW-SW					2012-2013		Y	2014-2015
Region 6	840	Stanly County Schools	840324	Millingport Elementary	N		PK,0K,01,02,03,04,05	279	159	56.99	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	840	Stanly County Schools	840328	North Stanly Middle	N		06,07,08	556	261	46.94	N	SW							Y	2014-2015
Region 6	840	Stanly County Schools	840332	North Stanly High	N		09,10,11,12	593	278	46.88	N	SW							Y	2014-2015
Region 6	840	Stanly County Schools	840336	Norwood Elementary	N		0K,01,02,03,04,05	384	253	65.89	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	840	Stanly County Schools	840340	Oakboro Elementary	N		PK,0K,01,02,03,04,05	346	175	50.58	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	840	Stanly County Schools	840344	Richfield Elementary	N		0K,01,02,03,04,05	340	172	50.59	Y	SW-SW					2010-2011		Y	2014-2015
Region 6	840	Stanly County Schools	840350	West Stanly Middle School	N		06,07,08	733	316	43.11	N	SW							Y	2014-2015
Region 6	840	Stanly County Schools	840356	South Stanly High	N		09,10,11,12	439	216	49.2	N	SW							Y	2014-2015
Region 6	840	Stanly County Schools	840358	South Stanly Middle	N		06,07,08	404	216	53.47	N	SW							Y	2014-2015
Region 6	840	Stanly County Schools	840360	Stanfield Elementary	N		PK,0K,01,02,03,04,05	298	153	51.34	Y	SW-SW					2012-2013		Y	2014-2015
Region 6	840	Stanly County Schools	840361	Stanly Early College High	N		09,10,11,12,13	185	98	52.97	N	SW							Y	2014-2015
Region 6	840	Stanly County Schools	840368	West Stanly High	N		09,10,11,12	835	300	35.93	N	TAS							Y	2014-2015
Region 6	840	Stanly County Schools	840370	Stanly Academy Learning Center	N		09,10,11,12	42	37	88.1	N	SW							Y	2014-2015
Region 6	84B	Gray Stone Day	84B000	Gray Stone Day	Y		09,10,11,12	407	50	12.29	N	Not Title I							Y	2014-2015
Region 5	850	Stokes County Schools	850304	Chestnut Grove Middle	N		06,07,08	766	363	47.39	N	SW							Y	2014-2015
Region 5	850	Stokes County Schools	850308	Francisco Elementary	N		0K,01,02,03,04,05	71	53	74.65	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	850	Stokes County Schools	850312	Germanton Elementary	N		0K,01,02,03,04,05	201	96	47.76	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	850	Stokes County Schools	850314	Mount Olive Elementary	N		0K,01,02,03,04,05	281	130	46.26	Y	SW-SW					2009-2010		Y	2014-2015
Region 5	850	Stokes County Schools	850316	King Elementary	N		PK,0K,01,02,03,04,05	438	275	62.79	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	850	Stokes County Schools	850320	Lawsonville Elementary	N		PK,0K,01,02,03,04,05	195	103	52.82	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	850	Stokes County Schools	850324	Meadowbrook Academy	N		06,07,08,09,10,11,12	65	54	83.08	Y	SW-SW					2009-2010		Y	2014-2015
Region 5	850	Stokes County Schools	850328	Nancy Reynolds Elementary	N		0K,01,02,03,04,05	133	86	64.66	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	850	Stokes County Schools	850332	North Stokes High	N		09,10,11,12	408	180	44.12	N	SW							Y	2014-2015
Region 5	850	Stokes County Schools	850336	Pine Hall Elementary	N		PK,0K,01,02,03,04,05	165	114	69.09	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	850	Stokes County Schools	850338	Piney Grove Middle	N		06,07,08	331	186	56.19	N	SW							Y	2014-2015
Region 5	850	Stokes County Schools	850340	Pinnacle Elementary	N		PK,0K,01,02,03,04,05	190	121	63.68	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	850	Stokes County Schools	850342	Poplar Springs Elementary	N		0K,01,02,03,04,05	464	238	51.29	Y	SW-SW					2012-2013		Y	2014-2015
Region 5	850	Stokes County Schools	850348	Sandy Ridge  Elementary	N		0K,01,02,03,04,05	177	107	60.45	Y	SW-SW					2006-2007		Y	2014-2015
Region 5	850	Stokes County Schools	850350	Southeastern Middle	N		06,07,08	420	233	55.48	N	SW							Y	2014-2015
Region 5	850	Stokes County Schools	850352	South Stokes High	N		09,10,11,12	644	282	43.79	N	SW							Y	2014-2015
Region 5	850	Stokes County Schools	850354	London Elementary	N		PK,0K,01,02,03,04,05	221	125	56.56	Y	SW-SW					2004-2005		Y	2014-2015
Region 5	850	Stokes County Schools	850356	Walnut Cove Elementary	N		PK,0K,01,02,03,04,05	224	162	72.32	Y	SW-SW					2004-2005		Y	2014-2015
Region 5	850	Stokes County Schools	850358	West Stokes High	N		09,10,11,12	893	308	34.49	N	Not Title I							Y	2014-2015
Region 5	850	Stokes County Schools	850360	Stokes Early College	N		09,10,11,12,13	142	67	47.18	N	SW							Y	2014-2015
Region 7	860	Surry County Schools	860302	Cedar Ridge Elementary	N		PK,0K,01,02,03,04,05	364	260	71.43	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	860	Surry County Schools	860306	Central Middle	N		06,07,08	691	481	69.61	N	SW							Y	2014-2015
Region 7	860	Surry County Schools	860308	Copeland Elementary	N		PK,0K,01,02,03,04,05	349	252	72.21	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	860	Surry County Schools	860312	Dobson Elementary	N		PK,0K,01,02,03,04,05	389	250	64.27	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	860	Surry County Schools	860316	East Surry High	N		09,10,11,12	511	220	43.05	N	SW							Y	2014-2015
Region 7	860	Surry County Schools	860320	Flat Rock Elementary	N		PK,0K,01,02,03,04,05	253	253	100	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	860	Surry County Schools	860324	Franklin Elementary	N		PK,0K,01,02,03,04,05	535	386	72.15	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	860	Surry County Schools	860326	J Sam Gentry Middle	N		06,07,08	397	235	59.19	N	SW							Y	2014-2015
Region 7	860	Surry County Schools	860330	Meadowview Magnet Middle	N		06,07,08	377	288	76.39	Y	SW-SW					2013-2014		Y	2014-2015
Region 7	860	Surry County Schools	860332	Mountain Park Elementary	N		PK,0K,01,02,03,04,05	171	132	77.19	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	860	Surry County Schools	860336	North Surry High	N		09,10,11,12	736	404	54.89	N	SW							Y	2014-2015
Region 7	860	Surry County Schools	860339	Pilot Mountain Elementary	N		PK,0K,01,02,03,04,05	432	242	56.02	Y	SW-SW					2010-2011		Y	2014-2015
Region 7	860	Surry County Schools	860340	Pilot Mountain Middle	N		06,07,08	539	297	55.1	N	SW							Y	2014-2015
Region 7	860	Surry County Schools	860344	Rockford Elementary	N		PK,0K,01,02,03,04,05	357	269	75.35	Y	SW-SW					2010-2011		Y	2014-2015
Region 7	860	Surry County Schools	860348	Shoals Elementary	N		PK,0K,01,02,03,04,05	291	136	46.74	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	860	Surry County Schools	860352	Surry Central High	N		09,10,11,12	627	376	59.97	N	SW							Y	2014-2015
Region 7	860	Surry County Schools	860354	Surry Early College	N		09,10,11,12,13	269	148	55.02	N	SW							Y	2014-2015
Region 7	860	Surry County Schools	860356	Westfield Elementary	N		PK,0K,01,02,03,04,05	220	140	63.64	Y	SW-SW					2005-2006		Y	2014-2015
Region 7	860	Surry County Schools	860360	White Plains Elementary	N		PK,0K,01,02,03,04,05	347	212	61.1	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	861	Elkin City Schools	861304	Elkin Elementary	N		PK,0K,01,02,03,04,05,06	686	318	46.36	Y	SW-SW					2006-2007		Y	2014-2015
Region 7	861	Elkin City Schools	861308	Elkin High	N		09,10,11,12	378	140	37.04	N	TAS							Y	2014-2015
Region 7	861	Elkin City Schools	861312	Elkin Middle	N		07,08	186	90	48.39	N	SW							Y	2014-2015
Region 7	862	Mount Airy City Schools	862308	Bruce H Tharrington Elem	N		PK,0K,01,02	425	304	71.53	Y	SW-SW					2004-2005		Y	2014-2015
Region 7	862	Mount Airy City Schools	862310	Jones Elementary	N		03,04,05	454	298	65.64	Y	SW-SW					2004-2005		Y	2014-2015
Region 7	862	Mount Airy City Schools	862312	Mount Airy High	N		09,10,11,12	721	320	44.38	N	SW							Y	2014-2015
Region 7	862	Mount Airy City Schools	862316	Mount Airy Middle	N		06,07,08	428	234	54.67	N	SW							Y	2014-2015
Region 7	86T	Millennium Charter Academy	86T000	Millennium Charter Academy	Y		0K,01,02,03,04,05,06,07,08,09,10	536	75	13.99	N	Not Title I							Y	2014-2015
Region 8	870	Swain County Schools	870312	Cherokee Extension School	N		0K,01,02,03,04,05,06,07,08,09,10,11,12	0	0	0	N	Not Title I							Y	2014-2015
Region 8	870	Swain County Schools	870314	Swain County High School	N		09,10,11,12	574	322	56.1	N	SW							Y	2014-2015
Region 8	870	Swain County Schools	870318	Swain County Middle School	N		PK,06,07,08	428	281	65.65	Y	SW-SW					2005-2006		Y	2014-2015
Region 8	870	Swain County Schools	870320	Swain County East Elementary	N		PK,0K,01,02,03,04,05	428	288	67.29	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	870	Swain County Schools	870324	Swain County West Elementary	N		PK,0K,01,02,03,04,05	467	302	64.67	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	87A	Mountain Discovery	87A000	Mountain Discovery	Y		0K,01,02,03,04,05,06,07,08	167	89	53.29	Y	SW-TAS			27		2006-2007		Y	2014-2015
Region 8	880	Transylvania County Schools	880304	Brevard Elementary	N		PK,0K,01,02,03,04,05	510	349	68.43	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	880	Transylvania County Schools	880308	Brevard High	N		09,10,11,12	709	319	44.99	N	SW							Y	2014-2015
Region 8	880	Transylvania County Schools	880312	Brevard Middle	N		06,07,08	548	316	57.66	N	SW							Y	2014-2015
Region 8	880	Transylvania County Schools	880318	Pisgah Forest Elementary	N		0K,01,02,03,04,05	526	321	61.03	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	880	Transylvania County Schools	880320	Davidson River School	N		06,07,08,09,10,11,12	106	100	94.34	N	SW							Y	2014-2015
Region 8	880	Transylvania County Schools	880324	Rosman Elementary	N		0K,01,02,03,04,05	358	267	74.58	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	880	Transylvania County Schools	880328	Rosman High	N		09,10,11,12	345	208	60.29	N	SW							Y	2014-2015
Region 8	880	Transylvania County Schools	880330	Rosman Middle	N		06,07,08	289	183	63.32	N	SW							Y	2014-2015
Region 8	880	Transylvania County Schools	880336	T C Henderson Elementary	N		0K,01,02,03,04,05	135	95	70.37	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	88A	Brevard Academy	88A000	Brevard Academy	Y		0K,01,02,03,04,05,06,07,08	247	161	65.18	N	SW							Y	2014-2015
Region 1	890	Tyrrell County Schools	890304	Columbia High	N		09,10,11,12,13	138	79	57.25	N	SW							Y	2014-2015
Region 1	890	Tyrrell County Schools	890306	Columbia Middle	N		06,07,08	121	93	76.86	N	SW							Y	2014-2015
Region 1	890	Tyrrell County Schools	890308	Tyrrell Elementary	N		PK,0K,01,02,03,04,05	310	241	77.74	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	900	Union County Public Schools	900302	Antioch Elementary	N		0K,01,02,03,04,05	842	95	11.28	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900303	Rea View Elementary	N		0K,01,02,03,04,05	673	15	2.23	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900304	Benton Heights Elementary	N		PK,0K,01,02,03,04,05	655	589	89.92	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	900	Union County Public Schools	900305	New Town Elementary	N		PK,0K,01,02,03,04,05	946	79	8.35	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900306	East Elementary	N		PK,0K,01,02,03,04,05	474	463	97.68	Y	SW-SW					2003-2004		Y	2014-2015
Region 6	900	Union County Public Schools	900307	Rocky River Elementary	N		PK,0K,01,02,03,04,05	819	496	60.56	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	900	Union County Public Schools	900308	East Union Middle	N		06,07,08	795	585	73.58	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900310	Cuthbertson Middle	N		06,07,08	1358	145	10.68	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900311	Cuthbertson High	N		09,10,11,12	1440	178	12.36	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900312	Fairview Elementary	N		PK,0K,01,02,03,04,05	470	143	30.43	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900314	Monroe Middle	N		06,07,08	967	890	92.04	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900316	Forest Hills High	N		09,10,11,12	903	625	69.21	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900318	Hemby Bridge Elementary	N		PK,0K,01,02,03,04,05	511	153	29.94	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900320	Indian Trail Elementary	N		PK,0K,01,02,03,04,05	721	254	35.23	N	TAS							Y	2014-2015
Region 6	900	Union County Public Schools	900328	Kensington Elementary	N		0K,01,02,03,04,05	998	83	8.32	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900332	Marshville Elementary	N		PK,0K,01,02,03,04,05	460	324	70.43	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	900	Union County Public Schools	900334	Marvin Elementary	N		PK,0K,01,02,03,04,05	680	27	3.97	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900336	Monroe High	N		09,10,11,12	877	778	88.71	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900340	New Salem Elementary	N		PK,0K,01,02,03,04,05	304	82	26.97	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900341	Porter Ridge Elementary	N		PK,0K,01,02,03,04,05	592	260	43.92	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900342	Porter Ridge High School	N		09,10,11,12	1505	405	26.91	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900343	Porter Ridge Middle School	N		06,07,08	1396	460	32.95	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900344	Parkwood High	N		09,10,11,12	842	349	41.45	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900346	Parkwood Middle	N		06,07,08	685	319	46.57	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900347	Poplin Elementary	N		PK,0K,01,02,03,04,05	681	182	26.73	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900348	Piedmont High	N		09,10,11,12	1140	292	25.61	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900350	Piedmont Middle	N		06,07,08	1007	302	29.99	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900351	Rock Rest Elementary	N		PK,0K,01,02,03,04,05	643	589	91.6	Y	SW-SW					2007-2008		Y	2014-2015
Region 6	900	Union County Public Schools	900352	Prospect Elementary	N		0K,01,02,03,04,05	477	232	48.64	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900353	Sandy Ridge Elementary	N		PK,0K,01,02,03,04,05	913	24	2.63	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900354	Sardis Elementary	N		PK,0K,01,02,03,04,05	533	314	58.91	Y	SW-SW					2010-2011		Y	2014-2015
Region 6	900	Union County Public Schools	900356	Shiloh Elementary	N		PK,0K,01,02,03,04,05	602	261	43.36	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900358	Stallings Elementary	N		0K,01,02,03,04,05	594	130	21.89	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900360	Sun Valley High	N		09,10,11,12	1244	442	35.53	N	TAS							Y	2014-2015
Region 6	900	Union County Public Schools	900362	Sun Valley Middle	N		06,07,08	1317	508	38.57	N	TAS							Y	2014-2015
Region 6	900	Union County Public Schools	900363	Sun Valley Elementary	N		PK,0K,01,02,03,04,05	634	224	35.33	N	TAS							Y	2014-2015
Region 6	900	Union County Public Schools	900364	Union Elementary	N		PK,0K,01,02,03,04,05	391	242	61.89	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	900	Union County Public Schools	900365	South Providence	N		06,07,08,09,10,11,12	132	124	93.94	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900366	Central Academy of Technology & Arts	N		09,10,11,12	803	202	25.16	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900367	Union County Early College	N		09,10,11,12,13	332	135	40.66	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900368	Unionville Elementary	N		PK,0K,01,02,03,04,05	751	276	36.75	N	TAS							Y	2014-2015
Region 6	900	Union County Public Schools	900370	Walter Bickett Elementary	N		PK,0K,01,02,03,04,05	690	639	92.61	Y	SW-SW					2004-2005		Y	2014-2015
Region 6	900	Union County Public Schools	900372	Waxhaw Elementary	N		PK,0K,01,02,03,04,05	658	273	41.49	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900376	Weddington Elementary	N		PK,0K,01,02,03,04,05	753	54	7.17	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900377	Weddington High	N		09,10,11,12	1428	109	7.63	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900378	Weddington Middle	N		06,07,08	1167	119	10.2	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900380	Wesley Chapel Elementary	N		0K,01,02,03,04,05	529	86	16.26	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900384	Western Union Elementary	N		0K,01,02,03,04,05	420	228	54.29	Y	SW-SW					2013-2014		Y	2014-2015
Region 6	900	Union County Public Schools	900388	Wingate Elementary	N		PK,0K,01,02,03,04,05	624	542	86.86	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	900	Union County Public Schools	900391	Marvin Ridge Middle	N		06,07,08	1424	48	3.37	N	Not Title I							Y	2014-2015
Region 6	900	Union County Public Schools	900392	Wolfe School	N		0K,01,02,03,04,05,06,07,08,09,10,11,12	75	35	46.67	N	SW							Y	2014-2015
Region 6	900	Union County Public Schools	900393	Marvin Ridge High	N		09,10,11,12	1494	27	1.81	N	Not Title I							Y	2014-2015
Region 6	90A	Union Academy	90A000	Union Academy	Y		0K,01,02,03,04,05,06,07,08,09,10,11,12	1314	40	3.04	N	Not Title I							Y	2014-2015
Region 3	910	Vance County Schools	910304	Aycock Elementary	N		PK,0K,01,02,03,04,05	396	262	66.16	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	910	Vance County Schools	910308	Carver Elementary	N		PK,0K,01,02,03,04,05	212	149	70.28	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	910	Vance County Schools	910311	Clarke Elementary	N		PK,0K,01,02,03,04,05	512	365	71.29	Y	SW-SW					2010-2011		Y	2014-2015
Region 3	910	Vance County Schools	910314	Dabney Elementary	N		PK,0K,01,02,03,04,05	491	335	68.23	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	910	Vance County Schools	910316	Eaton-Johnson Middle	N		06,07,08	724	484	66.85	Y	SW-SW					2009-2010		Y	2014-2015
Region 3	910	Vance County Schools	910320	Henderson Middle	N		06,07,08	686	460	67.06	Y	SW-SW					2009-2010		Y	2014-2015
Region 3	910	Vance County Schools	910340	New Hope Elementary	N		PK,0K,01,02,03,04,05	184	139	75.54	Y	SW-SW					2005-2006		Y	2014-2015
Region 3	910	Vance County Schools	910346	E O Young Jr Elementary	N		PK,0K,01,02,03,04,05	309	216	69.9	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	910	Vance County Schools	910356	Pinkston Street Elementary	N		PK,0K,01,02,03,04,05	297	243	81.82	Y	SW-SW					2006-2007		Y	2014-2015
Region 3	910	Vance County Schools	910360	E M Rollins Elementary	N		PK,0K,01,02,03,04,05	492	370	75.2	Y	SW-SW					2004-2005		Y	2014-2015
Region 3	910	Vance County Schools	910364	Southern Vance High	N		09,10,11,12	761	431	56.64	N	SW							Y	2014-2015
