RegionName	LEACode	LEA Name	SchoolCode	School Name	CharterSchool	SchoolType	GradeSpan	TotalResident	# LowIncome	% LowIncome	SchoolServed	Eligibility -ProgramModel	EligibilityJustification	ProgramJustification	# StudentsServedTAS	GradesServedTAS	Served1st Year	Served1st YearComment	InEDDIE	SchoolYear
Region 6	600	Charlotte-Mecklenburg Schools	600338	Clear Creek Elementary	N		PK,0K,01,02,03,04,05	659	374	56.75	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600341	Cochrane Collegiate Academy	N		06,07,08,09,10,11,12	941	828	87.99	Y	SW-SW					2002-2003		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600344	Collinswood Language Academy	N		0K,01,02,03,04,05,06,07,08	712	386	54.21	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600345	Community House Middle	N		06,07,08	1656	255	15.4	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600346	Cornelius Elementary	N		0K,01,02,03,04,05	592	175	29.56	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600349	Cotswold Elementary	N		0K,01,02,03,04,05	822	323	39.29	N	TAS							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600351	Coulwood Middle	N		06,07,08	755	628	83.18	Y	SW-SW					2011-2012		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600352	Crown Point Elementary	N		PK,0K,01,02,03,04,05	721	426	59.08	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600353	Crestdale Middle	N		06,07,08	848	206	24.29	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600357	Davidson Elementary	N		0K,01,02,03,04,05	724	92	12.71	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600361	Butler High	N		09,10,11,12	1779	774	43.51	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600362	David Cox Road Elementary	N		PK,0K,01,02,03,04,05	815	545	66.87	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600364	Military and Global Leadership Academy	N		0K,01,02,03,04,05,06,07,08,09,10,11,12	649	521	80.28	Y	SW-SW					2013-2014		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600365	Devonshire Elementary	N		0K,01,02,03,04,05	610	584	95.74	Y	SW-SW					2002-2003		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600367	Dilworth Elementary	N		0K,01,02,03,04,05	621	131	21.1	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600368	First Ward Creative Arts Academy	N		0K,01,02,03,04,05	546	441	80.77	Y	SW-SW					2011-2012		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600369	Berewick Elementary	N		PK,0K,01,02,03,04,05	696	388	55.75	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600374	Druid Hills Academy	N		PK,0K,01,02,03,04,05,06,07,08	636	621	97.64	Y	SW-SW					2002-2003		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600377	East Mecklenburg High	N		09,10,11,12	1543	955	61.89	N	SW					2014-2015		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600379	Eastover Elementary	N		PK,0K,01,02,03,04,05	461	110	23.86	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600381	Eastway Middle	N		06,07,08	907	838	92.39	Y	SW-SW					2002-2003		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600382	Elizabeth Lane Elem	N		0K,01,02,03,04,05	985	103	10.46	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600383	Elon Park Elementary	N		0K,01,02,03,04,05	1147	77	6.71	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600384	Elizabeth Traditional Elem	N		0K,01,02,03,04,05	531	240	45.2	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600385	Endhaven Elementary	N		PK,0K,01,02,03,04,05	733	208	28.38	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600386	Hawthorne High	N		06,07,08,09,10,11,12	112	99	88.39	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600392	Polo Ridge Elementary	N		0K,01,02,03,04,05	1035	56	5.41	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600394	Francis Bradley Middle	N		06,07,08	1146	384	33.51	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600397	Garinger High	N		09,10,11,12	1069	930	87	Y	SW-SW					2012-2013		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600398	Greenway Park Elementary	N		PK,0K,01,02,03,04,05	617	504	81.69	Y	SW-SW					2012-2013		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600399	Alexander Graham Middle	N		06,07,08	1444	513	35.53	N	TAS							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600405	Harding University High	N		09,10,11,12	1342	1100	81.97	Y	SW-SW					2011-2012		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600406	Hawk Ridge Elementary	N		0K,01,02,03,04,05	910	117	12.86	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600410	Hickory Grove Elementary	N		PK,0K,01,02,03,04,05	999	887	88.79	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600411	Highland Creek Elementary	N		0K,01,02,03,04,05	1199	292	24.35	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600412	Hidden Valley Elementary	N		PK,0K,01,02,03,04,05	965	937	97.1	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600413	Highland Mill Montessori	N		PK,0K,01,02,03,04,05,06	256	86	33.59	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600414	Highland Renaissance Academy	N		PK,0K,01,02,03,04,05	510	467	91.57	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600415	Hopewell High	N		09,10,11,12	1406	645	45.87	N	SW					2014-2015		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600416	Hornets Nest Elementary	N		0K,01,02,03,04,05	616	487	79.06	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600418	Croft Community Elementary	N		0K,01,02,03,04,05	711	293	41.21	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600420	Huntersville Elementary	N		0K,01,02,03,04,05	776	209	26.93	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600422	Huntingtowne Farms Elementary	N		0K,01,02,03,04,05	923	798	86.46	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600424	Idlewild Elementary	N		PK,0K,01,02,03,04,05	816	676	82.84	Y	SW-SW					2010-2011		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600426	Independence High	N		09,10,11,12	1896	1030	54.32	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600428	James Martin Middle	N		06,07,08	1134	918	80.95	Y	SW-SW					2011-2012		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600429	Morehead STEM Academy	N		0K,01,02,03,04,05,06,07,08	1123	658	58.59	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600431	Jay M Robinson Middle	N		06,07,08	1111	138	12.42	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600432	Joseph W Grier Academy	N		PK,0K,01,02,03,04,05	814	675	82.92	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600433	J.V. Washam Elementary	N		0K,01,02,03,04,05	1067	200	18.74	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600434	Kennedy Middle	N		06,07,08	676	450	66.57	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600435	Trillium Springs Montessori 	N		PK,0K,01,02,03,04	99	23	23.23	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600436	Lake Wylie Elementary	N		PK,0K,01,02,03,04,05	657	394	59.97	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600437	Ballantyne Elementary	N		0K,01,02,03,04,05	854	137	16.04	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600438	Lansdowne Elementary	N		0K,01,02,03,04,05	640	321	50.16	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600439	Turning Point Academy	N		04,05,06,07,08,09,10,11,12	294	253	86.05	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600440	Lebanon Road Elementary	N		PK,0K,01,02,03,04,05	805	638	79.25	Y	SW-SW					2012-2013		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600442	Blythe Elementary	N		PK,0K,01,02,03,04,05	1091	529	48.49	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600443	Levine Middle College High	N		09,10,11,12	52	17	32.69	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600444	Long Creek Elementary	N		PK,0K,01,02,03,04,05	503	274	54.47	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600445	Mallard Creek High	N		09,10,11,12	2000	914	45.7	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600446	Mallard Creek Elementary	N		0K,01,02,03,04,05	867	425	49.02	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600447	Matthews Elementary	N		PK,0K,01,02,03,04,05	997	308	30.89	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600448	Martin Luther King Jr Middle	N		06,07,08	1085	1005	92.63	Y	SW-SW					2005-2006		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600449	McAlpine Elementary	N		PK,0K,01,02,03,04,05	513	130	25.34	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600450	McClintock Middle	N		06,07,08	766	657	85.77	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600451	McKee Road Elementary	N		0K,01,02,03,04,05	509	81	15.91	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600453	Merry Oaks Elementary	N		PK,0K,01,02,03,04,05	731	678	92.75	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600454	Metro School	N		PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,13	174	139	79.89	Y	SW-SW					2014-2015		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600455	Mint Hill Middle	N		06,07,08	1252	575	45.93	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600457	Rocky River High	N		09,10,11,12	1409	983	69.77	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600459	Montclaire Elementary	N		PK,0K,01,02,03,04,05	614	568	92.51	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600461	Lincoln Heights Academy	N		0K,01,02,03,04,05,06,07,08,09,10,11,12,13	104	82	78.85	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600462	Mountain Island Lake Academy	N		PK,0K,01,02,03,04,05,06,07	670	355	52.99	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600463	River Oaks Academy	N		PK,0K,01,02,03,04,05	684	494	72.22	Y	SW-SW					2014-2015		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600464	Myers Park Traditional	N		0K,01,02,03,04,05	724	236	32.6	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600466	Myers Park High	N		09,10,11,12	2296	711	30.97	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600468	Nathaniel Alexander Elementary	N		PK,0K,01,02,03,04,05	861	680	78.98	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600471	Nations Ford Elementary	N		PK,0K,01,02,03,04,05	664	620	93.37	Y	SW-SW					2004-2005		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600474	Newell Elementary	N		0K,01,02,03,04,05	728	664	91.21	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600478	J H Gunn Elementary	N		0K,01,02,03,04,05	715	579	80.98	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600479	Northeast Middle	N		06,07,08	782	531	67.9	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600480	North Mecklenburg High	N		09,10,11,12	1489	889	59.7	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600481	Northridge Middle	N		06,07,08	809	665	82.2	Y	SW-SW					2010-2011		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600482	Northwest School of the Arts	N		06,07,08,09,10,11,12	905	382	42.21	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600485	Oakdale Elementary	N		0K,01,02,03,04,05	681	584	85.76	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600488	Oaklawn Language Academy	N		0K,01,02,03,04,05,06,07,08	520	398	76.54	Y	SW-SW					2012-2013		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600489	Bruns Academy	N		PK,0K,01,02,03,04,05,06,07,08	817	767	93.88	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600491	Olde Providence Elementary	N		0K,01,02,03,04,05	696	102	14.66	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600492	Park Road Montessori	N		PK,0K,01,02,03,04,05,06	477	56	11.74	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600493	Palisades Park Elementary	N		0K,01,02,03,04,05	692	271	39.16	N	TAS							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600494	Paw Creek Elementary	N		PK,0K,01,02,03,04,05	549	444	80.87	Y	SW-SW					2010-2011		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600496	Phillip O Berry Academy of Technology	N		09,10,11,12	1384	942	68.06	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600497	Piedmont IB Middle	N		06,07,08	954	382	40.04	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600498	Performance Learning Center	N		09,10,11,12	113	46	40.71	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600500	Pineville Elementary	N		0K,01,02,03,04,05	780	459	58.85	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600501	Pinewood Elementary	N		PK,0K,01,02,03,04,05	561	459	81.82	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600503	Piney Grove Elementary	N		PK,0K,01,02,03,04,05	853	677	79.37	Y	SW-SW					2010-2011		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600507	Providence Spring Elementary	N		0K,01,02,03,04,05	843	37	4.39	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600508	Providence High	N		09,10,11,12	1653	168	10.16	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600509	Quail Hollow Middle	N		06,07,08	968	681	70.35	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600512	Rama Road Elementary	N		PK,0K,01,02,03,04,05	580	473	81.55	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600513	Randolph Middle	N		06,07,08	1184	525	44.34	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600514	Ranson Middle	N		06,07,08	1128	950	84.22	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600516	Reedy Creek Elementary	N		PK,0K,01,02,03,04,05	765	547	71.5	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600517	Reid Park Academy	N		PK,0K,01,02,03,04,05,06,07,08	788	741	94.04	Y	SW-SW					2002-2003		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600518	Ridge Road Middle	N		06,07,08	1444	754	52.22	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600519	Sedgefield Elementary	N		PK,0K,01,02,03,04,05	401	386	96.26	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600520	Sedgefield Middle	N		06,07,08	697	593	85.08	Y	SW-SW					2004-2005		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600521	Stoney Creek Elementary	N		0K,01,02,03,04,05	891	608	68.24	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600522	Selwyn Elementary	N		0K,01,02,03,04,05	837	165	19.71	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600527	Shamrock Gardens Elementary	N		PK,0K,01,02,03,04,05	437	342	78.26	Y	SW-SW					2002-2003		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600530	Sharon Elementary	N		0K,01,02,03,04,05	807	138	17.1	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600532	Waddell Language Academy	N		0K,01,02,03,04,05,06,07,08	1349	420	31.13	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600534	Smithfield Elementary	N		PK,0K,01,02,03,04,05	655	310	47.33	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600535	South Mecklenburg High	N		09,10,11,12	2316	1064	45.94	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600537	South Charlotte Middle	N		06,07,08	887	145	16.35	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600538	Southwest Middle School	N		06,07,08	1413	817	57.82	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600546	Statesville Road Elementary	N		PK,0K,01,02,03,04,05	535	472	88.22	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600549	Steele Creek Elementary	N		0K,01,02,03,04,05	741	539	72.74	Y	SW-SW					2014-2015		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600550	Sterling Elementary	N		PK,0K,01,02,03,04,05	633	591	93.36	Y	SW-SW					2005-2006		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600553	Thomasboro Academy	N		PK,0K,01,02,03,04,05,06,07,08	805	757	94.04	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600557	Torrence Creek Elementary	N		0K,01,02,03,04,05	524	110	20.99	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600558	Grand Oak Elementary	N		0K,01,02,03,04,05	604	43	7.12	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600562	Tuckaseegee Elementary	N		0K,01,02,03,04,05	791	676	85.46	Y	SW-SW					2010-2011		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600565	University Park Creative Arts	N		0K,01,02,03,04,05	423	347	82.03	Y	SW-SW					2010-2011		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600566	University Meadows Elementary	N		PK,0K,01,02,03,04,05	695	513	73.81	Y	SW-SW					2013-2014		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600567	Charlotte Engineering Early College-UNCC	N		09,10	100	54	54	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600571	Irwin Academic Center	N		0K,01,02,03,04,05	565	148	26.19	N	Not Title I							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600574	Walter G Byers School	N		PK,0K,01,02,03,04,05,06,07,08	534	494	92.51	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600576	West Charlotte High	N		09,10,11,12	1367	1187	86.83	Y	SW-SW					2011-2012		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600577	Westerly Hills Academy	N		PK,0K,01,02,03,04,05,06,07,08	585	553	94.53	Y	SW-SW					2002-2003		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600579	West Mecklenburg High	N		09,10,11,12	1600	1250	78.13	Y	SW-SW					2011-2012		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600586	Winding Springs Elementary	N		PK,0K,01,02,03,04,05	857	733	85.53	Y	SW-SW					2011-2012		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600587	Windsor Park Elementary	N		PK,0K,01,02,03,04,05	915	816	89.18	Y	SW-SW					2005-2006		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600588	Winget Park Elementary	N		0K,01,02,03,04,05	998	416	41.68	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600589	Winterfield Elementary	N		PK,0K,01,02,03,04,05	706	662	93.77	Y	SW-SW					2004-2005		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600590	River Gate Elementary	N		0K,01,02,03,04,05	864	352	40.74	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600592	Vance High	N		09,10,11,12	1364	1070	78.45	Y	SW-SW					2012-2013		Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600693	Olympic High - Renaissance School	N		09,10,11,12	425	206	48.47	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600694	Olympic High-Math Eng Tech Science	N		09,10,11,12	478	185	38.7	N	TAS							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600695	Olympic TEAM High School	N		09,10,11,12	330	215	65.15	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600696	Olympic High-Leadership and Development	N		09,10,11,12	327	213	65.14	N	SW							Y	2014-2015
Region 6	600	Charlotte-Mecklenburg Schools	600697	Olympic High - Biotech Health Pub Admin	N		09,10,11,12	422	228	54.03	N	SW							Y	2014-2015
Region 6	60A	Community Charter School	60A000	Community Charter School	Y		0K,01,02,03,04,05	144	81	56.25	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	60B	Sugar Creek Charter	60B000	Sugar Creek Charter	Y		0K,01,02,03,04,05,06,07,08,09	954	840	88.05	Y	SW-SW					2001-2002		Y	2014-2015
Region 6	60C	Kennedy Charter	60C000	Kennedy Charter	Y		0K,01,02,03,04,05,06,07,08,09,10,11,12	370	342	92.43	Y	SW-SW							Y	2014-2015
Region 6	60D	Lake Norman Charter	60D000	Lake Norman Charter	Y		05,06,07,08,09,10,11,12	1600	52	3.25	N	Not Title I							Y	2014-2015
Region 6	60F	Metrolina Reg Scholars Academy	60F000	Metrolina Reg Scholars Academy	Y		0K,01,02,03,04,05,06,07,08	356	0	0	N	Not Title I							Y	2014-2015
Region 6	60G	Queen's Grant Community School	60G000	Queen's Grant Community School	Y		0K,01,02,03,04,05,06,07,08,09,10,11,12	757	129	17.04	Y	TAS-TAS	Charter School		100		2012-2013		Y	2014-2015
Region 6	60H	Crossroads Charter High	60H000	Crossroads Charter High	Y		09,10,11,12	214	193	90.19	Y	SW-SW					2009-2010		Y	2014-2015
Region 6	60I	Community School of Davidson	60I000	Community School of Davidson	Y		0K,01,02,03,04,05,06,07,08,09,10,11,12	1326	45	3.39	N	Not Title I							Y	2014-2015
Region 6	60J	Socrates Academy	60J000	Socrates Academy	Y		0K,01,02,03,04,05,06,07,08	657	124	18.87	Y	TAS-TAS	Charter School		37		2014-2015		Y	2014-2015
Region 6	60K	Charlotte Secondary	60K000	Charlotte Secondary	Y		06,07,08,09,10,11	440	176	40	Y	SW-TAS			117		2014-2015		Y	2014-2015
Region 6	60L	KIPP Charlotte	60L000	KIPP Charlotte	Y		05,06,07,08	434	328	75.58	Y	SW-SW					2006-2007		Y	2014-2015
Region 6	60M	Corvian Community School	60M000	Corvian Community School	Y		0K,01,02,03,04,05	522	9	1.72	N	Not Title I							Y	2014-2015
Region 6	60N	Aristotle Preparatory Academy	60N000	Aristotle Preparatory Academy	Y		0K,01,02,03,04,05	111	87	78.38	Y	SW-SW					2013-2014		Y	2014-2015
Region 6	60P	Charlotte Choice Charter	60P000	Charlotte Choice Charter	Y		0K,01,02,03,04,05,06	279	145	51.97	Y	SW-SW					2014-2015		Y	2014-2015
Region 6	60Q	Invest Collegiate	60Q000	Invest Collegiate	Y		0K,01,02,03,04,05,06,07	565	101	17.88	N	Not Title I							Y	2014-2015
Region 6	60S	Bradford Preparatory School	60S000	Bradford Preparatory School	Y		0K,01,02,03,04,05,06,07,08	465	75	16.13	Y	TAS-SW	Charter School	Always SW			2014-2015		Y	2014-2015
Region 6	60U	Commonwealth High	60U000	Commonwealth High	Y		09,10,11,12	282	200	70.92	N	SW							Y	2014-2015
Region 6	60V	Charlotte Learning Academy	60V000	Charlotte Learning Academy	Y		06,07,08,09,10	151	126	83.44	Y	SW-SW					2014-2015		Y	2014-2015
Region 6	60Y	Pioneer Springs Community School	60Y000	Pioneer Springs Community School	Y		0K,01,02,03	176	3	1.7	N	Not Title I							Y	2014-2015
Region 8	610	Mitchell County Schools	610302	Bowman Middle	N		05,06,07,08	256	134	52.34	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	610	Mitchell County Schools	610310	Deyton Elementary	N		03,04,05	256	161	62.89	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	610	Mitchell County Schools	610320	Gouge Elementary	N		0K,01,02,03,04	283	175	61.84	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	610	Mitchell County Schools	610322	Greenlee Primary	N		0K,01,02	275	185	67.27	Y	SW-SW					2006-2007		Y	2014-2015
Region 8	610	Mitchell County Schools	610326	Harris Middle	N		06,07,08	288	172	59.72	Y	SW-SW					2005-2006		Y	2014-2015
Region 8	610	Mitchell County Schools	610332	Mayland Early College	N		09,10,11,12,13	89	61	68.54	N	SW							Y	2014-2015
Region 8	610	Mitchell County Schools	610334	Mitchell High	N		09,10,11,12	501	235	46.91	N	SW							Y	2014-2015
Region 8	61J	Thunderbird Prep	61J000	Thunderbird Prep	Y		0K,01,02,03,04	370	6	1.62	N	Not Title I							Y	2014-2015
Region 8	61K	United Community School	61K000	United Community School	Y		0K,01,02	124	45	36.29	N	TAS							Y	2014-2015
Region 4	620	Montgomery County Schools	620310	Montgomery Learning Academy	N		06,07,08,09,10,11,12	62	54	87.1	N	SW							Y	2014-2015
Region 4	620	Montgomery County Schools	620312	Candor Elementary	N		PK,0K,01,02,03,04,05	357	329	92.16	Y	SW-SW					2005-2006		Y	2014-2015
Region 4	620	Montgomery County Schools	620314	East Middle	N		06,07,08	522	454	86.97	N	SW							Y	2014-2015
