NCAccModel_2014_Summary																																																																																
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																
* or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																
District Name	School Code	School Name	SBE Region	Grade Span	Title I School	SPG Grade	SPG Score	Reading SPG Grade	Reading SPG Score	Math SPG Grade	Math SPG Score	EVAAS Growth Status	Percent Teachers Meet/Exceed Growth	AMO Target Denominator	AMO Target Percent	Graduation Project	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WorkKeys Percent	MCR Denominator	MCR Percent	Cohort Graduation Rate Standard Denominator	Cohort Graduation Rate Standard Percent	Cohort Graduation Rate Extended Denominator	Cohort Graduation Rate Extended Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	Math I Denominator	Math I Percent College/Career Ready	Math I Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Anson County Schools	040305	Anson Academy	6	09-12		N/A		N/A		N/A		NotMet	50.0	4	25.0	Y	12	<5			18	>95	32	40.6	44	45.5	59	<5	5.1	9	<5	<5	32	<5	<5	18	5.6	11.1																																										
Anson County Schools	040306	Anson High School	6	09-12		C	55					Met	100.0	48	64.6	Y	147	27.9	31	25.8	143	>95	184	84.8	167	83.8	455	16.9	26.8	175	6.3	17.1	107	20.6	28.0	173	25.4	35.8																																										
Anson County Schools	040308	Ansonville Elementary	6	PK-06	Y	C	61	C	62	C	59	Exceeded	87.5	19	84.2												325	44.9	53.2										32	40.6	59.4	29	44.8	51.7	43	34.9	37.2	37	54.1	64.9							32	65.6	68.8	29	44.8	48.3	43	37.2	41.9	37	54.1	62.2							43	34.9	51.2			
Anson County Schools	040309	Anson Middle	6	07-08		D	40	D	44	F	30	NotMet	66.7	37	59.5												1377	26.7	35.7																						286	16.4	21.3	268	19.4	26.1													286	26.2	36.4	269	26.4	38.7				268	45.9	56.7
Anson County Schools	040311	Wadesboro Primary	6	PK-04	Y	F	35	D	43	F	30	NotMet	70.0	17	52.9												332	22.9	29.5										91	14.3	17.6	75	21.3	24.0													91	29.7	40.7	75	26.7	36.0																		
Anson County Schools	040316	Lilesville Elementary	6	PK-06	Y	D	49	D	50	D	46	Exceeded	100.0	27	55.6												437	27.0	38.2										40	17.5	30.0	36	27.8	30.6	61	23.0	27.9	51	33.3	49.0							40	35.0	40.0	36	33.3	38.9	61	14.8	36.1	51	35.3	49.0							61	27.9	41.0			
Anson County Schools	040324	Morven Elementary	6	PK-06	Y	D	43	F	38	D	47	Exceeded	93.8	17	58.8												284	22.9	31.3										31	16.1	22.6	31	25.8	38.7	34	23.5	32.4	29	31.0	44.8							31	22.6	25.8	31	22.6	32.3	34	17.6	23.5	29	17.2	27.6							34	29.4	35.3			
Anson County Schools	040328	Peachland-Polkton Elem	6	PK-06	Y	C	60	C	59	C	59	Exceeded	93.1	27	92.6												628	42.5	53.3										65	40.0	56.9	55	41.8	49.1	78	46.2	48.7	77	41.6	50.6							65	53.8	64.6	55	43.6	56.4	78	29.5	48.7	77	40.3	48.1							78	47.4	59.0			
Anson County Schools	040330	Wadesboro Elementary	6	05-06	Y	F	37	F	39	F	35	Exceeded	68.8	19	52.6												395	14.4	24.8																78	17.9	26.9	80	13.8	16.3													79	8.9	26.6	80	21.3	28.8							78	10.3	25.6			
Anson County Schools	040700	Anson New Tech High	6	09-12		D	49					NotMet	66.7	10	70.0	Y	28	46.4			23	>95	23	>95	26	92.3	119	12.6	26.1	56	<5	10.7	30	20.0	33.3	33	24.2	45.5																																										
Ashe County Schools	050	Ashe County Schools	7											93	89.2		209	57.4	79	72.2	208	94.7	238	86.6	230	86.5	4067	53.2	63.3	321	42.4	54.2	190	62.1	70.0	256	55.5	66.8	235	48.1	61.7	216	51.4	63.4	238	55.5	59.7	249	47.0	54.6	253	50.6	59.3	227	47.1	52.0	235	51.1	64.3	216	45.8	61.6	238	45.0	58.0	248	56.0	63.3	253	61.7	71.1	227	50.2	62.6	238	63.4	74.8	227	76.7	83.3
Ashe County Schools	050302	Ashe County High	7	09-12		C	69					NotMet	87.5	52	84.6	N	209	57.4	79	72.2	208	94.7	238	86.6	230	86.5	767	51.6	62.3	321	42.4	54.2	190	62.1	70.0	256	55.5	66.8																																										
Ashe County Schools	050305	Ashe County Middle	7	07-08		B	70	B	71	C	62	Exceeded	96.2	31	96.8												1187	57.2	65.6																						253	50.6	59.3	227	47.1	52.0													253	61.7	71.1	227	50.2	62.6				227	76.7	83.3
Ashe County Schools	050310	Blue Ridge Elementary	7	PK-06	Y	C	59	C	59	D	54	Exceeded	100.0	23	78.3												587	39.5	52.1										69	31.9	46.4	62	37.1	45.2	63	58.7	63.5	68	23.5	33.8							69	39.1	55.1	62	35.5	51.6	63	38.1	57.1	68	39.7	47.1							63	54.0	71.4			
Ashe County Schools	050330	Mountain View Elementary	7	PK-06	Y	B	73	B	70	B	71	Exceeded	98.5	31	96.8												749	56.5	66.4										73	52.1	61.6	79	58.2	73.4	86	54.7	60.5	94	57.4	62.8							73	57.5	68.5	79	45.6	60.8	86	50.0	60.5	93	63.4	67.7							86	67.4	81.4			
Ashe County Schools	050335	Westwood Elementary	7	0K-06	Y	B	71	B	71	C	69	Exceeded	93.8	31	96.8												777	55.9	66.2										93	57.0	73.1	75	56.0	68.0	89	53.9	56.2	87	54.0	62.1							93	54.8	67.7	75	54.7	70.7	89	44.9	56.2	87	60.9	71.3							89	66.3	70.8			
Avery County Schools	060	Avery County Schools	7											86	84.9		150	64.0	90	78.9	164	>95	160	95.0	155	89.0	2826	46.5	56.8	204	42.6	59.3	184	37.0	45.7	174	38.5	48.9	141	48.2	63.8	156	42.9	48.1	177	52.0	55.4	152	31.6	42.1	170	40.0	49.4	165	40.6	47.3	141	46.8	61.0	156	47.4	57.1	177	49.2	58.2	152	44.1	54.6	170	49.4	61.8	165	47.3	60.6	177	59.9	71.2	165	72.7	81.8
Avery County Schools	060302	Avery County High	7	09-12		C	66					NotMet	66.7	40	80.0	N	117	58.1	63	77.8	115	>95	113	>95	100	89.0	271	27.3	38.4	9	<5	<5	143	32.2	42.0	119	23.5	37.0																																										
Avery County Schools	060304	Banner Elk Elementary	7	PK-05	Y	C	69	C	64	C	68	Met	100.0	13	100.0												183	59.0	64.5										21	57.1	66.7	30	53.3	53.3	27	70.4	74.1										21	47.6	61.9	30	46.7	46.7	27	66.7	70.4										27	70.4	81.5			
Avery County Schools	060310	Cranberry Middle	7	06-08	Y	B	71	B	72	C	66	Exceeded	100.0	27	96.3												461	54.4	65.9	<5	*	*																65	38.5	49.2	83	50.6	63.9	54	51.9	63.0										65	53.8	63.1	83	57.8	69.9	54	48.1	70.4				54	81.5	83.3
Avery County Schools	060316	Crossnore Elementary	7	PK-05	Y	B	79	B	74	B	77	Exceeded	100.0	17	100.0												242	65.3	74.8										35	62.9	80.0	35	48.6	51.4	34	88.2	88.2										35	71.4	88.6	35	57.1	62.9	34	50.0	64.7										34	79.4	88.2			
Avery County Schools	060318	Avery Middle	7	06-08	Y	C	58	C	58	D	45	Met	75.0	27	66.7	N											703	43.5	52.6	22	>95	>95																87	26.4	36.8	87	29.9	35.6	111	35.1	39.6										87	36.8	48.3	87	41.4	54.0	111	46.8	55.9				111	68.5	81.1
Avery County Schools	060322	Freedom Trail Elementary	7	PK-05	Y	C	61	C	62	C	55	Exceeded	100.0	19	78.9												286	42.3	55.2										34	44.1	64.7	37	29.7	40.5	48	37.5	43.8										34	35.3	50.0	37	37.8	56.8	48	45.8	58.3										48	60.4	70.8			
Avery County Schools	060328	Newland Elementary	7	PK-05	Y	C	56	C	59	D	53	Met	100.0	21	76.2												282	39.4	50.4										32	34.4	50.0	37	43.2	51.4	48	33.3	37.5										32	43.8	59.4	37	45.9	59.5	48	41.7	45.8										48	35.4	54.2			
Avery County Schools	060332	Riverside Elementary	7	PK-05	Y	C	59	C	57	C	55	Exceeded	100.0	13	84.6												132	47.0	51.5										19	42.1	52.6	17	41.2	41.2	20	45.0	45.0										19	26.3	31.6	17	52.9	58.8	20	50.0	60.0										20	70.0	70.0			
Avery County Schools	060334	Blue Ridge Academy	7	06-12		N/A		N/A		N/A				1	0.0	N	<5	*	6	16.7	22	90.9	17	82.4	16	81.3	25	<5	8.0	6	<5	16.7	10	<5	<5	9	11.1	11.1																																										
Avery County Schools	060700	Avery High STEM Academy	7	09-12		A	88					Met	100.0	2	100.0	N	29	93.1	21	>95	27	>95	29	93.1	36	>95	42	64.3	71.4				27	70.4	77.8	15	53.3	60.0																																										
Avery County Schools	060701	Avery High Viking Academy	7	09-12		C	66					Met	100.0	3	100.0	N											199	47.7	64.8	164	37.8	57.9	<5	*	*	31	>95	>95																																										
Beaufort County Schools	070	Beaufort County Schools	1											142	69.7		479	53.4	134	65.7	432	>95	512	80.1	542	82.1	9342	39.6	49.7	790	40.1	57.0	500	32.8	42.2	492	42.3	51.8	538	47.4	57.8	474	48.3	54.0	503	36.2	43.1	560	33.8	40.5	573	34.4	40.8	587	23.0	30.3	538	44.2	57.4	474	43.9	55.3	503	33.4	48.1	560	42.3	51.1	573	38.0	47.6	587	30.8	42.4	503	43.3	56.5	587	61.0	68.5
Beaufort County Schools	070302	Eastern Elementary	1	PK-01	Y	I																																																																										
Beaufort County Schools	070308	Bath Elementary	1	0K-08	Y	B	70	C	69	C	67	NotMet	88.9	33	97.0												929	60.4	70.9	16	93.8	>95							63	68.3	73.0	58	62.1	69.0	65	66.2	69.2	66	62.1	71.2	67	71.6	76.1	70	38.6	48.6	63	50.8	69.8	58	53.4	69.0	65	41.5	72.3	66	66.7	72.7	67	65.7	77.6	70	44.3	52.9	65	53.8	70.8	70	91.4	94.3
Beaufort County Schools	070310	B C Ed Tech Center	1	06-12		N/A		N/A		N/A		NotMet	0.0	2	0.0	Y	7	<5	<5	*	22	>95	19	78.9	31	80.6	70	<5	10.0	15	<5	6.7	18	<5	<5	14	7.1	21.4										<5	*	*	6	<5	<5	<5	*	*										<5	*	*	6	<5	<5	<5	*	*				<5	*	*
Beaufort County Schools	070311	Beaufort Co Early College High	1	09-13		A	88					Exceeded	100.0	16	100.0	Y	41	>95			29	>95	32	90.6	31	>95	138	75.4	81.9	44	63.6	79.5	49	83.7	85.7	45	77.8	80.0																																										
Beaufort County Schools	070325	Chocowinity Middle	1	05-08		D	51	D	54	D	41	NotMet	60.9	42	76.2												1151	39.4	49.3	52	69.2	78.8													80	52.5	62.5	99	27.3	31.3	128	30.5	39.1	135	16.3	21.5							80	38.8	61.3	99	41.4	52.5	128	47.7	55.5	135	31.1	41.5	80	57.5	70.0	135	49.6	61.5
Beaufort County Schools	070326	Chocowinity Primary	1	PK-04	Y	B	78	B	76	B	80	Met	100.0	21	100.0												426	66.0	77.0										112	64.3	75.9	101	77.2	82.2													112	61.6	77.7	101	61.4	72.3																		
Beaufort County Schools	070327	John C Tayloe Elementary	1	02-03	Y	C	56	C	56	D	51	Met	100.0	29	86.2												598	39.3	50.3										299	39.5	50.8																299	39.1	49.8																					
Beaufort County Schools	070328	John Small Elementary	1	04-05	Y	D	44	D	50	F	39	NotMet	55.6	43	60.5												1303	32.8	41.9													248	36.7	42.3	269	24.9	30.1													248	38.7	48.8	269	31.6	42.8										269	33.1	46.1			
Beaufort County Schools	070329	Northeast Elementary	1	PK-08	Y	C	59	C	55	D	53	Met	86.4	39	74.4												882	42.3	53.1	21	90.5	>95							48	43.8	52.1	48	43.8	52.1	62	29.0	43.5	62	33.9	43.5	67	20.9	31.3	75	40.0	48.0	48	33.3	47.9	48	35.4	52.1	62	29.0	35.5	62	50.0	62.9	67	35.8	50.7	75	36.0	49.3	62	64.5	75.8	75	74.7	80.0
Beaufort County Schools	070330	Northside High	1	09-12		C	61					NotMet	78.6	39	71.8	Y	107	51.4	37	70.3	87	>95	96	86.5	112	87.5	341	32.0	47.8	121	37.2	57.9	113	22.1	33.6	107	36.4	51.4																																										
Beaufort County Schools	070338	P S Jones Middle	1	06-08		D	50	D	45	D	44	Met	82.5	51	70.6												2183	34.9	43.2	119	58.8	79.0																321	30.5	37.4	291	33.0	38.1	280	19.3	26.8										321	37.1	45.2	291	29.6	38.5	280	26.4	38.6				280	58.6	63.6
Beaufort County Schools	070339	Southside High	1	09-12		C	66					Met	85.7	44	75.0	Y	93	41.9	43	69.8	93	>95	98	91.8	120	83.3	299	30.1	44.8	99	32.3	56.6	108	18.5	28.7	92	41.3	51.1																																										
Beaufort County Schools	070340	S W Snowden Elementary	1	PK-08	Y	D	40	D	40	F	34	Met	84.6	18	55.6												283	21.9	32.2	10	30.0	60.0							16	6.3	18.8	19	15.8	15.8	27	44.4	51.9	11	18.2	18.2	14	<5	7.1	24	8.3	16.7	16	25.0	37.5	19	10.5	15.8	27	25.9	33.3	11	18.2	18.2	14	21.4	28.6	24	25.0	41.7	27	29.6	40.7	24	29.2	54.2
Beaufort County Schools	070342	Washington High	1	09-12		C	62					Met	75.0	71	62.0	Y	231	52.8	53	60.4	201	>95	254	76.0	233	80.3	739	32.7	44.0	293	23.5	37.9	212	36.8	47.2	234	40.6	48.7																																										
Bertie County Schools	080	Bertie County Schools	1											85	67.1		184	34.2	69	59.4	187	>95	228	84.2	220	79.1	3312	25.1	35.5	222	28.8	42.3	191	22.0	34.6	187	32.1	40.6	172	22.1	36.0	176	14.8	20.5	184	27.7	34.2	221	17.2	23.1	231	11.7	18.6	186	23.1	30.6	172	27.3	42.4	176	19.3	31.3	184	20.1	31.5	221	29.0	39.4	231	24.2	32.0	187	30.5	46.0	184	26.1	39.7	187	53.5	65.2
Bertie County Schools	080311	Bertie Early College High	1	09-13		B	71					Met	100.0	9	100.0	Y	23	60.9	13	84.6	26	>95	32	>95	12	>95	128	43.8	57.8	55	32.7	50.9	38	44.7	55.3	35	60.0	71.4																																										
Bertie County Schools	080312	Bertie High	1	09-12	Y	D	46					NotMet	33.3	41	61.0	Y	109	15.6	35	34.3	104	>95	130	79.2	162	81.5	337	12.8	21.4	91	7.7	20.9	122	10.7	18.0	124	18.5	25.0																																										
Bertie County Schools	080314	Bertie Middle	1	06-08	Y	D	47	D	49	F	35	Exceeded	80.0	33	66.7												1479	27.5	36.7	29	79.3	86.2																221	17.2	23.1	227	11.9	18.5	184	23.4	31.0										221	29.0	39.4	227	24.2	32.2	185	30.8	46.5				185	54.1	65.9
Bertie County Schools	080348	Aulander Elementary	1	PK-05	Y	D	43	D	45	D	42	Met	100.0	13	53.8												158	22.2	34.8										29	10.3	24.1	23	21.7	26.1	18	38.9	50.0										29	31.0	51.7	23	17.4	39.1	18	11.1	16.7										18	27.8	33.3			
Bertie County Schools	080356	West Bertie Elementary	1	PK-05	Y	F	35	F	39	F	34	NotMet	68.8	19	52.6												393	17.8	26.7										45	17.8	24.4	63	15.9	20.6	59	18.6	25.4										45	22.2	35.6	63	20.6	28.6	59	15.3	27.1										59	15.3	27.1			
Bertie County Schools	080360	Colerain Elementary	1	PK-05	Y	F	38	D	46	F	34	Met	100.0	18	55.6												249	18.9	30.1										30	20.0	43.3	33	<5	6.1	41	22.0	24.4										30	30.0	50.0	33	12.1	18.2	41	31.7	43.9										41	12.2	26.8			
Bertie County Schools	080362	Windsor Elementary	1	PK-05	Y	D	48	D	43	D	47	Met	75.0	23	60.9												448	28.8	41.3										68	30.9	45.6	57	17.5	26.3	66	36.4	43.9										68	27.9	39.7	57	22.8	38.6	66	19.7	31.8										66	43.9	60.6			
Bertie County Schools	080375	Bertie Academy	1	06-12		N/A		N/A		N/A						Y	<5	*									35	<5	8.6	13	<5	<5	5	<5	20.0	<5	*	*													<5	*	*	<5	*	*													<5	*	*	<5	*	*				<5	*	*
Bertie County Schools	080700	Bertie STEM High	1	09-12		B	83					Met	100.0	21	100.0	Y	48	66.7	21	85.7	57	>95	60	95.0	31	93.5	85	51.8	75.3	34	47.1	64.7	26	46.2	84.6	25	64.0	80.0																																										
Bladen County Schools	090	Bladen County Schools	4											133	61.7		283	32.9	168	57.1	306	>95	404	76.0	389	79.9	6397	29.8	40.2	529	22.7	34.4	353	27.2	36.0	359	37.9	50.7	361	38.5	54.0	352	34.9	40.1	363	32.0	37.7	367	21.0	24.8	390	22.3	30.0	375	11.2	15.2	361	36.0	52.1	352	30.1	40.3	363	24.0	36.4	367	31.1	43.9	390	39.2	50.0	375	24.8	35.7	364	37.4	50.0	376	41.0	55.3
Bladen County Schools	090304	B T Washington Primary	4	PK-05	Y	D	54	D	48	C	62	Met	71.4	14	85.7												232	37.5	50.0										32	43.8	59.4	39	25.6	33.3	30	73.3	83.3										32	46.9	65.6	39	20.5	30.8	30	26.7	36.7										30	33.3	50.0			
Bladen County Schools	090315	Bladenboro Middle	4	05-08	Y	F	39	D	45	F	30	NotMet	63.6	37	51.4												956	24.6	34.4	28	32.1	53.6													89	23.6	30.3	91	<5	<5	97	34.0	42.3	95	9.5	13.7							89	25.8	36.0	91	20.9	35.2	97	39.2	53.6	95	21.1	27.4	89	37.1	48.3	95	28.4	47.4
Bladen County Schools	090317	Bladenboro Primary	4	PK-04	Y	C	55	D	54	C	57	NotMet	91.7	17	82.4												324	39.2	51.5										85	48.2	65.9	77	37.7	41.6													85	42.4	57.6	77	27.3	39.0																		
Bladen County Schools	090318	Bladen Lakes Primary	4	PK-04	Y	D	52	D	52	D	51	Exceeded	100.0	17	76.5												230	33.5	43.5										61	32.8	41.0	54	33.3	40.7													61	36.1	49.2	54	31.5	42.6																		
Bladen County Schools	090320	Clarkton School of Discovery	4	06-08		D	54	C	63	D	42	NotMet	77.8	31	77.4												740	42.6	52.3	23	78.3	>95																89	53.9	58.4	100	28.0	36.0	113	17.7	21.2										89	57.3	71.9	100	57.0	65.0	113	30.1	45.1				113	52.2	64.6
Bladen County Schools	090324	Dublin Primary	4	PK-04	Y	C	65	C	62	C	68	Exceeded	100.0	15	100.0												196	48.5	59.7										50	60.0	74.0	48	47.9	52.1													50	42.0	58.0	48	43.8	54.2																		
Bladen County Schools	090328	East Arcadia Elementary	4	0K-08	Y	D	40	D	40	F	35	Met	92.3	17	76.5												277	22.4	30.3	6	83.3	83.3							16	12.5	18.8	24	<5	12.5	20	30.0	35.0	26	7.7	15.4	20	15.0	35.0	13	30.8	30.8	16	25.0	25.0	24	8.3	16.7	20	20.0	20.0	26	23.1	34.6	20	40.0	55.0	13	30.8	30.8	20	25.0	30.0	13	46.2	69.2
Bladen County Schools	090330	East Bladen High	4	09-12		C	56					NotMet	75.0	57	64.9	N	132	31.8	77	63.6	136	>95	185	73.5	175	81.7	552	27.0	38.6	205	22.4	32.7	177	20.9	32.8	170	38.8	51.8																																										
Bladen County Schools	090332	Elizabethtown Middle	4	05-08	Y	D	43	D	43	F	36	Met	73.3	39	56.4												974	23.6	33.0	15	20.0	46.7													138	34.8	39.9	84	15.5	21.4	82	6.1	11.0	71	<5	8.5							138	25.4	37.7	84	22.6	33.3	82	20.7	28.0	71	14.1	26.8	138	39.1	52.2	71	32.4	45.1
Bladen County Schools	090333	Elizabethtown Primary	4	PK-04	Y	D	50	D	51	D	49	Met	100.0	17	70.6												316	31.3	41.8										76	30.3	40.8	82	36.6	40.2													76	25.0	44.7	82	32.9	41.5																		
Bladen County Schools	090352	Plain View Primary	4	PK-04	Y	C	57	C	55	C	59	Met	100.0	9	66.7												138	31.9	51.4										41	22.0	58.5	28	42.9	46.4													41	31.7	51.2	28	35.7	46.4																		
Bladen County Schools	090365	Tar Heel Middle	4	05-08	Y	D	44	D	49	F	31	Met	81.8	37	59.5												865	26.8	36.9	20	55.0	70.0													86	22.1	26.7	77	14.3	18.2	91	19.8	26.4	83	7.2	12.0							86	19.8	38.4	77	24.7	36.4	91	36.3	48.4	83	30.1	41.0	87	39.1	52.9	84	46.4	58.3
Bladen County Schools	090368	West Bladen High	4	09-12		C	56					NotMet	77.8	59	54.2	N	151	33.8	91	51.6	170	>95	214	79.9	206	81.1	597	26.3	36.0	232	12.1	22.4	176	33.5	39.2	189	37.0	49.7																																										
Brunswick County Schools	100	Brunswick County Schools	2											160	71.9		819	59.2	279	49.1	845	>95	1053	82.1	834	86.9	16307	44.1	54.8	1270	45.0	58.5	952	48.4	57.2	946	51.4	61.0	942	49.8	62.5	845	38.9	44.1	910	44.0	49.7	973	33.5	42.8	992	33.1	41.5	971	31.5	38.5	942	47.3	61.8	843	44.1	56.9	908	39.9	53.7	973	44.8	57.1	992	48.7	60.1	971	41.9	55.1	909	45.3	58.1	968	62.4	71.4
Brunswick County Schools	100302	Belville Elementary	2	0K-05	Y	C	55	C	63	D	51	NotMet	76.5	27	85.2												719	44.2	55.6										123	40.7	60.2	97	40.2	42.3	93	38.7	46.2										123	45.5	61.0	97	48.5	59.8	93	45.2	58.1										93	51.6	59.1			
Brunswick County Schools	100304	Bolivia Elementary	2	PK-05	Y	C	63	C	65	C	65	NotMet	69.2	23	87.0												575	49.4	62.6										82	69.5	81.7	80	51.3	56.3	84	45.2	54.8										82	50.0	68.3	79	41.8	63.3	84	40.5	56.0										84	47.6	58.3			
Brunswick County Schools	100307	Brunswick County Early College	2	09-13		A	94					Met	83.3	32	100.0	Y	81	>95			54	>95	57	>95	53	>95	216	83.8	92.6	78	79.5	94.9	66	75.8	81.8	72	>95	>95																																										
Brunswick County Schools	100308	Brunswick County Academy	2	06-12		N/A		N/A		N/A		Met	75.0	4	75.0	Y	10	10.0	<5	*	7	>95	31	25.8	15	46.7	162	11.7	17.9	64	6.3	12.5	19	21.1	26.3	21	23.8	28.6										<5	*	*	11	<5	<5	10	<5	<5										<5	*	*	11	<5	<5	10	10.0	30.0				10	50.0	60.0
Brunswick County Schools	100309	Cedar Grove Middle	2	06-08	Y	C	57	C	59	D	49	Exceeded	100.0	37	70.3												1126	38.5	49.7	16	93.8	>95																165	26.7	33.3	156	33.3	43.6	156	29.5	41.0										165	33.3	50.3	156	48.7	58.3	157	35.0	49.7				155	58.7	67.7
Brunswick County Schools	100310	Jessie Mae Monroe Elementary	2	0K-05	Y	D	52	D	52	D	53	Met	68.8	27	59.3												455	33.8	47.3										65	49.2	73.8	68	23.5	29.4	63	30.2	36.5										65	41.5	63.1	68	27.9	38.2	63	27.0	38.1										63	38.1	52.4			
Brunswick County Schools	100316	Leland Middle	2	06-08	Y	D	50	C	57	F	38	NotMet	80.0	44	68.2												1827	36.0	46.0	29	82.8	>95																263	31.2	42.6	255	22.4	31.8	254	15.7	20.9										263	42.6	54.0	255	40.4	51.8	254	33.5	47.2				254	61.0	67.7
Brunswick County Schools	100320	Lincoln Elementary	2	PK-05	Y	C	60	D	54	C	58	Exceeded	94.4	29	79.3												540	41.1	51.9										80	42.5	55.0	82	26.8	34.1	72	58.3	63.9										80	38.8	55.0	82	29.3	43.9	72	31.9	41.7										72	63.9	72.2			
Brunswick County Schools	100326	North Brunswick High	2	09-12		C	64					Met	73.3	54	61.1	Y	208	48.6	46	73.9	207	>95	256	82.4	214	88.8	767	36.9	46.4	276	27.9	40.2	245	44.5	51.8	246	39.4	48.0																																										
Brunswick County Schools	100332	Shallotte Middle	2	06-08	Y	C	69	B	72	C	56	Exceeded	96.2	40	90.0												1505	52.8	61.6	52	>95	>95																220	41.4	49.5	210	34.8	40.5	198	46.0	52.0										220	53.2	67.3	210	54.3	65.2	198	55.1	67.7				197	75.1	80.7
Brunswick County Schools	100334	South Brunswick High	2	09-12		C	69					NotMet	84.6	54	85.2	Y	221	60.2	86	52.3	278	>95	324	89.5	226	88.9	822	43.6	56.1	292	35.3	52.4	271	44.6	55.0	259	51.7	61.4																																										
Brunswick County Schools	100335	South Brunswick Middle	2	06-08	Y	C	58	C	61	D	49	NotMet	84.8	37	78.4												2013	47.1	57.1	109	82.6	93.6																246	31.7	39.4	272	40.4	49.6	290	36.2	43.8										246	46.3	56.1	272	55.5	65.1	289	46.0	58.1				289	57.8	71.3
Brunswick County Schools	100336	Southport Elementary	2	0K-05	Y	C	58	C	65	C	56	NotMet	78.6	27	77.8												800	45.4	56.9										109	50.5	61.5	105	44.8	50.5	124	40.3	46.8										109	56.0	69.7	105	48.6	61.9	124	44.4	58.9										124	35.5	50.8			
Brunswick County Schools	100338	Supply Elementary	2	PK-05	Y	D	48	D	51	D	47	NotMet	78.3	31	64.5												708	33.9	44.6										112	43.8	54.5	77	32.5	36.4	111	29.7	35.1										112	36.6	50.9	76	38.2	48.7	110	29.1	41.8										110	28.2	43.6			
Brunswick County Schools	100339	Town Creek Elementary	2	PK-05	Y	D	51	C	59	D	47	NotMet	72.7	29	79.3												588	40.0	48.0										84	54.8	60.7	77	31.2	35.1	89	31.5	36.0										84	51.2	63.1	77	48.1	57.1	88	34.1	44.3										89	30.3	40.4			
Brunswick County Schools	100340	Union Elementary	2	0K-05	Y	B	75	B	75	B	71	Exceeded	94.6	35	100.0												764	60.5	71.1										102	54.9	64.7	103	60.2	63.1	118	65.3	71.2										102	58.8	69.6	103	64.1	73.8	118	53.4	72.9										118	66.1	80.5			
Brunswick County Schools	100342	Virginia Williamson Elem	2	0K-05	Y	C	56	C	64	D	52	NotMet	74.1	27	74.1												730	45.2	55.3										123	52.8	61.8	95	33.7	42.1	98	43.9	43.9										123	50.4	64.2	95	43.2	54.7	98	46.9	58.2										98	41.8	58.2			
Brunswick County Schools	100344	Waccamaw	2	0K-08	Y	C	59	C	61	C	56	NotMet	90.0	35	85.7												948	44.3	56.6	11	72.7	81.8							62	40.3	56.5	61	34.4	42.6	58	58.6	65.5	76	40.8	56.6	88	40.9	48.9	63	38.1	42.9	62	38.7	48.4	61	41.0	59.0	58	34.5	55.2	76	50.0	57.9	88	44.3	67.0	63	38.1	50.8	58	56.9	69.0	63	60.3	68.3
Brunswick County Schools	100348	West Brunswick High	2	09-12		B	71					Exceeded	78.6	65	60.0	Y	299	56.9	145	40.0	299	>95	378	79.6	317	86.4	1042	47.5	59.6	343	39.9	55.1	351	50.4	59.8	348	52.0	63.8																																										
