NCAccModel_2014_Summary																																																																																
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.																																																																																
* or (Insufficient) or a blank cell indicates a school does not have tested grades/sufficient data for reporting.																																																																																
College/Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above																																																																																
District Name	School Code	School Name	SBE Region	Grade Span	Title I School	SPG Grade	SPG Score	Reading SPG Grade	Reading SPG Score	Math SPG Grade	Math SPG Score	EVAAS Growth Status	Percent Teachers Meet/Exceed Growth	AMO Target Denominator	AMO Target Percent	Graduation Project	ACT Denominator	ACT Percent	ACT WorkKeys Denominator	ACT WorkKeys Percent	MCR Denominator	MCR Percent	Cohort Graduation Rate Standard Denominator	Cohort Graduation Rate Standard Percent	Cohort Graduation Rate Extended Denominator	Cohort Graduation Rate Extended Percent	Performance Composite Denominator	Performance Composite Percent College/Career Ready	Performance Composite Percent Grade Level Proficient	Math I Denominator	Math I Percent College/Career Ready	Math I Percent Grade Level Proficient	Biology Denominator	Biology Percent College/Career Ready	Biology Percent Grade Level Proficient	English II Denominator	English II Percent College/Career Ready	English II Percent Grade Level Proficient	Grade 3 Math Denominator	Grade 3 Math Percent College/Career Ready	Grade 3 Math Percent Grade Level Proficient	Grade 4 Math Denominator	Grade 4 Math Percent College/Career Ready	Grade 4 Math Percent Grade Level Proficient	Grade 5 Math Denominator	Grade 5 Math Percent College/Career Ready	Grade 5 Math Percent Grade Level Proficient	Grade 6 Math Denominator	Grade 6 Math Percent College/Career Ready	Grade 6 Math Percent Grade Level Proficient	Grade 7 Math Denominator	Grade 7 Math Percent College/Career Ready	Grade 7 Math Percent Grade Level Proficient	Grade 8 Math Denominator	Grade 8 Math Percent College/Career Ready	Grade 8 Math Percent Grade Level Proficient	Grade 3 Reading Denominator	Grade 3 Reading Percent College/Career Ready	Grade 3 Reading Percent Grade Level Proficient	Grade 4 Reading Denominator	Grade 4 Reading Percent College/Career Ready	Grade 4 Reading Percent Grade Level Proficient	Grade 5 Reading Denominator	Grade 5 Reading Percent College/Career Ready	Grade 5 Reading Percent Grade Level Proficient	Grade 6 Reading Denominator	Grade 6 Reading Percent College/Career Ready	Grade 6 Reading Percent Grade Level Proficient	Grade 7 Reading Denominator	Grade 7 Reading Percent College/Career Ready	Grade 7 Reading Percent Grade Level Proficient	Grade 8 Reading Denominator	Grade 8 Reading Percent College/Career Ready	Grade 8 Reading Percent Grade Level Proficient	Grade 5 Science Denominator	Grade 5 Science Percent College/Career Ready	Grade 5 Science Percent Grade Level Proficient	Grade 8 Science Denominator	Grade 8 Science Percent College/Career Ready	Grade 8 Science Percent Grade Level Proficient
Hertford County Schools	460340	CS Brown High	1	09-12	Y	C	69					Met	100.0			Y			<5	*	7	>95	8	62.5	7	>95	28	46.4	53.6	21	42.9	52.4	5	80.0	80.0	<5	*	*																																										
Hoke County Schools	470	Hoke County Schools	4											159	64.2		392	42.3	69	58.0	409	>95	548	70.8	529	73.9	11006	33.9	44.4	876	29.5	44.1	532	35.2	42.3	657	45.1	54.9	663	42.4	58.7	579	28.8	36.3	608	36.5	42.3	666	27.9	33.2	676	23.2	29.4	649	16.6	23.7	663	35.4	48.0	579	29.9	41.1	608	27.8	41.1	666	32.4	44.4	676	36.5	46.3	649	25.6	40.2	609	45.8	58.9	650	59.4	69.1
Hoke County Schools	470310	Don D Steed Elementary	4	PK-05	Y	C	58	C	61	D	53	NotMet	77.8	37	94.6												702	46.2	58.4										133	48.9	60.9	89	33.7	41.6	86	46.5	54.7										133	38.3	51.1	89	43.8	60.7	86	44.2	60.5										86	70.9	82.6			
Hoke County Schools	470312	Hoke County High	4	09-12		C	62					Exceeded	88.9	96	65.6	Y	344	39.0	69	58.0	357	>95	480	72.5	455	75.8	1442	33.4	43.8	514	26.8	42.0	454	34.1	40.1	474	39.7	49.2																																										
Hoke County Schools	470316	J W McLauchlin Elementary	4	PK-05	Y	D	48	D	45	D	46	Met	85.7	17	70.6												346	28.6	40.5										48	16.7	37.5	47	27.7	36.2	52	36.5	44.2										48	25.0	31.3	47	21.3	34.0	52	26.9	40.4										52	44.2	57.7			
Hoke County Schools	470320	West Hoke Middle	4	06-08	Y	D	44	D	47	F	33	Met	80.0	56	69.6												1664	25.9	35.6	143	19.6	32.2																201	19.4	24.9	217	24.0	31.3	228	9.6	16.7										201	22.4	35.8	217	32.7	42.4	228	21.1	35.1				229	55.0	63.8
Hoke County Schools	470328	Scurlock Elementary	4	PK-05	Y	F	37	D	40	D	40	NotMet	44.4	32	62.5												520	22.3	31.9										83	36.1	51.8	67	31.3	38.8	73	12.3	12.3										83	24.1	34.9	67	25.4	34.3	73	13.7	24.7										74	12.2	24.3			
Hoke County Schools	470330	Hawk Eye Elementary	4	PK-05	Y	D	43	F	38	D	44	Met	90.9	29	69.0												449	20.7	34.3										75	29.3	53.3	64	20.3	26.6	57	21.1	24.6										75	16.0	32.0	64	15.6	28.1	57	12.3	21.1										57	29.8	50.9			
Hoke County Schools	470332	East Hoke Middle	4	06-08	Y	D	48	D	53	F	35	NotMet	72.7	47	70.2												1794	34.1	43.3	65	40.0	58.5																267	33.3	38.2	242	24.4	29.3	237	10.5	15.6										267	37.1	47.9	242	42.1	52.9	237	24.9	42.2				237	64.6	73.0
Hoke County Schools	470336	West Hoke Elementary	4	PK-05	Y	D	40	D	43	F	36	Met	71.4	23	52.2												427	22.0	31.6										53	26.4	50.9	57	8.8	14.0	69	14.5	21.7										53	30.2	49.1	57	22.8	28.1	69	20.3	27.5										69	31.9	34.8			
Hoke County Schools	470340	Rockfish Hoke Elementary	4	PK-05	Y	C	67	C	61	C	65	Met	83.3	31	96.8												663	54.1	64.9										102	56.9	74.5	84	42.9	52.4	97	63.9	68.0										102	54.9	66.7	84	35.7	47.6	97	42.3	54.6										97	78.4	85.6			
Hoke County Schools	470342	J W Turlington School	4	06-12		N/A		N/A		N/A		Met	100.0	6	100.0	Y	9	11.1									163	6.7	10.4	24	<5	<5	12	16.7	16.7	22	36.4	45.5										<5	*	*	21	<5	<5	19	<5	<5										<5	*	*	21	<5	<5	19	<5	5.3				19	<5	10.5
Hoke County Schools	470346	Upchurch Elementary	4	PK-05	Y	C	57	D	52	C	55	Met	73.3	31	87.1												675	40.0	51.4										82	63.4	69.5	101	27.7	34.7	103	45.6	54.4										82	42.7	54.9	101	26.7	35.6	103	29.1	45.6										103	49.5	68.9			
Hoke County Schools	470441	Sandy Grove Elementary	4	PK-05	Y	D	52	D	54	D	50	Met	92.9	25	64.0												527	32.4	45.4										87	36.8	54.0	70	30.0	37.1	71	32.4	38.0										87	37.9	49.4	70	38.6	50.0	71	21.1	39.4										71	28.2	46.5			
Hoke County Schools	470442	Sandy Grove Middle	4	06-08		C	58	C	57	D	49	Exceeded	95.7	45	73.3												1302	38.3	48.2	25	88.0	>95																195	29.7	35.4	196	23.5	30.6	165	37.0	47.9										195	36.9	49.2	196	37.8	46.9	165	35.8	48.5				165	64.8	77.6
Hoke County Schools	470443	SandHoke Early College High	4	09-13		B	73					NotMet	85.7	18	100.0	Y	39	79.5			52	>95	42	>95	47	>95	332	52.1	66.3	105	41.0	58.1	66	45.5	62.1	161	62.1	73.3																																										
Hyde County Schools	480	Hyde County Schools	1											45	84.4		30	53.3	15	53.3	47	>95	44	81.8	53	86.8	712	39.7	49.0	38	26.3	50.0	50	16.0	22.0	43	39.5	46.5	46	47.8	65.2	28	75.0	78.6	38	36.8	42.1	49	32.7	40.8	58	29.3	32.8	35	28.6	42.9	46	45.7	58.7	28	60.7	71.4	38	44.7	57.9	49	38.8	46.9	58	41.4	48.3	35	37.1	45.7	38	52.6	63.2	35	48.6	48.6
Hyde County Schools	480306	Mattamuskeet Elementary	1	PK-05	Y	C	57	C	59	C	56	Met	100.0	13	100.0												182	39.0	51.6										33	45.5	60.6	16	68.8	75.0	28	17.9	25.0										33	42.4	54.5	16	50.0	68.8	28	28.6	42.9										28	35.7	50.0			
Hyde County Schools	480316	Ocracoke School	1	PK-12		A	86	B	80	A	86	Exceeded	100.0	9	100.0	Y	7	>95	<5	*	10	>95	11	90.9	<5	*	180	71.1	83.9	12	41.7	75.0	10	70.0	90.0	11	81.8	90.9	13	53.8	76.9	12	83.3	83.3	10	90.0	90.0	10	70.0	80.0	13	84.6	>95	7	57.1	85.7	13	53.8	69.2	12	75.0	75.0	10	90.0	>95	10	50.0	70.0	13	84.6	92.3	7	42.9	71.4	10	>95	>95	7	71.4	71.4
Hyde County Schools	480318	Mattamuskeet Early College High	1	06-13	Y	D	45	D	46	F	36	NotMet	90.9	26	65.4	Y	23	39.1	12	50.0	37	94.6	29	89.7	42	>95	350	24.0	29.7	26	19.2	38.5	40	<5	5.0	32	25.0	31.3										39	23.1	30.8	45	13.3	13.3	28	21.4	32.1										39	35.9	41.0	45	28.9	35.6	28	35.7	39.3				28	42.9	42.9
Iredell-Statesville Schools	490	Iredell-Statesville Schools	7											170	66.5		1559	62.9	509	63.9	1571	>95	1751	89.3	1717	89.5	28280	49.7	59.4	2319	51.7	63.1	1895	45.3	54.0	1778	56.6	65.7	1534	47.2	58.9	1337	48.1	55.9	1617	53.4	60.0	1575	39.9	46.1	1716	44.5	51.5	1704	43.4	51.3	1535	49.6	61.5	1337	44.6	54.9	1617	41.8	55.9	1575	49.5	60.8	1714	52.5	62.7	1705	47.3	59.4	1617	56.6	67.3	1705	69.7	78.2
Iredell-Statesville Schools	490308	Brawley Middle	7	06-08		B	74	B	72	C	68	Exceeded	96.7	36	100.0												1782	61.3	70.8	59	>95	>95																225	52.0	59.6	250	53.6	61.6	257	59.9	68.1										225	58.2	70.2	250	56.8	68.0	258	61.2	73.6				258	77.1	85.7
Iredell-Statesville Schools	490310	Career Academy and Technical School	7	09-12		B	80										<5	*			<5	*	5	60.0			13	92.3	92.3	<5	*	*	<5	*	*	5	>95	>95																																										
Iredell-Statesville Schools	490312	Celeste Henkel Elementary	7	PK-05	Y	C	63	C	63	C	61	Met	86.4	23	91.3												648	46.5	58.3										95	38.9	53.7	85	48.2	58.8	96	50.0	54.2										95	48.4	60.0	85	37.6	52.9	96	45.8	59.4										96	55.2	68.8			
Iredell-Statesville Schools	490316	Central Elementary	7	PK-05	Y	B	75	B	71	B	75	Exceeded	89.5	17	100.0												372	59.9	71.8										67	52.2	73.1	44	63.6	75.0	50	66.0	68.0										67	56.7	65.7	44	65.9	75.0	50	44.0	66.0										50	76.0	82.0			
Iredell-Statesville Schools	490318	Coddle Creek Elementary	7	PK-05		B	72	B	71	B	70	Met	100.0	17	100.0												629	59.1	70.0										105	62.9	71.4	67	55.2	65.7	95	62.1	69.5										105	62.9	75.2	67	52.2	67.2	95	47.4	64.2										95	67.4	73.7			
Iredell-Statesville Schools	490319	Cloverleaf Elementary	7	PK-05	Y	D	52	D	51	D	50	Exceeded	91.2	29	62.1												941	32.5	43.0										133	21.1	33.8	111	39.6	44.1	151	33.1	41.7										133	27.8	39.8	111	33.3	41.4	151	32.5	45.7										151	40.4	53.0			
Iredell-Statesville Schools	490320	Collaborative College for Technology	7	09-13		A	86					Met	100.0	22	86.4	Y	48	81.3			37	>95	43	>95	43	>95	158	74.1	82.3	55	67.3	78.2	47	70.2	76.6	56	83.9	91.1																																										
Iredell-Statesville Schools	490324	Cool Spring Elementary	7	PK-05	Y	B	74	C	66	B	75	Met	100.0	19	100.0												488	60.2	72.1										63	44.4	61.9	58	63.8	72.4	82	73.2	81.7										63	46.0	63.5	58	51.7	63.8	82	48.8	65.9										82	85.4	89.0			
Iredell-Statesville Schools	490326	East Iredell Elementary	7	PK-05	Y	D	46	D	45	D	47	Met	83.9	33	57.6												733	25.1	36.6										119	31.1	40.3	99	25.3	36.4	99	25.3	32.3										119	30.3	43.7	99	24.2	36.4	99	17.2	26.3										99	20.2	38.4			
Iredell-Statesville Schools	490327	East Iredell Middle	7	06-08		D	52	D	44	D	42	Exceeded	94.1	39	66.7												1250	33.7	42.9	39	74.4	94.9																159	18.2	23.3	175	26.3	32.6	181	26.0	36.5										159	18.9	30.8	175	29.7	38.9	181	28.7	40.9				181	75.1	81.8
Iredell-Statesville Schools	490332	Harmony Elementary	7	PK-05	Y	C	55	D	54	C	56	NotMet	90.0	27	70.4												553	39.2	52.1										86	47.7	59.3	66	40.9	50.0	83	34.9	42.2										86	50.0	67.4	66	28.8	40.9	83	28.9	43.4										83	41.0	57.8			
Iredell-Statesville Schools	490335	Lake Norman High	7	09-12		B	83					Met	94.4	51	96.1	Y	473	81.8	134	73.9	453	>95	472	>95	477	>95	1363	64.3	74.5	418	56.9	69.9	461	61.0	69.2	484	73.8	83.5																																										
Iredell-Statesville Schools	490336	Lake Norman Elementary	7	PK-05		B	77	B	73	B	77	Met	100.0	21	100.0												711	66.0	75.5										92	73.9	83.7	91	62.6	71.4	115	67.8	73.9										92	67.4	79.3	91	60.4	65.9	115	60.0	69.6										115	69.6	84.3			
Iredell-Statesville Schools	490337	Lakeshore Elementary	7	PK-05		B	70	C	69	B	71	Met	90.3	25	96.0												795	57.5	67.8										108	60.2	75.9	102	51.0	52.9	125	62.4	69.6										108	69.4	79.6	102	50.0	64.7	125	50.4	61.6										125	58.4	69.6			
Iredell-Statesville Schools	490338	Lakeshore Middle	7	06-08		C	69	C	63	C	65	Met	95.0	33	97.0												1289	57.2	66.7	42	>95	>95																164	55.5	63.4	173	64.2	72.3	191	49.2	56.5										164	51.2	65.2	173	56.6	65.3	191	40.8	55.5				191	72.8	81.2
Iredell-Statesville Schools	490342	Monticello School	7	0K-12	Y	N/A		N/A		N/A		NotMet	0.0	11	27.3	N	11	27.3	20	40.0	99	86.9	86	87.2	69	79.7	116	14.7	18.1	15	<5	<5	25	8.0	8.0	18	16.7	16.7	<5	*	*	<5	*	*	<5	*	*	<5	*	*	8	<5	12.5	8	<5	<5	<5	*	*	<5	*	*	<5	*	*	<5	*	*	8	12.5	37.5	8	25.0	37.5	<5	*	*	8	37.5	37.5
Iredell-Statesville Schools	490344	Mount Mourne School	7	06-08		A	93	A	94	A	89	Met	100.0	26	100.0												1399	90.1	94.9	101	>95	>95																151	74.8	82.8	204	91.7	>95	196	90.3	92.9										151	93.4	>95	204	91.7	>95	196	84.7	94.4				196	>95	>95
Iredell-Statesville Schools	490345	N B Mills Elementary	7	PK-05	Y	F	39	F	39	D	42	NotMet	72.7	27	51.9												491	23.2	34.2										76	26.3	44.7	51	19.6	29.4	79	27.8	32.9										76	26.3	36.8	51	15.7	19.6	79	17.7	34.2										79	25.3	35.4			
Iredell-Statesville Schools	490346	North Iredell High	7	09-12		C	59					NotMet	60.0	54	68.5	Y	252	50.0	140	55.7	234	>95	269	89.2	294	86.4	917	35.9	47.1	324	31.2	45.4	310	37.7	48.7	283	39.2	47.3																																										
Iredell-Statesville Schools	490347	Northview School	7	06-08		A	89	A	89	B	82	Exceeded	93.8	34	100.0												1014	81.3	88.5	88	94.3	>95																142	72.5	75.4	150	71.3	80.0	114	78.9	91.2										142	80.3	93.0	150	82.0	88.7	114	78.9	88.6				114	>95	>95
Iredell-Statesville Schools	490348	Scotts Elementary	7	PK-05	Y	D	50	D	51	C	55	NotMet	66.7	19	68.4												426	39.9	47.7										64	50.0	64.1	56	53.6	55.4	62	33.9	40.3										64	46.9	54.7	56	48.2	51.8	62	22.6	33.9										62	25.8	33.9			
Iredell-Statesville Schools	490349	North Iredell Middle	7	06-08		C	58	C	59	D	47	Met	92.6	37	70.3												1574	41.4	52.6	29	93.1	>95																203	29.6	34.5	223	24.7	37.2	231	33.3	44.2										203	38.4	51.7	223	42.2	55.6	231	43.3	56.7				231	69.3	80.1
Iredell-Statesville Schools	490350	Pressly School	7	0K-12		N/A		N/A		N/A				2	100.0	N	<5	*			<5	*	11	36.4	10	50.0	94	<5	<5	12	8.3	8.3	<5	*	*	9	<5	11.1	5	<5	<5	<5	*	*	<5	*	*	6	<5	<5	7	<5	<5	9	<5	<5	5	<5	<5	<5	*	*	<5	*	*	6	16.7	16.7	7	<5	<5	9	<5	<5	<5	*	*	8	<5	12.5
Iredell-Statesville Schools	490352	Statesville Middle	7	06-08		F	38	D	47	F	23	Met	76.5	39	61.5												1002	19.3	27.6	19	47.4	78.9																149	<5	<5	134	10.4	12.7	139	8.6	16.5										149	22.8	34.9	133	30.1	42.1	139	23.7	32.4				140	33.6	44.3
Iredell-Statesville Schools	490354	Statesville High	7	09-12		C	56					NotMet	73.3	62	64.5	Y	218	45.0	47	59.6	222	>95	265	86.0	279	87.1	886	27.9	38.3	278	21.2	33.8	334	21.0	31.1	274	43.1	51.5																																										
Iredell-Statesville Schools	490355	Visual and Performing Arts Center	7	09-13		B	79					Met	75.0	24	91.7	Y	61	78.7			58	>95	58	>95	23	>95	221	55.7	70.1	88	51.1	67.0	69	49.3	65.2	64	68.8	79.7																																										
Iredell-Statesville Schools	490356	Sharon Elementary	7	PK-05	Y	B	70	C	66	B	72	Met	80.5	17	100.0												369	55.8	66.9										54	44.4	55.6	51	66.7	76.5	53	64.2	75.5										54	51.9	59.3	51	60.8	70.6	53	47.2	56.6										53	56.6	75.5			
Iredell-Statesville Schools	490360	Shepherd Elementary	7	PK-05	Y	B	72	B	71	B	71	Met	94.7	17	100.0												536	59.0	70.0										91	60.4	71.4	69	55.1	59.4	72	62.5	70.8										91	63.7	76.9	69	55.1	62.3	72	47.2	68.1										72	66.7	77.8			
Iredell-Statesville Schools	490362	South Iredell High	7	09-12		B	73					NotMet	68.8	60	85.0	Y	279	65.2	86	73.3	274	>95	303	89.1	272	86.4	1226	60.0	69.2	426	61.0	73.7	430	57.0	63.3	370	62.4	70.8																																										
Iredell-Statesville Schools	490363	Third Creek Elementary	7	PK-05	Y	D	52	D	46	D	51	Met	90.0	31	74.2												609	34.6	43.8										95	23.2	27.4	74	25.7	33.8	90	57.8	61.1										96	24.0	37.5	74	24.3	35.1	90	31.1	46.7										90	54.4	63.3			
Iredell-Statesville Schools	490364	Troutman Elementary	7	PK-05	Y	C	60	D	54	C	59	Met	97.1	27	77.8												870	44.9	54.6										115	38.3	49.6	113	38.1	44.2	138	60.1	64.5										115	42.6	52.2	113	33.6	46.0	138	34.8	49.3										138	62.3	71.7			
Iredell-Statesville Schools	490366	Troutman Middle	7	06-08		C	58	C	65	D	53	NotMet	72.2	27	81.5												983	44.8	56.0	29	79.3	93.1																135	45.2	56.3	138	35.5	44.2	136	30.9	41.2										135	59.3	68.9	138	47.1	59.4	136	41.2	55.9				136	47.1	58.1
Iredell-Statesville Schools	490368	Union Grove Elementary	7	PK-05	Y	C	64	C	65	C	60	Met	91.7	17	100.0												308	47.7	59.7										32	46.9	62.5	53	43.4	58.5	46	45.7	52.2										32	53.1	65.6	53	43.4	54.7	46	45.7	60.9										46	58.7	67.4			
Iredell-Statesville Schools	490380	West Iredell High	7	09-12		C	58					NotMet	57.1	50	64.0	Y	213	45.1	82	59.8	186	>95	212	88.2	231	87.4	682	31.5	42.1	256	20.3	31.6	211	34.1	42.7	215	42.3	54.0																																										
Iredell-Statesville Schools	490384	West Iredell Middle	7	06-08		D	47	D	51	F	34	NotMet	83.3	42	64.3												1744	33.3	42.6	37	89.2	94.6																237	21.1	27.8	254	24.0	27.6	242	19.0	24.0										237	36.3	46.4	253	38.3	51.4	242	29.3	41.7				242	56.6	71.5
Iredell-Statesville Schools	490390	Woodland Heights Elementary	7	PK-05		B	81	B	84	B	75	Met	92.9	23	100.0												1088	73.2	82.2										133	79.7	84.2	144	68.1	76.4	178	69.7	78.1										133	78.2	89.5	144	70.1	79.2	178	66.3	81.5										178	81.5	87.1			
Mooresville City Schools	491	Mooresville City Schools	7											128	96.1		375	74.9	100	78.0	340	>95	386	89.6	366	93.7	8151	61.1	70.8	670	61.9	74.0	447	70.5	80.1	438	60.3	67.6	446	79.4	88.1	450	66.9	73.1	477	60.0	66.2	470	58.1	64.7	543	54.3	63.4	449	47.0	55.2	446	65.7	80.7	450	54.4	66.0	477	48.8	62.7	470	58.7	67.9	543	59.3	69.2	449	54.1	64.4	477	65.0	76.7	449	76.4	84.0
Mooresville City Schools	491303	East Mooresville Intermediate	7	04-06	Y	B	73	B	71	B	71	Met	88.2	39	100.0												1526	61.7	70.1													196	62.8	68.4	236	66.9	72.0	213	59.6	67.6										196	53.6	63.8	236	54.7	68.2	213	62.9	68.5							236	70.3	80.1			
Mooresville City Schools	491305	NF Woods Adv Tech and Arts Center	7	09-12		I										N																																																																
Mooresville City Schools	491306	Mooresville Intermediate	7	04-06	Y	B	71	C	69	B	71	Exceeded	88.9	39	97.4												1745	56.3	66.5													254	70.1	76.8	241	53.1	60.6	257	56.8	62.3										254	55.1	67.7	241	43.2	57.3	257	55.3	67.3							241	59.8	73.4			
Mooresville City Schools	491308	Mooresville Middle	7	07-08		B	71	B	70	C	60	Met	83.9	48	95.8												2606	60.2	69.1	173	89.6	>95																			543	54.3	63.4	449	47.0	55.2													543	59.3	69.2	449	54.1	64.4				449	76.4	84.0
Mooresville City Schools	491312	Mooresville Senior High	7	09-12		B	81					Exceeded	81.8	73	94.5	Y	375	74.9	100	78.0	340	>95	386	89.6	366	93.7	1382	60.7	71.1	497	52.3	66.2	447	70.5	80.1	438	60.3	67.6																																										
Mooresville City Schools	491316	Park View Elementary	7	PK-03	Y	A	89	A	86	A	90	Exceeded	100.0	17	100.0												296	74.3	87.2										148	81.1	89.9																148	67.6	84.5																					
Mooresville City Schools	491318	Rocky River Elementary	7	PK-03		B	83	B	80	A	87	Met	90.6	13	100.0												344	70.3	83.1										172	77.9	86.6																172	62.8	79.7																					
Mooresville City Schools	491320	South Elementary	7	PK-03	Y	B	84	B	80	A	88	Exceeded	82.9	13	100.0												252	73.4	82.9										126	79.4	88.1																126	67.5	77.8																					
Jackson County Schools	500	Jackson County Schools	8											104	78.8		250	54.8	65	64.6	246	>95	283	88.0	257	85.6	4924	43.6	54.7	375	44.8	56.5	317	48.6	57.4	295	53.2	62.4	285	30.9	44.2	244	34.4	43.4	288	41.7	50.7	283	39.6	48.4	314	30.9	40.1	274	38.7	49.3	285	43.9	56.5	244	39.8	50.0	288	37.2	53.8	283	47.7	62.2	313	47.0	56.5	274	45.3	57.3	288	47.2	62.5	274	69.3	77.4
Jackson County Schools	500302	Blue Ridge Early College	8	07-13		D	53	C	55	F	28	NotMet	33.3	16	75.0	N	30	30.0	5	40.0	24	>95	24	>95	20	95.0	211	29.9	44.1	31	22.6	45.2	33	36.4	48.5	26	38.5	50.0													26	11.5	23.1	23	<5	17.4													26	46.2	61.5	23	30.4	39.1				23	52.2	65.2
Jackson County Schools	500304	Cullowhee Valley School	8	0K-08	Y	C	61	C	57	C	59	Met	92.0	31	74.2												896	45.0	55.1	15	>95	>95							70	41.4	51.4	60	35.0	48.3	53	28.3	45.3	57	47.4	54.4	74	40.5	43.2	67	52.2	59.7	70	50.0	64.3	60	33.3	41.7	53	34.0	52.8	57	40.4	49.1	73	53.4	60.3	67	43.3	56.7	53	28.3	43.4	67	77.6	83.6
Jackson County Schools	500314	Fairview Elementary	8	0K-08		C	68	C	67	C	59	Exceeded	96.2	31	83.9												1260	51.3	62.5	22	90.9	>95							86	29.1	45.3	68	51.5	55.9	93	55.9	60.2	88	36.4	46.6	101	34.7	48.5	91	48.4	59.3	86	43.0	52.3	68	57.4	67.6	93	45.2	63.4	88	53.4	64.8	101	53.5	63.4	91	54.9	70.3	93	63.4	76.3	91	83.5	90.1
Jackson County Schools	500316	Blue Ridge School	8	0K-06	Y	D	51	D	52	D	46	Met	100.0	14	64.3												234	33.8	43.2										23	13.0	26.1	19	31.6	36.8	34	50.0	50.0	24	29.2	33.3							23	43.5	52.2	19	31.6	36.8	34	23.5	38.2	24	37.5	50.0							34	38.2	55.9			
Jackson County Schools	500323	Jackson Co Early College	8	09-13		A	87					Met	100.0	15	100.0	N	35	94.3	<5	*	29	>95	30	>95	31	>95	116	70.7	81.0	27	66.7	74.1	50	70.0	86.0	39	74.4	79.5																																										
Jackson County Schools	500324	Jackson Co Sch of Alternatives	8	0K-12		N/A		N/A		N/A		Met		4	75.0	N	6	16.7	<5	*	36	86.1	51	70.6	43	48.8	96	15.6	20.8	9	<5	11.1	15	<5	6.7	9	<5	<5	5	40.0	40.0	<5	*	*	<5	*	*	<5	*	*	6	16.7	16.7	6	<5	<5	5	20.0	20.0	<5	*	*	<5	*	*	<5	*	*	6	33.3	33.3	6	16.7	16.7	<5	*	*	6	16.7	16.7
Jackson County Schools	500332	Scotts Creek Elementary	8	0K-08	Y	C	62	C	64	C	56	Met	88.9	27	77.8												769	43.8	57.0	15	93.3	>95							48	33.3	47.9	44	29.5	40.9	66	40.9	50.0	60	46.7	58.3	51	29.4	43.1	50	36.0	46.0	48	37.5	58.3	44	43.2	54.5	66	39.4	54.5	60	55.0	80.0	51	51.0	58.8	50	50.0	54.0	66	45.5	63.6	50	58.0	68.0
Jackson County Schools	500337	Smokey Mountain Elementary	8	0K-08	Y	D	51	D	54	D	45	Met	96.2	28	71.4												649	31.6	43.6	<5	*	*							53	24.5	37.7	50	18.0	28.0	39	23.1	35.9	50	34.0	42.0	56	23.2	28.6	37	24.3	37.8	53	45.3	56.6	50	26.0	40.0	39	25.6	41.0	50	44.0	60.0	56	25.0	37.5	37	32.4	48.6	39	43.6	56.4	37	54.1	64.9
Jackson County Schools	500340	Smoky Mountain High	8	09-12		C	65					NotMet	70.0	45	82.2	N	179	52.5	55	67.3	157	>95	175	91.4	163	90.2	693	45.6	55.4	253	36.0	48.2	219	48.9	55.7	221	53.4	63.3																																										
Johnston County Schools	510	Johnston County Schools	3											183	74.3		2051	59.0	973	73.1	1988	>95	2289	85.4	2274	85.4	46196	47.1	58.0	3391	45.8	62.3	2486	46.7	54.6	2581	53.0	62.7	2599	48.5	62.1	2589	45.2	52.8	2717	51.0	58.0	2738	36.2	44.0	2848	37.1	45.4	2680	35.1	44.1	2598	47.5	60.4	2589	42.4	55.0	2717	41.7	56.6	2738	47.7	60.0	2847	51.8	63.2	2680	47.8	61.5	2717	52.4	64.7	2681	70.9	78.7
Johnston County Schools	510308	Benson Elementary	3	PK-04	Y	C	61	C	59	C	62	Exceeded	100.0	21	76.2												446	38.8	54.3										121	44.6	58.7	102	34.3	48.0													121	38.8	58.7	102	36.3	50.0																		
Johnston County Schools	510310	Benson Middle	3	05-08	Y	C	55	D	54	D	45	Exceeded	90.0	44	70.5												1051	35.5	46.8	23	39.1	73.9													107	44.9	55.1	96	30.2	37.5	111	16.2	23.4	98	15.3	25.5							107	33.6	43.9	96	37.5	44.8	110	35.5	49.1	98	30.6	46.9	107	53.3	68.2	98	57.1	67.3
Johnston County Schools	510324	Clayton High	3	09-12		C	66					NotMet	68.8	84	89.3	Y	315	58.7	166	70.5	316	>95	354	87.9	337	87.2	1226	45.2	56.9	439	33.5	48.3	398	47.2	56.8	389	56.3	66.6																																										
Johnston County Schools	510326	West Clayton Elementary	3	0K-05		C	59	C	64	C	57	NotMet	70.8	43	90.7												1143	48.1	57.3										140	56.4	69.3	172	37.2	43.0	173	50.9	54.9										140	45.7	61.4	172	51.2	61.0	173	43.9	55.5										173	52.6	59.0			
Johnston County Schools	510327	Cleveland High	3	09-12		B	78					Exceeded	87.5	77	93.5	Y	296	60.5	135	83.0	264	>95	305	89.5	275	94.9	1150	56.3	67.6	385	51.4	69.9	369	56.9	62.9	396	60.4	69.7																																										
Johnston County Schools	510328	Cleveland Elementary	3	PK-05		B	80	B	77	B	80	Exceeded	93.8	37	100.0												1046	66.5	78.2										160	71.9	85.6	144	66.7	72.2	146	69.2	76.7										160	71.9	81.3	144	53.5	71.5	146	56.8	76.0										146	74.7	82.9			
