Experience	year	unit_code	category_cd	pct_tch	lea_pct_tch	lea_pct_prin	st_pct_tch	st_pct_prin
10+ Years	2015	761336	M	0.545	0.427	0.125	0.495	0.138
10+ Years	2015	76N000	H				0.537	0.138
10+ Years	2015	770310	E	0.447	0.466	0.125	0.493	0.138
10+ Years	2015	770312	A	0.5	0.5	0.125	0.518	0.138
10+ Years	2015	770316	M	0.4	0.35	0.125	0.495	0.138
10+ Years	2015	770318	E	0.514	0.466	0.125	0.493	0.138
10+ Years	2015	770328	M	0.368	0.35	0.125	0.495	0.138
10+ Years	2015	770340	E	0.611	0.466	0.125	0.493	0.138
10+ Years	2015	770342	T	0.429	0.429	0.125	0.506	0.138
10+ Years	2015	770344	E	0.424	0.466	0.125	0.493	0.138
10+ Years	2015	770346	E	0.406	0.466	0.125	0.493	0.138
10+ Years	2015	770348	H	0.535	0.496	0.125	0.537	0.138
10+ Years	2015	770349	H	0.5	0.496	0.125	0.537	0.138
10+ Years	2015	770351	H	0.379	0.496	0.125	0.537	0.138
10+ Years	2015	770360	M	0.349	0.35	0.125	0.495	0.138
10+ Years	2015	770364	M	0.286	0.35	0.125	0.495	0.138
10+ Years	2015	770368	E	0.318	0.466	0.125	0.493	0.138
10+ Years	2015	770370	E	0.471	0.466	0.125	0.493	0.138
10+ Years	2015	780320	E	0.385	0.487	0.19	0.493	0.138
10+ Years	2015	780322	E	0.457	0.487	0.19	0.493	0.138
10+ Years	2015	780324	I	0.48	0.529	0.19	0.487	0.138
10+ Years	2015	780325	H	0.434	0.491	0.19	0.537	0.138
10+ Years	2015	780326	M	0.333	0.425	0.19	0.495	0.138
10+ Years	2015	780328	E	0.444	0.487	0.19	0.493	0.138
10+ Years	2015	780329	E	0.667	0.487	0.19	0.493	0.138
10+ Years	2015	780330	E	0.295	0.487	0.19	0.493	0.138
10+ Years	2015	780331		0.882				
10+ Years	2015	780336	I	0.435	0.529	0.19	0.487	0.138
10+ Years	2015	780340	E	0.571	0.487	0.19	0.493	0.138
10+ Years	2015	780341	M	0.389	0.425	0.19	0.495	0.138
10+ Years	2015	780342	H	0.5	0.491	0.19	0.537	0.138
10+ Years	2015	780344	I	0.42	0.529	0.19	0.487	0.138
10+ Years	2015	780352	M	0.565	0.425	0.19	0.495	0.138
10+ Years	2015	780356	E	0.476	0.487	0.19	0.493	0.138
10+ Years	2015	780360	I	0.528	0.529	0.19	0.487	0.138
10+ Years	2015	780364	E	0.5	0.487	0.19	0.493	0.138
10+ Years	2015	780368	M	0.386	0.425	0.19	0.495	0.138
10+ Years	2015	780374	E	0.656	0.487	0.19	0.493	0.138
10+ Years	2015	780376	E	0.459	0.487	0.19	0.493	0.138
10+ Years	2015	780384	I	0.736	0.529	0.19	0.487	0.138
10+ Years	2015	780385	H	0.833	0.491	0.19	0.537	0.138
10+ Years	2015	780390	E	0.647	0.487	0.19	0.493	0.138
10+ Years	2015	780391	H	0.4	0.491	0.19	0.537	0.138
10+ Years	2015	780392	E	0.292	0.487	0.19	0.493	0.138
10+ Years	2015	780393	M	0.541	0.425	0.19	0.495	0.138
10+ Years	2015	780394	E	0.5	0.487	0.19	0.493	0.138
10+ Years	2015	780396	M	0.533	0.425	0.19	0.495	0.138
10+ Years	2015	780398	E	0.467	0.487	0.19	0.493	0.138
10+ Years	2015	780400	E	0.453	0.487	0.19	0.493	0.138
10+ Years	2015	780401	H	0.548	0.491	0.19	0.537	0.138
10+ Years	2015	780402	H	0.574	0.491	0.19	0.537	0.138
10+ Years	2015	780403	M	0.321	0.425	0.19	0.495	0.138
10+ Years	2015	780407	E	0.542	0.487	0.19	0.493	0.138
10+ Years	2015	780408	E	0.353	0.487	0.19	0.493	0.138
10+ Years	2015	780410	M	0.375	0.425	0.19	0.495	0.138
10+ Years	2015	780412	E	0.483	0.487	0.19	0.493	0.138
10+ Years	2015	780416	E	0.583	0.487	0.19	0.493	0.138
10+ Years	2015	780417	E	0.353	0.487	0.19	0.493	0.138
10+ Years	2015	780418	E	0.692	0.487	0.19	0.493	0.138
10+ Years	2015	780420	H	0.438	0.491	0.19	0.537	0.138
10+ Years	2015	78A000	M				0.495	0.138
10+ Years	2015	78B000	I				0.487	0.138
10+ Years	2015	790302	E	0.667	0.601	0.12	0.493	0.138
10+ Years	2015	790310	E	0.536	0.601	0.12	0.493	0.138
10+ Years	2015	790314	H	0.544	0.602	0.12	0.537	0.138
10+ Years	2015	790318	E	0.769	0.601	0.12	0.493	0.138
10+ Years	2015	790322	E	0.444	0.601	0.12	0.493	0.138
10+ Years	2015	790327	E	0.767	0.601	0.12	0.493	0.138
10+ Years	2015	790330	M	0.667	0.631	0.12	0.495	0.138
10+ Years	2015	790334	E	0.609	0.601	0.12	0.493	0.138
10+ Years	2015	790344	E	0.75	0.601	0.12	0.493	0.138
10+ Years	2015	790347	E	0.591	0.601	0.12	0.493	0.138
10+ Years	2015	790350	E	0.576	0.601	0.12	0.493	0.138
10+ Years	2015	790354	H	0.491	0.602	0.12	0.537	0.138
10+ Years	2015	790358	E	0.5	0.601	0.12	0.493	0.138
10+ Years	2015	790362	E	0.5	0.601	0.12	0.493	0.138
10+ Years	2015	790366	H	0.643	0.602	0.12	0.537	0.138
10+ Years	2015	790374	M	0.523	0.631	0.12	0.495	0.138
10+ Years	2015	790378	H	0.79	0.602	0.12	0.537	0.138
10+ Years	2015	790379	H	0.231	0.602	0.12	0.537	0.138
10+ Years	2015	790380	M	0.694	0.631	0.12	0.495	0.138
10+ Years	2015	790386	E	0.6	0.601	0.12	0.493	0.138
10+ Years	2015	790390	E	0.563	0.601	0.12	0.493	0.138
10+ Years	2015	790392	A	0.733	0.733	0.12	0.518	0.138
10+ Years	2015	790394	M	0.63	0.631	0.12	0.495	0.138
10+ Years	2015	790398	E	0.548	0.601	0.12	0.493	0.138
10+ Years	2015	790402	E	0.529	0.601	0.12	0.493	0.138
10+ Years	2015	79A000	M				0.495	0.138
10+ Years	2015	800308	T	0.643	0.643	0.143	0.506	0.138
10+ Years	2015	800312	E	0.708	0.496	0.143	0.493	0.138
10+ Years	2015	800314	M	0.691	0.569	0.143	0.495	0.138
10+ Years	2015	800315	E	0.44	0.496	0.143	0.493	0.138
10+ Years	2015	800316	E	0.462	0.496	0.143	0.493	0.138
10+ Years	2015	800320	M	0.657	0.569	0.143	0.495	0.138
10+ Years	2015	800324	E	0.842	0.496	0.143	0.493	0.138
10+ Years	2015	800328	M	0.618	0.569	0.143	0.495	0.138
10+ Years	2015	800340	H	0.682	0.602	0.143	0.537	0.138
10+ Years	2015	800346	E	0.457	0.496	0.143	0.493	0.138
10+ Years	2015	800347	E	0.636	0.496	0.143	0.493	0.138
10+ Years	2015	800348	E	0.538	0.496	0.143	0.493	0.138
10+ Years	2015	800352	E	0.704	0.496	0.143	0.493	0.138
10+ Years	2015	800356	E	0.313	0.496	0.143	0.493	0.138
10+ Years	2015	800358	E	0.2	0.496	0.143	0.493	0.138
10+ Years	2015	800359	E	0.333	0.496	0.143	0.493	0.138
10+ Years	2015	800360	E	0.412	0.496	0.143	0.493	0.138
10+ Years	2015	800361	H	0.493	0.602	0.143	0.537	0.138
10+ Years	2015	800362	E	0.349	0.496	0.143	0.493	0.138
10+ Years	2015	800363	M	0.447	0.569	0.143	0.495	0.138
10+ Years	2015	800364	E	0.429	0.496	0.143	0.493	0.138
10+ Years	2015	800366	E	0.6	0.496	0.143	0.493	0.138
10+ Years	2015	800368	E	0.63	0.496	0.143	0.493	0.138
10+ Years	2015	800372	E	0.5	0.496	0.143	0.493	0.138
10+ Years	2015	800373	E	0.541	0.496	0.143	0.493	0.138
10+ Years	2015	800376	H	0.54	0.602	0.143	0.537	0.138
10+ Years	2015	800377	M	0.306	0.569	0.143	0.495	0.138
10+ Years	2015	800392	E	0.467	0.496	0.143	0.493	0.138
10+ Years	2015	800394	H	0.625	0.602	0.143	0.537	0.138
10+ Years	2015	800396	H	0.569	0.602	0.143	0.537	0.138
10+ Years	2015	800398	M	0.5	0.569	0.143	0.495	0.138
10+ Years	2015	800400	H	0.738	0.602	0.143	0.537	0.138
10+ Years	2015	800408	H	0.585	0.602	0.143	0.537	0.138
10+ Years	2015	800410	M	0.718	0.569	0.143	0.495	0.138
10+ Years	2015	800412	E	0.692	0.496	0.143	0.493	0.138
10+ Years	2015	810324	H	0.68	0.623	0.056	0.537	0.138
10+ Years	2015	810326	M	0.429	0.512	0.056	0.495	0.138
10+ Years	2015	810328	E	0.591	0.535	0.056	0.493	0.138
10+ Years	2015	810336	E	0.483	0.535	0.056	0.493	0.138
10+ Years	2015	810340	H	0.612	0.623	0.056	0.537	0.138
10+ Years	2015	810342	M	0.538	0.512	0.056	0.495	0.138
10+ Years	2015	810344	E	0.564	0.535	0.056	0.493	0.138
10+ Years	2015	810350	E	0.28	0.535	0.056	0.493	0.138
10+ Years	2015	810360	E	0.567	0.535	0.056	0.493	0.138
10+ Years	2015	810364	E	0.556	0.535	0.056	0.493	0.138
10+ Years	2015	810370	E	0.591	0.535	0.056	0.493	0.138
10+ Years	2015	810378	M	0.575	0.512	0.056	0.495	0.138
10+ Years	2015	810384	H	0.613	0.623	0.056	0.537	0.138
10+ Years	2015	810385	H	0.333	0.623	0.056	0.537	0.138
10+ Years	2015	810386	T	0.917	0.917	0.056	0.506	0.138
10+ Years	2015	810388	E	0.583	0.535	0.056	0.493	0.138
10+ Years	2015	810396	E	0.464	0.535	0.056	0.493	0.138
10+ Years	2015	810400	E	0.765	0.535	0.056	0.493	0.138
10+ Years	2015	81A000	A				0.518	0.138
10+ Years	2015	81B000	A				0.518	0.138
10+ Years	2015	820312	E	0.5	0.572	0.278	0.493	0.138
10+ Years	2015	820320	E	0.655	0.572	0.278	0.493	0.138
10+ Years	2015	820324	H	0.636	0.506	0.278	0.537	0.138
10+ Years	2015	820340	E	0.429	0.572	0.278	0.493	0.138
10+ Years	2015	820346	E	0.486	0.572	0.278	0.493	0.138
10+ Years	2015	820347	M	0.567	0.591	0.278	0.495	0.138
10+ Years	2015	820348	H	0.389	0.506	0.278	0.537	0.138
10+ Years	2015	820349	H	0.579	0.506	0.278	0.537	0.138
10+ Years	2015	820350	E	0.714	0.572	0.278	0.493	0.138
10+ Years	2015	820352	H	0.522	0.506	0.278	0.537	0.138
10+ Years	2015	820354	M	0.59	0.591	0.278	0.495	0.138
10+ Years	2015	820364	E	0.615	0.572	0.278	0.493	0.138
10+ Years	2015	820370	M	0.533	0.591	0.278	0.495	0.138
10+ Years	2015	820372	M	0.679	0.591	0.278	0.495	0.138
10+ Years	2015	820376	E	0.576	0.572	0.278	0.493	0.138
10+ Years	2015	820384	E	0.638	0.572	0.278	0.493	0.138
10+ Years	2015	820385	E	0.412	0.572	0.278	0.493	0.138
10+ Years	2015	820388	H	0.487	0.506	0.278	0.537	0.138
10+ Years	2015	821304	E	0.594	0.545	0	0.493	0.138
10+ Years	2015	821308	H	0.6	0.6	0	0.537	0.138
10+ Years	2015	821316	E	0.5	0.545	0	0.493	0.138
10+ Years	2015	821320	M	0.46	0.46	0	0.495	0.138
10+ Years	2015	821330	E	0.556	0.545	0	0.493	0.138
10+ Years	2015	830304	M	0.528	0.505	0.286	0.495	0.138
10+ Years	2015	830312	E	0.458	0.584	0.286	0.493	0.138
10+ Years	2015	830316	T	0.8	0.8	0.286	0.506	0.138
10+ Years	2015	830320	E	0.63	0.584	0.286	0.493	0.138
10+ Years	2015	830328	E	0.649	0.584	0.286	0.493	0.138
10+ Years	2015	830336	E	0.48	0.584	0.286	0.493	0.138
10+ Years	2015	830343	H	0.515	0.495	0.286	0.537	0.138
10+ Years	2015	830344	E	0.5	0.584	0.286	0.493	0.138
10+ Years	2015	830348	H	0.25	0.495	0.286	0.537	0.138
10+ Years	2015	830349	M	0.424	0.505	0.286	0.495	0.138
10+ Years	2015	830350	M	0.559	0.505	0.286	0.495	0.138
10+ Years	2015	830356	E	0.8	0.584	0.286	0.493	0.138
10+ Years	2015	830360	E	0.645	0.584	0.286	0.493	0.138
10+ Years	2015	830364	E	0.385	0.584	0.286	0.493	0.138
10+ Years	2015	840302	H	0.424	0.546	0.095	0.537	0.138
10+ Years	2015	840303	M	0.563	0.566	0.095	0.495	0.138
10+ Years	2015	840304	E	0.435	0.564	0.095	0.493	0.138
10+ Years	2015	840308	E	0.593	0.564	0.095	0.493	0.138
10+ Years	2015	840310	E	0.395	0.564	0.095	0.493	0.138
10+ Years	2015	840312	E	0.609	0.564	0.095	0.493	0.138
10+ Years	2015	840316	E	0.44	0.564	0.095	0.493	0.138
10+ Years	2015	840320	E	0.778	0.564	0.095	0.493	0.138
10+ Years	2015	840324	E	0.714	0.564	0.095	0.493	0.138
10+ Years	2015	840328	M	0.657	0.566	0.095	0.495	0.138
10+ Years	2015	840332	H	0.667	0.546	0.095	0.537	0.138
10+ Years	2015	840336	E	0.44	0.564	0.095	0.493	0.138
10+ Years	2015	840340	E	0.48	0.564	0.095	0.493	0.138
10+ Years	2015	840344	E	0.773	0.564	0.095	0.493	0.138
10+ Years	2015	840350	M	0.52	0.566	0.095	0.495	0.138
10+ Years	2015	840356	H	0.429	0.546	0.095	0.537	0.138
10+ Years	2015	840358	M	0.536	0.566	0.095	0.495	0.138
10+ Years	2015	840360	E	0.737	0.564	0.095	0.493	0.138
10+ Years	2015	840361	H	0.625	0.546	0.095	0.537	0.138
10+ Years	2015	840368	H	0.593	0.546	0.095	0.537	0.138
10+ Years	2015	840370	H	0.545	0.546	0.095	0.537	0.138
10+ Years	2015	84B000	H				0.537	0.138
10+ Years	2015	850304	M	0.542	0.544	0.1	0.495	0.138
10+ Years	2015	850308	E	0.2	0.525	0.1	0.493	0.138
10+ Years	2015	850312	E	0.333	0.525	0.1	0.493	0.138
10+ Years	2015	850314	E	0.941	0.525	0.1	0.493	0.138
10+ Years	2015	850316	E	0.444	0.525	0.1	0.493	0.138
10+ Years	2015	850320	E	0.4	0.525	0.1	0.493	0.138
10+ Years	2015	850324	T	0.5	0.5	0.1	0.506	0.138
10+ Years	2015	850328	E	0.5	0.525	0.1	0.493	0.138
10+ Years	2015	850332	H	0.611	0.602	0.1	0.537	0.138
10+ Years	2015	850336	E	0.231	0.525	0.1	0.493	0.138
10+ Years	2015	850338	M	0.565	0.544	0.1	0.495	0.138
10+ Years	2015	850340	E	0.714	0.525	0.1	0.493	0.138
10+ Years	2015	850342	E	0.645	0.525	0.1	0.493	0.138
10+ Years	2015	850348	E	0.462	0.525	0.1	0.493	0.138
10+ Years	2015	850350	M	0.531	0.544	0.1	0.495	0.138
10+ Years	2015	850352	H	0.615	0.602	0.1	0.537	0.138
10+ Years	2015	850354	E	0.467	0.525	0.1	0.493	0.138
10+ Years	2015	850356	E	0.571	0.525	0.1	0.493	0.138
10+ Years	2015	850358	H	0.641	0.602	0.1	0.537	0.138
10+ Years	2015	850360	H	0.222	0.602	0.1	0.537	0.138
10+ Years	2015	860302	E	0.6	0.566	0.053	0.493	0.138
10+ Years	2015	860306	M	0.683	0.629	0.053	0.495	0.138
10+ Years	2015	860308	E	0.4	0.566	0.053	0.493	0.138
10+ Years	2015	860312	E	0.72	0.566	0.053	0.493	0.138
10+ Years	2015	860316	H	0.744	0.604	0.053	0.537	0.138
10+ Years	2015	860320	E	0.8	0.566	0.053	0.493	0.138
10+ Years	2015	860324	E	0.564	0.566	0.053	0.493	0.138
10+ Years	2015	860326	M	0.714	0.629	0.053	0.495	0.138
10+ Years	2015	860330	M	0.5	0.629	0.053	0.495	0.138
10+ Years	2015	860332	E	0.438	0.566	0.053	0.493	0.138
10+ Years	2015	860336	H	0.579	0.604	0.053	0.537	0.138
10+ Years	2015	860339	E	0.643	0.566	0.053	0.493	0.138
10+ Years	2015	860340	M	0.6	0.629	0.053	0.495	0.138
10+ Years	2015	860344	E	0.385	0.566	0.053	0.493	0.138
10+ Years	2015	860348	E	0.429	0.566	0.053	0.493	0.138
10+ Years	2015	860352	H	0.563	0.604	0.053	0.537	0.138
10+ Years	2015	860354	H	0.364	0.604	0.053	0.537	0.138
10+ Years	2015	860356	E	0.65	0.566	0.053	0.493	0.138
10+ Years	2015	860360	E	0.593	0.566	0.053	0.493	0.138
10+ Years	2015	861304	E	0.578	0.578	0	0.493	0.138
10+ Years	2015	861308	H	0.7	0.7	0	0.537	0.138
10+ Years	2015	861312	M	0.615	0.615	0	0.495	0.138
10+ Years	2015	862308	E	0.536	0.604	0.25	0.493	0.138
10+ Years	2015	862310	E	0.68	0.604	0.25	0.493	0.138
10+ Years	2015	862312	H	0.513	0.513	0.25	0.537	0.138
10+ Years	2015	862316	M	0.655	0.655	0.25	0.495	0.138
10+ Years	2015	86T000	A				0.518	0.138
10+ Years	2015	870314	H	0.617	0.617	0	0.537	0.138
10+ Years	2015	870318	I	0.395	0.395	0	0.487	0.138
10+ Years	2015	870320	E	0.481	0.429	0	0.493	0.138
10+ Years	2015	870324	E	0.379	0.429	0	0.493	0.138
10+ Years	2015	87A000	I				0.487	0.138
10+ Years	2015	880304	E	0.675	0.598	0.444	0.493	0.138
10+ Years	2015	880308	H	0.636	0.616	0.444	0.537	0.138
10+ Years	2015	880312	M	0.478	0.456	0.444	0.495	0.138
10+ Years	2015	880318	E	0.457	0.598	0.444	0.493	0.138
10+ Years	2015	880320	T	0.7	0.7	0.444	0.506	0.138
10+ Years	2015	880324	E	0.654	0.598	0.444	0.493	0.138
10+ Years	2015	880328	H	0.581	0.616	0.444	0.537	0.138
10+ Years	2015	880330	M	0.409	0.456	0.444	0.495	0.138
10+ Years	2015	880336	E	0.636	0.598	0.444	0.493	0.138
10+ Years	2015	88A000	I				0.487	0.138
10+ Years	2015	890304	H	0.563	0.563	0.667	0.537	0.138
10+ Years	2015	890306	M	0.417	0.417	0.667	0.495	0.138
10+ Years	2015	890308	E	0.571	0.571	0.667	0.493	0.138
10+ Years	2015	900302	E	0.558	0.471	0.057	0.493	0.138
10+ Years	2015	900303	E	0.694	0.471	0.057	0.493	0.138
10+ Years	2015	900304	E	0.441	0.471	0.057	0.493	0.138
10+ Years	2015	900305	E	0.377	0.471	0.057	0.493	0.138
10+ Years	2015	900306	E	0.278	0.471	0.057	0.493	0.138
10+ Years	2015	900307	E	0.414	0.471	0.057	0.493	0.138
10+ Years	2015	900308	M	0.5	0.542	0.057	0.495	0.138
10+ Years	2015	900310	M	0.508	0.542	0.057	0.495	0.138
10+ Years	2015	900311	H	0.543	0.547	0.057	0.537	0.138
10+ Years	2015	900312	E	0.6	0.471	0.057	0.493	0.138
10+ Years	2015	900314	M	0.478	0.542	0.057	0.495	0.138
10+ Years	2015	900316	H	0.446	0.547	0.057	0.537	0.138
10+ Years	2015	900318	E	0.406	0.471	0.057	0.493	0.138
10+ Years	2015	900320	E	0.595	0.471	0.057	0.493	0.138
10+ Years	2015	900328	E	0.488	0.471	0.057	0.493	0.138
10+ Years	2015	900332	E	0.383	0.471	0.057	0.493	0.138
10+ Years	2015	900334	E	0.625	0.471	0.057	0.493	0.138
10+ Years	2015	900336	H	0.625	0.547	0.057	0.537	0.138
10+ Years	2015	900340	E	0.474	0.471	0.057	0.493	0.138
10+ Years	2015	900341	E	0.323	0.471	0.057	0.493	0.138
10+ Years	2015	900342	H	0.506	0.547	0.057	0.537	0.138
10+ Years	2015	900343	M	0.535	0.542	0.057	0.495	0.138
10+ Years	2015	900344	H	0.544	0.547	0.057	0.537	0.138
10+ Years	2015	900346	M	0.446	0.542	0.057	0.495	0.138
10+ Years	2015	900347	E	0.465	0.471	0.057	0.493	0.138
10+ Years	2015	900348	H	0.662	0.547	0.057	0.537	0.138
10+ Years	2015	900350	M	0.614	0.542	0.057	0.495	0.138
10+ Years	2015	900351	E	0.338	0.471	0.057	0.493	0.138
10+ Years	2015	900352	E	0.333	0.471	0.057	0.493	0.138
10+ Years	2015	900353	E	0.65	0.471	0.057	0.493	0.138
10+ Years	2015	900354	E	0.622	0.471	0.057	0.493	0.138
10+ Years	2015	900356	E	0.525	0.471	0.057	0.493	0.138
10+ Years	2015	900358	E	0.719	0.471	0.057	0.493	0.138
10+ Years	2015	900360	H	0.553	0.547	0.057	0.537	0.138
10+ Years	2015	900362	M	0.586	0.542	0.057	0.495	0.138
10+ Years	2015	900363	E	0.348	0.471	0.057	0.493	0.138
10+ Years	2015	900364	E	0.485	0.471	0.057	0.493	0.138
10+ Years	2015	900365	T	0.414	0.414	0.057	0.506	0.138
10+ Years	2015	900366	H	0.561	0.547	0.057	0.537	0.138
10+ Years	2015	900367	H	0.786	0.547	0.057	0.537	0.138
10+ Years	2015	900368	E	0.524	0.471	0.057	0.493	0.138
10+ Years	2015	900370	E	0.394	0.471	0.057	0.493	0.138
10+ Years	2015	900372	E	0.541	0.471	0.057	0.493	0.138
10+ Years	2015	900376	E	0.477	0.471	0.057	0.493	0.138
10+ Years	2015	900377	H	0.535	0.547	0.057	0.537	0.138
10+ Years	2015	900378	M	0.618	0.542	0.057	0.495	0.138
10+ Years	2015	900380	E	0.667	0.471	0.057	0.493	0.138
10+ Years	2015	900384	E	0.489	0.471	0.057	0.493	0.138
10+ Years	2015	900388	E	0.323	0.471	0.057	0.493	0.138
10+ Years	2015	900391	M	0.594	0.542	0.057	0.495	0.138
10+ Years	2015	900392	A	0.625	0.625	0.057	0.518	0.138
10+ Years	2015	900393	H	0.463	0.547	0.057	0.537	0.138
10+ Years	2015	90A000	A				0.518	0.138
10+ Years	2015	910304	E	0.581	0.557	0.118	0.493	0.138
10+ Years	2015	910308	E	0.375	0.557	0.118	0.493	0.138
10+ Years	2015	910311	E	0.568	0.557	0.118	0.493	0.138
10+ Years	2015	910314	E	0.714	0.557	0.118	0.493	0.138
10+ Years	2015	910316	M	0.489	0.382	0.118	0.495	0.138
10+ Years	2015	910320	M	0.25	0.382	0.118	0.495	0.138
10+ Years	2015	910340	E	0.688	0.557	0.118	0.493	0.138
10+ Years	2015	910346	E	0.455	0.557	0.118	0.493	0.138
10+ Years	2015	910356	E	0.5	0.557	0.118	0.493	0.138
10+ Years	2015	910360	E	0.567	0.557	0.118	0.493	0.138
10+ Years	2015	910364	H	0.37	0.396	0.118	0.537	0.138
10+ Years	2015	910368	H	0.429	0.396	0.118	0.537	0.138
10+ Years	2015	910370	H	0.379	0.396	0.118	0.537	0.138
10+ Years	2015	910376	E	0.409	0.557	0.118	0.493	0.138
10+ Years	2015	910380	E	0.586	0.557	0.118	0.493	0.138
10+ Years	2015	910382	H	0.625	0.396	0.118	0.537	0.138
10+ Years	2015	910384	M	0.462	0.382	0.118	0.495	0.138
10+ Years	2015	91A000	I				0.487	0.138
10+ Years	2015	91B000	I				0.487	0.138
10+ Years	2015	920302	E	0.328	0.498	0.207	0.493	0.138
10+ Years	2015	920304	E	0.474	0.498	0.207	0.493	0.138
10+ Years	2015	920306	E	0.426	0.498	0.207	0.493	0.138
10+ Years	2015	920307	E	0.433	0.498	0.207	0.493	0.138
10+ Years	2015	920308	E	0.674	0.498	0.207	0.493	0.138
10+ Years	2015	920312	M	0.433	0.529	0.207	0.495	0.138
10+ Years	2015	920316	H	0.652	0.527	0.207	0.537	0.138
10+ Years	2015	920318	H	0.583	0.527	0.207	0.537	0.138
10+ Years	2015	920320	E	0.444	0.498	0.207	0.493	0.138
10+ Years	2015	920324	T	0.435	0.457	0.207	0.506	0.138
10+ Years	2015	920325	E	0.449	0.498	0.207	0.493	0.138
10+ Years	2015	920326	E	0.294	0.498	0.207	0.493	0.138
10+ Years	2015	920327	E	0.579	0.498	0.207	0.493	0.138
10+ Years	2015	920328	E	0.5	0.498	0.207	0.493	0.138
10+ Years	2015	920329	E	0.393	0.498	0.207	0.493	0.138
10+ Years	2015	920334	E	0.563	0.498	0.207	0.493	0.138
10+ Years	2015	920336	E	0.415	0.498	0.207	0.493	0.138
10+ Years	2015	920340	E	0.543	0.498	0.207	0.493	0.138
10+ Years	2015	920342	E	0.45	0.498	0.207	0.493	0.138
10+ Years	2015	920344	E	0.439	0.498	0.207	0.493	0.138
10+ Years	2015	920348	H	0.611	0.527	0.207	0.537	0.138
10+ Years	2015	920352	E	0.37	0.498	0.207	0.493	0.138
10+ Years	2015	920356	M	0.58	0.529	0.207	0.495	0.138
10+ Years	2015	920358	E	0.4	0.498	0.207	0.493	0.138
10+ Years	2015	920360	M	0.469	0.529	0.207	0.495	0.138
10+ Years	2015	920362	E	0.514	0.498	0.207	0.493	0.138
10+ Years	2015	920364	E	0.548	0.498	0.207	0.493	0.138
10+ Years	2015	920368	H	0.633	0.527	0.207	0.537	0.138
10+ Years	2015	920369	E	0.417	0.498	0.207	0.493	0.138
10+ Years	2015	920370	M	0.444	0.529	0.207	0.495	0.138
10+ Years	2015	920376	E	0.306	0.498	0.207	0.493	0.138
10+ Years	2015	920380	E	0.447	0.498	0.207	0.493	0.138
10+ Years	2015	920384	E	0.378	0.498	0.207	0.493	0.138
10+ Years	2015	920388	M	0.638	0.529	0.207	0.495	0.138
10+ Years	2015	920390	E	0.694	0.498	0.207	0.493	0.138
10+ Years	2015	920391	M	0.471	0.529	0.207	0.495	0.138
10+ Years	2015	920393	E	0.444	0.498	0.207	0.493	0.138
10+ Years	2015	920394	M	0.594	0.529	0.207	0.495	0.138
10+ Years	2015	920396	E	0.415	0.498	0.207	0.493	0.138
10+ Years	2015	920398	E	0.597	0.498	0.207	0.493	0.138
10+ Years	2015	920399	M	0.617	0.529	0.207	0.495	0.138
10+ Years	2015	920400	M	0.407	0.529	0.207	0.495	0.138
10+ Years	2015	920402	M	0.531	0.529	0.207	0.495	0.138
10+ Years	2015	920403	E	0.543	0.498	0.207	0.493	0.138
10+ Years	2015	920404	M	0.482	0.529	0.207	0.495	0.138
10+ Years	2015	920408	M	0.522	0.529	0.207	0.495	0.138
10+ Years	2015	920410	M	0.492	0.529	0.207	0.495	0.138
10+ Years	2015	920412	H	0.528	0.527	0.207	0.537	0.138
10+ Years	2015	920413	E	0.571	0.498	0.207	0.493	0.138
10+ Years	2015	920414	E	0.481	0.498	0.207	0.493	0.138
10+ Years	2015	920415	E	0.446	0.498	0.207	0.493	0.138
10+ Years	2015	920416	E	0.422	0.498	0.207	0.493	0.138
10+ Years	2015	920417	E	0.447	0.498	0.207	0.493	0.138
10+ Years	2015	920420	E	0.648	0.498	0.207	0.493	0.138
10+ Years	2015	920424	M	0.737	0.529	0.207	0.495	0.138
10+ Years	2015	920428	H	0.454	0.527	0.207	0.537	0.138
10+ Years	2015	920436	H	0.57	0.527	0.207	0.537	0.138
10+ Years	2015	920438	M	0.625	0.529	0.207	0.495	0.138
10+ Years	2015	920439	E	0.571	0.498	0.207	0.493	0.138
10+ Years	2015	920440	E	0.3	0.498	0.207	0.493	0.138
10+ Years	2015	920441	H	0.504	0.527	0.207	0.537	0.138
10+ Years	2015	920442	I	0.444	0.512	0.207	0.487	0.138
10+ Years	2015	920443	E	0.459	0.498	0.207	0.493	0.138
10+ Years	2015	920444	M	0.667	0.529	0.207	0.495	0.138
10+ Years	2015	920445	H	0.45	0.527	0.207	0.537	0.138
10+ Years	2015	920446	E	0.451	0.498	0.207	0.493	0.138
10+ Years	2015	920447	E	0.5	0.498	0.207	0.493	0.138
10+ Years	2015	920448	E	0.439	0.498	0.207	0.493	0.138
10+ Years	2015	920449	E	0.596	0.498	0.207	0.493	0.138
10+ Years	2015	920450	M	0.589	0.529	0.207	0.495	0.138
10+ Years	2015	920451	E	0.522	0.498	0.207	0.493	0.138
10+ Years	2015	920452	E	0.45	0.498	0.207	0.493	0.138
10+ Years	2015	920453	E	0.76	0.498	0.207	0.493	0.138
10+ Years	2015	920454	E	0.63	0.498	0.207	0.493	0.138
10+ Years	2015	920455	H	0.492	0.527	0.207	0.537	0.138
10+ Years	2015	920456	E	0.625	0.498	0.207	0.493	0.138
