Experience	year	unit_code	category_cd	pct_tch	lea_pct_tch	lea_pct_prin	st_pct_tch	st_pct_prin
10+ Years	2015	920457	E	0.63	0.498	0.207	0.493	0.138
10+ Years	2015	920458	M	0.494	0.529	0.207	0.495	0.138
10+ Years	2015	920460	E	0.472	0.498	0.207	0.493	0.138
10+ Years	2015	920464	E	0.455	0.498	0.207	0.493	0.138
10+ Years	2015	920466	H	0.352	0.527	0.207	0.537	0.138
10+ Years	2015	920467	E	0.459	0.498	0.207	0.493	0.138
10+ Years	2015	920468	E	0.547	0.498	0.207	0.493	0.138
10+ Years	2015	920469	E	0.548	0.498	0.207	0.493	0.138
10+ Years	2015	920470	E	0.548	0.498	0.207	0.493	0.138
10+ Years	2015	920471	M	0.471	0.529	0.207	0.495	0.138
10+ Years	2015	920472	M	0.479	0.529	0.207	0.495	0.138
10+ Years	2015	920473	H	0.607	0.527	0.207	0.537	0.138
10+ Years	2015	920474	E	0.468	0.498	0.207	0.493	0.138
10+ Years	2015	920476	E	0.326	0.498	0.207	0.493	0.138
10+ Years	2015	920480	E	0.588	0.498	0.207	0.493	0.138
10+ Years	2015	920484	M	0.542	0.529	0.207	0.495	0.138
10+ Years	2015	920488	E	0.375	0.498	0.207	0.493	0.138
10+ Years	2015	920492	M	0.547	0.529	0.207	0.495	0.138
10+ Years	2015	920494	E	0.61	0.498	0.207	0.493	0.138
10+ Years	2015	920495	H	0.475	0.527	0.207	0.537	0.138
10+ Years	2015	920496	E	0.483	0.498	0.207	0.493	0.138
10+ Years	2015	920500	H	0.441	0.527	0.207	0.537	0.138
10+ Years	2015	920501	E	0.415	0.498	0.207	0.493	0.138
10+ Years	2015	920502	M	0.293	0.529	0.207	0.495	0.138
10+ Years	2015	920504	E	0.5	0.498	0.207	0.493	0.138
10+ Years	2015	920506	M	0.256	0.529	0.207	0.495	0.138
10+ Years	2015	920508	I	0.625	0.512	0.207	0.487	0.138
10+ Years	2015	920512	M	0.694	0.529	0.207	0.495	0.138
10+ Years	2015	920514	E	0.725	0.498	0.207	0.493	0.138
10+ Years	2015	920516	E	0.462	0.498	0.207	0.493	0.138
10+ Years	2015	920520	E	0.585	0.498	0.207	0.493	0.138
10+ Years	2015	920522	E	0.462	0.498	0.207	0.493	0.138
10+ Years	2015	920523	E	0.54	0.498	0.207	0.493	0.138
10+ Years	2015	920524	E	0.538	0.498	0.207	0.493	0.138
10+ Years	2015	920525	E	0.519	0.498	0.207	0.493	0.138
10+ Years	2015	920526	H	0.459	0.527	0.207	0.537	0.138
10+ Years	2015	920528	H	0.618	0.527	0.207	0.537	0.138
10+ Years	2015	920530	E	0.348	0.498	0.207	0.493	0.138
10+ Years	2015	920531	E	0.649	0.498	0.207	0.493	0.138
10+ Years	2015	920532	E	0.548	0.498	0.207	0.493	0.138
10+ Years	2015	920536	E	0.595	0.498	0.207	0.493	0.138
10+ Years	2015	920540	E	0.667	0.498	0.207	0.493	0.138
10+ Years	2015	920542	E	0.347	0.498	0.207	0.493	0.138
10+ Years	2015	920543	E	0.5	0.498	0.207	0.493	0.138
10+ Years	2015	920544	E	0.56	0.498	0.207	0.493	0.138
10+ Years	2015	920545	M	0.475	0.529	0.207	0.495	0.138
10+ Years	2015	920546	H	0.347	0.527	0.207	0.537	0.138
10+ Years	2015	920548	E	0.59	0.498	0.207	0.493	0.138
10+ Years	2015	920550	E	0.531	0.498	0.207	0.493	0.138
10+ Years	2015	920551	M	0.544	0.529	0.207	0.495	0.138
10+ Years	2015	920552	H	0.466	0.527	0.207	0.537	0.138
10+ Years	2015	920554	E	0.304	0.498	0.207	0.493	0.138
10+ Years	2015	920560	E	0.519	0.498	0.207	0.493	0.138
10+ Years	2015	920562	H	0.442	0.527	0.207	0.537	0.138
10+ Years	2015	920564	E	0.341	0.498	0.207	0.493	0.138
10+ Years	2015	920568	E	0.541	0.498	0.207	0.493	0.138
10+ Years	2015	920569	E	0.394	0.498	0.207	0.493	0.138
10+ Years	2015	920570	E	0.521	0.498	0.207	0.493	0.138
10+ Years	2015	920571	E	0.6	0.498	0.207	0.493	0.138
10+ Years	2015	920572	E	0.61	0.498	0.207	0.493	0.138
10+ Years	2015	920576	E	0.5	0.498	0.207	0.493	0.138
10+ Years	2015	920580	E	0.659	0.498	0.207	0.493	0.138
10+ Years	2015	920581	H	0.6	0.527	0.207	0.537	0.138
10+ Years	2015	920582	H	0.462	0.527	0.207	0.537	0.138
10+ Years	2015	920583	H	0.765	0.527	0.207	0.537	0.138
10+ Years	2015	920584	E	0.6	0.498	0.207	0.493	0.138
10+ Years	2015	920585	T	0.409	0.457	0.207	0.506	0.138
10+ Years	2015	920586	T	0.52	0.457	0.207	0.506	0.138
10+ Years	2015	920588	H	0.685	0.527	0.207	0.537	0.138
10+ Years	2015	920592	M	0.563	0.529	0.207	0.495	0.138
10+ Years	2015	920593	E	0.667	0.498	0.207	0.493	0.138
10+ Years	2015	920594	M	0.612	0.529	0.207	0.495	0.138
10+ Years	2015	920595	H	0.578	0.527	0.207	0.537	0.138
10+ Years	2015	920596	E	0.558	0.498	0.207	0.493	0.138
10+ Years	2015	920597	E	0.425	0.498	0.207	0.493	0.138
10+ Years	2015	920598	E	0.542	0.498	0.207	0.493	0.138
10+ Years	2015	920599	E	0.333	0.498	0.207	0.493	0.138
10+ Years	2015	920600	E	0.605	0.498	0.207	0.493	0.138
10+ Years	2015	920601	M	0.267	0.529	0.207	0.495	0.138
10+ Years	2015	920604	M	0.558	0.529	0.207	0.495	0.138
10+ Years	2015	920606	E	0.542	0.498	0.207	0.493	0.138
10+ Years	2015	920607	M	0.753	0.529	0.207	0.495	0.138
10+ Years	2015	920608	M	0.492	0.529	0.207	0.495	0.138
10+ Years	2015	920616	E	0.32	0.498	0.207	0.493	0.138
10+ Years	2015	920618	E	0.483	0.498	0.207	0.493	0.138
10+ Years	2015	920620	E	0.472	0.498	0.207	0.493	0.138
10+ Years	2015	920624	E	0.563	0.498	0.207	0.493	0.138
10+ Years	2015	920626	E	0.479	0.498	0.207	0.493	0.138
10+ Years	2015	920628	E	0.268	0.498	0.207	0.493	0.138
10+ Years	2015	920632	E	0.617	0.498	0.207	0.493	0.138
10+ Years	2015	920636	M	0.682	0.529	0.207	0.495	0.138
10+ Years	2015	920700	H	0.583	0.527	0.207	0.537	0.138
10+ Years	2015	920701	H	0.522	0.527	0.207	0.537	0.138
10+ Years	2015	920702	H	0.63	0.527	0.207	0.537	0.138
10+ Years	2015	920703	H	0.56	0.527	0.207	0.537	0.138
10+ Years	2015	92B000	I				0.487	0.138
10+ Years	2015	92D000	I				0.487	0.138
10+ Years	2015	92E000	I				0.487	0.138
10+ Years	2015	92F000	A				0.518	0.138
10+ Years	2015	92G000	A				0.518	0.138
10+ Years	2015	92K000	H				0.537	0.138
10+ Years	2015	92L000	E				0.493	0.138
10+ Years	2015	92M000	I				0.487	0.138
10+ Years	2015	92N000	I				0.487	0.138
10+ Years	2015	92P000	T				0.506	0.138
10+ Years	2015	92Q000	E				0.493	0.138
10+ Years	2015	92R000	I				0.487	0.138
10+ Years	2015	92S000	I				0.487	0.138
10+ Years	2015	92T000	I				0.487	0.138
10+ Years	2015	92U000	H				0.537	0.138
10+ Years	2015	92V000	E				0.493	0.138
10+ Years	2015	92W000	E				0.493	0.138
10+ Years	2015	92X000	T				0.506	0.138
10+ Years	2015	92Y000	E				0.493	0.138
10+ Years	2015	930330	E	0.44	0.463	0.125	0.493	0.138
10+ Years	2015	930340	E	0.375	0.463	0.125	0.493	0.138
10+ Years	2015	930344	E	0.533	0.463	0.125	0.493	0.138
10+ Years	2015	930348	E	0.563	0.463	0.125	0.493	0.138
10+ Years	2015	930352	H	0.5	0.382	0.125	0.537	0.138
10+ Years	2015	930354	M	0.588	0.588	0.125	0.495	0.138
10+ Years	2015	930360	H	0.286	0.382	0.125	0.537	0.138
10+ Years	2015	930700	H	0.143	0.382	0.125	0.537	0.138
10+ Years	2015	93A000	A				0.518	0.138
10+ Years	2015	940306	E	0.667	0.565	0	0.493	0.138
10+ Years	2015	940308	T	0.529	0.529	0	0.506	0.138
10+ Years	2015	940314	E	0.516	0.565	0	0.493	0.138
10+ Years	2015	940316	H	0.52	0.52	0	0.537	0.138
10+ Years	2015	940328	M	0.353	0.353	0	0.495	0.138
10+ Years	2015	94Z000	H	0.333			0.537	0.138
10+ Years	2015	950308	I	0.389	0.581	0.111	0.487	0.138
10+ Years	2015	950312	I	0.655	0.581	0.111	0.487	0.138
10+ Years	2015	950316	I	0.615	0.581	0.111	0.487	0.138
10+ Years	2015	950320	I	0.688	0.581	0.111	0.487	0.138
10+ Years	2015	950322	I	0.58	0.581	0.111	0.487	0.138
10+ Years	2015	950324	I	0.2	0.581	0.111	0.487	0.138
10+ Years	2015	950328	I	0.686	0.581	0.111	0.487	0.138
10+ Years	2015	950332	I	0.621	0.581	0.111	0.487	0.138
10+ Years	2015	950336	H	0.657	0.657	0.111	0.537	0.138
10+ Years	2015	95A000	I				0.487	0.138
10+ Years	2015	960312	M	0.382	0.531	0.29	0.495	0.138
10+ Years	2015	960314	E	0.471	0.576	0.29	0.493	0.138
10+ Years	2015	960316	E	0.732	0.576	0.29	0.493	0.138
10+ Years	2015	960318	E	0.56	0.576	0.29	0.493	0.138
10+ Years	2015	960324	H	0.62	0.595	0.29	0.537	0.138
10+ Years	2015	960326	M	0.35	0.531	0.29	0.495	0.138
10+ Years	2015	960329	E	0.6	0.576	0.29	0.493	0.138
10+ Years	2015	960330	H	0.671	0.595	0.29	0.537	0.138
10+ Years	2015	960331	M	0.639	0.531	0.29	0.495	0.138
10+ Years	2015	960332	A	0.706	0.706	0.29	0.518	0.138
10+ Years	2015	960334	E	0.65	0.576	0.29	0.493	0.138
10+ Years	2015	960335	H	0.476	0.595	0.29	0.537	0.138
10+ Years	2015	960336	I	0.589	0.589	0.29	0.487	0.138
10+ Years	2015	960340	M	0.677	0.531	0.29	0.495	0.138
10+ Years	2015	960344	E	0.643	0.576	0.29	0.493	0.138
10+ Years	2015	960348	M	0.679	0.531	0.29	0.495	0.138
10+ Years	2015	960360	M	0.456	0.531	0.29	0.495	0.138
10+ Years	2015	960370	E	0.65	0.576	0.29	0.493	0.138
10+ Years	2015	960372	H	0.722	0.595	0.29	0.537	0.138
10+ Years	2015	960374	M	0.679	0.531	0.29	0.495	0.138
10+ Years	2015	960376	E	0.706	0.576	0.29	0.493	0.138
10+ Years	2015	960380	H	0.486	0.595	0.29	0.537	0.138
10+ Years	2015	960382	E	0.547	0.576	0.29	0.493	0.138
10+ Years	2015	960386	T	0.452	0.423	0.29	0.506	0.138
10+ Years	2015	960388	E	0.447	0.576	0.29	0.493	0.138
10+ Years	2015	960390	E	0.432	0.576	0.29	0.493	0.138
10+ Years	2015	960450	E	0.643	0.576	0.29	0.493	0.138
10+ Years	2015	960454	E	0.542	0.576	0.29	0.493	0.138
10+ Years	2015	960488	T	0.417	0.423	0.29	0.506	0.138
10+ Years	2015	960490	H	0.667	0.595	0.29	0.537	0.138
10+ Years	2015	960700	T	0.348	0.423	0.29	0.506	0.138
10+ Years	2015	96C000	E				0.493	0.138
10+ Years	2015	96F000	E				0.493	0.138
10+ Years	2015	970308	E	0.545	0.408	0.136	0.493	0.138
10+ Years	2015	970310	E	0.389	0.408	0.136	0.493	0.138
10+ Years	2015	970312	E	0.294	0.408	0.136	0.493	0.138
10+ Years	2015	970315	M	0.512	0.51	0.136	0.495	0.138
10+ Years	2015	970320	H	0.471	0.565	0.136	0.537	0.138
10+ Years	2015	970322	M	0.679	0.51	0.136	0.495	0.138
10+ Years	2015	970337	E	0.481	0.408	0.136	0.493	0.138
10+ Years	2015	970340	E	0.375	0.408	0.136	0.493	0.138
10+ Years	2015	970344	E	0.647	0.408	0.136	0.493	0.138
10+ Years	2015	970348	E	0.486	0.408	0.136	0.493	0.138
10+ Years	2015	970352	E	0.281	0.408	0.136	0.493	0.138
10+ Years	2015	970356	H	0.583	0.565	0.136	0.537	0.138
10+ Years	2015	970358	M	0.432	0.51	0.136	0.495	0.138
10+ Years	2015	970360	E	0.381	0.408	0.136	0.493	0.138
10+ Years	2015	970368	E	0.267	0.408	0.136	0.493	0.138
10+ Years	2015	970370	E	0.45	0.408	0.136	0.493	0.138
10+ Years	2015	970376	E	0.462	0.408	0.136	0.493	0.138
10+ Years	2015	970388	H	0.622	0.565	0.136	0.537	0.138
10+ Years	2015	970389	M	0.462	0.51	0.136	0.495	0.138
10+ Years	2015	970390	H	0.607	0.565	0.136	0.537	0.138
10+ Years	2015	970392	E	0.333	0.408	0.136	0.493	0.138
10+ Years	2015	970393	H	0.3	0.565	0.136	0.537	0.138
10+ Years	2015	97D000	I				0.487	0.138
10+ Years	2015	980306	T	1	1	0.12	0.506	0.138
10+ Years	2015	980308	E	0.423	0.564	0.12	0.493	0.138
10+ Years	2015	980317	M	0.32	0.461	0.12	0.495	0.138
10+ Years	2015	980318	H	0.55	0.628	0.12	0.537	0.138
10+ Years	2015	980320	E	0.522	0.564	0.12	0.493	0.138
10+ Years	2015	980324	M	0.577	0.461	0.12	0.495	0.138
10+ Years	2015	980336	H	0.726	0.628	0.12	0.537	0.138
10+ Years	2015	980338	M	0.694	0.461	0.12	0.495	0.138
10+ Years	2015	980340	E	0.6	0.564	0.12	0.493	0.138
10+ Years	2015	980342	H	0.605	0.628	0.12	0.537	0.138
10+ Years	2015	980344	E	0.667	0.564	0.12	0.493	0.138
10+ Years	2015	980348	E	0.714	0.564	0.12	0.493	0.138
10+ Years	2015	980352	E	0.583	0.564	0.12	0.493	0.138
10+ Years	2015	980356	E	0.424	0.564	0.12	0.493	0.138
10+ Years	2015	980357	E	0.591	0.564	0.12	0.493	0.138
10+ Years	2015	980360	E	0.733	0.564	0.12	0.493	0.138
10+ Years	2015	980364	E	0.724	0.564	0.12	0.493	0.138
10+ Years	2015	980380	M	0.4	0.461	0.12	0.495	0.138
10+ Years	2015	980384	M	0.36	0.461	0.12	0.495	0.138
10+ Years	2015	980388	E	0.368	0.564	0.12	0.493	0.138
10+ Years	2015	980390	M	0.333	0.461	0.12	0.495	0.138
10+ Years	2015	980392	E	0.519	0.564	0.12	0.493	0.138
10+ Years	2015	980396	E	0.621	0.564	0.12	0.493	0.138
10+ Years	2015	980398	H	0.556	0.628	0.12	0.537	0.138
10+ Years	2015	980400	E	0.333	0.564	0.12	0.493	0.138
10+ Years	2015	98A000	I				0.487	0.138
10+ Years	2015	98B000	I				0.487	0.138
10+ Years	2015	990304	A	0.76	0.658	0.214	0.518	0.138
10+ Years	2015	990308	I	0.5	0.516	0.214	0.487	0.138
10+ Years	2015	990312	E	0.524	0.559	0.214	0.493	0.138
10+ Years	2015	990316	E	0.5	0.559	0.214	0.493	0.138
10+ Years	2015	990320	E	0.688	0.559	0.214	0.493	0.138
10+ Years	2015	990321	M	0.621	0.623	0.214	0.495	0.138
10+ Years	2015	990322	H	0.623	0.558	0.214	0.537	0.138
10+ Years	2015	990324	E	0.391	0.559	0.214	0.493	0.138
10+ Years	2015	990325	M	0.625	0.623	0.214	0.495	0.138
10+ Years	2015	990326	H	0.488	0.558	0.214	0.537	0.138
10+ Years	2015	990328	E	0.658	0.559	0.214	0.493	0.138
10+ Years	2015	990332	H	0.444	0.558	0.214	0.537	0.138
10+ Years	2015	990336	I	0.523	0.516	0.214	0.487	0.138
10+ Years	2015	990340	A	0.462	0.658	0.214	0.518	0.138
10+ Years	2015	995304	E	0.333	0.548	0.222	0.493	0.138
10+ Years	2015	995308	E	0.5	0.548	0.222	0.493	0.138
10+ Years	2015	995312	E	0.52	0.548	0.222	0.493	0.138
10+ Years	2015	995316	M	0.478	0.458	0.222	0.495	0.138
10+ Years	2015	995320	E	0.556	0.548	0.222	0.493	0.138
10+ Years	2015	995324	M	0.44	0.458	0.222	0.495	0.138
10+ Years	2015	995328	E	0.714	0.548	0.222	0.493	0.138
10+ Years	2015	995330	H	0.6	0.6	0.222	0.537	0.138
10+ Years	2015	995336	E	0.714	0.548	0.222	0.493	0.138
4-10 Years	2015	010LEA	A		0.167	0.444	0.257	0.428
4-10 Years	2015	010LEA	E		0.254	0.444	0.279	0.428
4-10 Years	2015	010LEA	H		0.276	0.444	0.242	0.428
4-10 Years	2015	010LEA	M		0.287	0.444	0.261	0.428
4-10 Years	2015	020LEA	E		0.236	0.3	0.279	0.428
4-10 Years	2015	020LEA	H		0.286	0.3	0.242	0.428
4-10 Years	2015	020LEA	M		0.237	0.3	0.261	0.428
4-10 Years	2015	030LEA	H		0.143	0.25	0.242	0.428
4-10 Years	2015	030LEA	I		0.302	0.25	0.259	0.428
4-10 Years	2015	040LEA	E		0.213	0.273	0.279	0.428
4-10 Years	2015	040LEA	H		0.149	0.273	0.242	0.428
4-10 Years	2015	040LEA	M		0.282	0.273	0.261	0.428
4-10 Years	2015	040LEA	T			0.273	0.245	0.428
4-10 Years	2015	050LEA	E		0.276	0.6	0.279	0.428
4-10 Years	2015	050LEA	H		0.254	0.6	0.242	0.428
4-10 Years	2015	050LEA	M		0.342	0.6	0.261	0.428
4-10 Years	2015	060LEA	E		0.217	0.545	0.279	0.428
4-10 Years	2015	060LEA	H		0.17	0.545	0.242	0.428
4-10 Years	2015	060LEA	M		0.268	0.545	0.261	0.428
4-10 Years	2015	060LEA	T		0.25	0.545	0.245	0.428
4-10 Years	2015	070LEA	E		0.337	0.429	0.279	0.428
4-10 Years	2015	070LEA	H		0.19	0.429	0.242	0.428
4-10 Years	2015	070LEA	I		0.182	0.429	0.259	0.428
4-10 Years	2015	070LEA	M		0.23	0.429	0.261	0.428
4-10 Years	2015	070LEA	T		0.444	0.429	0.245	0.428
4-10 Years	2015	080LEA	E		0.135	0.222	0.279	0.428
4-10 Years	2015	080LEA	H		0.182	0.222	0.242	0.428
4-10 Years	2015	080LEA	M		0.194	0.222	0.261	0.428
4-10 Years	2015	080LEA	T		0.2	0.222	0.245	0.428
4-10 Years	2015	090LEA	E		0.248	0.538	0.279	0.428
4-10 Years	2015	090LEA	H		0.189	0.538	0.242	0.428
4-10 Years	2015	090LEA	I		0.462	0.538	0.259	0.428
4-10 Years	2015	090LEA	M		0.209	0.538	0.261	0.428
4-10 Years	2015	090LEA	T			0.538	0.245	0.428
4-10 Years	2015	100LEA	E		0.265	0.474	0.279	0.428
4-10 Years	2015	100LEA	H		0.221	0.474	0.242	0.428
4-10 Years	2015	100LEA	I		0.175	0.474	0.259	0.428
4-10 Years	2015	100LEA	M		0.291	0.474	0.261	0.428
4-10 Years	2015	100LEA	T		0.389	0.474	0.245	0.428
4-10 Years	2015	110LEA	E		0.282	0.419	0.279	0.428
4-10 Years	2015	110LEA	H		0.267	0.419	0.242	0.428
4-10 Years	2015	110LEA	M		0.252	0.419	0.261	0.428
4-10 Years	2015	111LEA	E		0.314	0.625	0.279	0.428
4-10 Years	2015	111LEA	H		0.306	0.625	0.242	0.428
4-10 Years	2015	111LEA	M		0.281	0.625	0.261	0.428
4-10 Years	2015	111LEA	T			0.625	0.245	0.428
4-10 Years	2015	120LEA	A		0.308	0.37	0.257	0.428
4-10 Years	2015	120LEA	E		0.278	0.37	0.279	0.428
4-10 Years	2015	120LEA	H		0.196	0.37	0.242	0.428
4-10 Years	2015	120LEA	M		0.249	0.37	0.261	0.428
4-10 Years	2015	120LEA	T		0.313	0.37	0.245	0.428
4-10 Years	2015	130LEA	E		0.325	0.432	0.279	0.428
4-10 Years	2015	130LEA	H		0.278	0.432	0.242	0.428
4-10 Years	2015	130LEA	M		0.264	0.432	0.261	0.428
4-10 Years	2015	130LEA	T		0.133	0.432	0.245	0.428
4-10 Years	2015	132LEA	E		0.378	0.125	0.279	0.428
4-10 Years	2015	132LEA	H		0.208	0.125	0.242	0.428
4-10 Years	2015	132LEA	M		0.29	0.125	0.261	0.428
4-10 Years	2015	140LEA	E		0.249	0.36	0.279	0.428
4-10 Years	2015	140LEA	H		0.245	0.36	0.242	0.428
4-10 Years	2015	140LEA	I		0.229	0.36	0.259	0.428
4-10 Years	2015	140LEA	M		0.168	0.36	0.261	0.428
4-10 Years	2015	140LEA	T		0.167	0.36	0.245	0.428
4-10 Years	2015	150LEA	E		0.188	0.8	0.279	0.428
4-10 Years	2015	150LEA	H		0.2	0.8	0.242	0.428
4-10 Years	2015	150LEA	M		0.238	0.8	0.261	0.428
4-10 Years	2015	160LEA	A		0.143	0.353	0.257	0.428
4-10 Years	2015	160LEA	E		0.264	0.353	0.279	0.428
4-10 Years	2015	160LEA	H		0.24	0.353	0.242	0.428
4-10 Years	2015	160LEA	I		0.16	0.353	0.259	0.428
4-10 Years	2015	160LEA	M		0.252	0.353	0.261	0.428
4-10 Years	2015	160LEA	T			0.353	0.245	0.428
4-10 Years	2015	170LEA	E		0.13	0.333	0.279	0.428
4-10 Years	2015	170LEA	H		0.296	0.333	0.242	0.428
4-10 Years	2015	170LEA	M		0.239	0.333	0.261	0.428
4-10 Years	2015	180LEA	A		0.214	0.357	0.257	0.428
4-10 Years	2015	180LEA	E		0.244	0.357	0.279	0.428
4-10 Years	2015	180LEA	H		0.203	0.357	0.242	0.428
4-10 Years	2015	180LEA	M		0.236	0.357	0.261	0.428
4-10 Years	2015	180LEA	T			0.357	0.245	0.428
4-10 Years	2015	181LEA	E		0.222	0.333	0.279	0.428
4-10 Years	2015	181LEA	H		0.191	0.333	0.242	0.428
4-10 Years	2015	181LEA	M		0.303	0.333	0.261	0.428
4-10 Years	2015	181LEA	T		0.24	0.333	0.245	0.428
4-10 Years	2015	182LEA	A		0.226	0.571	0.257	0.428
4-10 Years	2015	182LEA	E		0.31	0.571	0.279	0.428
4-10 Years	2015	182LEA	H		0.268	0.571	0.242	0.428
4-10 Years	2015	182LEA	M		0.279	0.571	0.261	0.428
4-10 Years	2015	190LEA	E		0.311	0.529	0.279	0.428
4-10 Years	2015	190LEA	H		0.288	0.529	0.242	0.428
4-10 Years	2015	190LEA	I		0.25	0.529	0.259	0.428
4-10 Years	2015	190LEA	M		0.408	0.529	0.261	0.428
4-10 Years	2015	200LEA	E		0.361	0.643	0.279	0.428
4-10 Years	2015	200LEA	H		0.237	0.643	0.242	0.428
4-10 Years	2015	200LEA	I		0.207	0.643	0.259	0.428
4-10 Years	2015	200LEA	M		0.139	0.643	0.261	0.428
4-10 Years	2015	200LEA	T		0.333	0.643	0.245	0.428
4-10 Years	2015	210LEA	E		0.214	0.25	0.279	0.428
4-10 Years	2015	210LEA	H		0.186	0.25	0.242	0.428
4-10 Years	2015	210LEA	M		0.132	0.25	0.261	0.428
4-10 Years	2015	220LEA	E		0.316	0	0.279	0.428
4-10 Years	2015	220LEA	H		0.094	0	0.242	0.428
4-10 Years	2015	220LEA	M		0.25	0	0.261	0.428
4-10 Years	2015	230LEA	A		0.118	0.241	0.257	0.428
4-10 Years	2015	230LEA	E		0.261	0.241	0.279	0.428
4-10 Years	2015	230LEA	H		0.2	0.241	0.242	0.428
4-10 Years	2015	230LEA	M		0.204	0.241	0.261	0.428
4-10 Years	2015	230LEA	T		0.346	0.241	0.245	0.428
4-10 Years	2015	240LEA	A			0.444	0.257	0.428
4-10 Years	2015	240LEA	E		0.214	0.444	0.279	0.428
4-10 Years	2015	240LEA	H		0.226	0.444	0.242	0.428
4-10 Years	2015	240LEA	I		0.222	0.444	0.259	0.428
4-10 Years	2015	240LEA	M		0.25	0.444	0.261	0.428
4-10 Years	2015	240LEA	T			0.444	0.245	0.428
4-10 Years	2015	241LEA	A		0.143	0.4	0.257	0.428
4-10 Years	2015	241LEA	E		0.167	0.4	0.279	0.428
4-10 Years	2015	241LEA	H		0.163	0.4	0.242	0.428
4-10 Years	2015	241LEA	M		0.314	0.4	0.261	0.428
4-10 Years	2015	250LEA	E		0.299	0.6	0.279	0.428
4-10 Years	2015	250LEA	H		0.24	0.6	0.242	0.428
4-10 Years	2015	250LEA	M		0.295	0.6	0.261	0.428
4-10 Years	2015	260LEA	A		0.308	0.552	0.257	0.428
4-10 Years	2015	260LEA	E		0.307	0.552	0.279	0.428
4-10 Years	2015	260LEA	H		0.266	0.552	0.242	0.428
4-10 Years	2015	260LEA	M		0.284	0.552	0.261	0.428
4-10 Years	2015	260LEA	T			0.552	0.245	0.428
4-10 Years	2015	270LEA	E		0.233	0.5	0.279	0.428
4-10 Years	2015	270LEA	H		0.297	0.5	0.242	0.428
4-10 Years	2015	270LEA	M		0.217	0.5	0.261	0.428
4-10 Years	2015	280LEA	E		0.228	0.455	0.279	0.428
4-10 Years	2015	280LEA	H		0.261	0.455	0.242	0.428
4-10 Years	2015	280LEA	M		0.193	0.455	0.261	0.428
4-10 Years	2015	280LEA	T		0.25	0.455	0.245	0.428
4-10 Years	2015	290LEA	A		0.091	0.371	0.257	0.428
4-10 Years	2015	290LEA	E		0.319	0.371	0.279	0.428
4-10 Years	2015	290LEA	H		0.259	0.371	0.242	0.428
4-10 Years	2015	290LEA	M		0.235	0.371	0.261	0.428
4-10 Years	2015	290LEA	T		0.273	0.371	0.245	0.428
4-10 Years	2015	291LEA	A		0	0.429	0.257	0.428
4-10 Years	2015	291LEA	E		0.237	0.429	0.279	0.428
4-10 Years	2015	291LEA	H		0.2	0.429	0.242	0.428
4-10 Years	2015	291LEA	M		0.286	0.429	0.261	0.428
4-10 Years	2015	292LEA	E		0.241	0.25	0.279	0.428
4-10 Years	2015	292LEA	H		0.16	0.25	0.242	0.428
4-10 Years	2015	292LEA	M		0.314	0.25	0.261	0.428
4-10 Years	2015	300LEA	E		0.264	0.333	0.279	0.428
4-10 Years	2015	300LEA	H		0.235	0.333	0.242	0.428
4-10 Years	2015	300LEA	M		0.252	0.333	0.261	0.428
4-10 Years	2015	300LEA	T		0.2	0.333	0.245	0.428
4-10 Years	2015	310LEA	E		0.292	0.188	0.279	0.428
4-10 Years	2015	310LEA	H		0.269	0.188	0.242	0.428
4-10 Years	2015	310LEA	I		0.276	0.188	0.259	0.428
4-10 Years	2015	310LEA	M		0.242	0.188	0.261	0.428
4-10 Years	2015	310LEA	T		0.25	0.188	0.245	0.428
4-10 Years	2015	320LEA	A		0.381	0.537	0.257	0.428
4-10 Years	2015	320LEA	E		0.255	0.537	0.279	0.428
4-10 Years	2015	320LEA	H		0.255	0.537	0.242	0.428
4-10 Years	2015	320LEA	M		0.272	0.537	0.261	0.428
4-10 Years	2015	320LEA	T		0.271	0.537	0.245	0.428
4-10 Years	2015	330LEA	E		0.312	0.143	0.279	0.428
4-10 Years	2015	330LEA	H		0.264	0.143	0.242	0.428
4-10 Years	2015	330LEA	I		0.056	0.143	0.259	0.428
4-10 Years	2015	330LEA	M		0.197	0.143	0.261	0.428
4-10 Years	2015	330LEA	T			0.143	0.245	0.428
4-10 Years	2015	340LEA	A		0.321	0.55	0.257	0.428
4-10 Years	2015	340LEA	E		0.267	0.55	0.279	0.428
4-10 Years	2015	340LEA	H		0.232	0.55	0.242	0.428
4-10 Years	2015	340LEA	I		0.286	0.55	0.259	0.428
4-10 Years	2015	340LEA	M		0.262	0.55	0.261	0.428
4-10 Years	2015	340LEA	T		0.247	0.55	0.245	0.428
4-10 Years	2015	350LEA	E		0.256	0.563	0.279	0.428
4-10 Years	2015	350LEA	H		0.277	0.563	0.242	0.428
4-10 Years	2015	350LEA	M		0.307	0.563	0.261	0.428
4-10 Years	2015	360LEA	A		0.269	0.482	0.257	0.428
4-10 Years	2015	360LEA	E		0.273	0.482	0.279	0.428
4-10 Years	2015	360LEA	H		0.242	0.482	0.242	0.428
4-10 Years	2015	360LEA	M		0.196	0.482	0.261	0.428
4-10 Years	2015	360LEA	T		0.238	0.482	0.245	0.428
4-10 Years	2015	370LEA	E		0.23	0.2	0.279	0.428
4-10 Years	2015	370LEA	H		0.2	0.2	0.242	0.428
