LEA,LEAname,SchoolCode,SchoolName,OfficialSchoolName,GradeLevelCurrent,SchoolType,SchoolProgramType,SchoolYear
770,Richmond County Schools,770349,Richmond Early College High,Richmond Early College High School,09:10:11:12:13,Regular School,Early College,2018-19
770,Richmond County Schools,770351,Richmond 9th Grade Academy,Richmond County 9th Grade Academy,9,Regular School,None,2018-19
770,Richmond County Schools,770360,Rockingham Middle,Rockingham Middle,06:07:08,Regular School,None,2018-19
770,Richmond County Schools,770364,Cordova Middle,Cordova Middle,06:07:08,Regular School,None,2018-19
770,Richmond County Schools,770368,West Rockingham Elementary,West Rockingham Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
770,Richmond County Schools,770370,Washington Street Elementary,Washington Street Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
780,Public Schools of Robeson County,780320,Deep Branch Elementary,Deep Branch Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2018-19
780,Public Schools of Robeson County,780322,East Robeson Primary,East Robeson Primary,PK:KG:01:02:03,Regular School,None,2018-19
780,Public Schools of Robeson County,780324,Fairgrove Middle,Fairgrove Middle,04:05:06:07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780325,Fairmont High,Fairmont High,09:10:11:12,Regular School,None,2018-19
780,Public Schools of Robeson County,780326,Fairmont Middle,Fairmont Middle,05:06:07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780328,Green Grove Elementary,Green Grove Elementary,PK:KG:01:02:03,Regular School,None,2018-19
780,Public Schools of Robeson County,780329,Janie C Hargrave Elem,Janie C Hargrave Elem,PK:KG:01:02:03:04,Regular School,None,2018-19
780,Public Schools of Robeson County,780330,L Gilbert Carroll Middle,L Gilbert Carroll Middle,04:05:06,Regular School,None,2018-19
780,Public Schools of Robeson County,780331,Robeson Co Career Ctr,Robeson Co Career Ctr,NG,Vocational Education,None,2018-19
780,Public Schools of Robeson County,780336,Littlefield Middle,Littlefield Middle,04:05:06:07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780340,Long Branch Elementary,Long Branch Elementary,PK:KG:01:02:03:04,Regular School,None,2018-19
780,Public Schools of Robeson County,780341,Lumberton Junior High,Lumberton Junior High,07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780342,Lumberton Senior High,Lumberton Senior High,09:10:11:12,Regular School,None,2018-19
780,Public Schools of Robeson County,780344,Magnolia Elementary,Magnolia Elementary,PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780352,Orrum Middle,Orrum Middle,05:06:07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780356,Oxendine Elementary,Oxendine Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2018-19
780,Public Schools of Robeson County,780360,Parkton Elementary,Parkton Elementary,PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780364,Pembroke Elementary,Pembroke Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
780,Public Schools of Robeson County,780368,Pembroke Middle,Pembroke Middle,06:07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780374,Peterson Elementary,Peterson Elementary,PK:KG:01:02:03:04,Regular School,None,2018-19
780,Public Schools of Robeson County,780376,Piney Grove Elementary,Piney Grove Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2018-19
780,Public Schools of Robeson County,780384,Prospect Elementary,Prospect Elementary,PK:KG:01:02:03:04:05:06:07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780385,PSRC Early College at RCC,PSRC Early College at RCC,09:10:11:12:13,Regular School,Early College,2018-19
780,Public Schools of Robeson County,780390,R B Dean Elementary,R B Dean Elementary,PK:KG:01:02:03:04,Regular School,None,2018-19
780,Public Schools of Robeson County,780391,Red Springs High,Red Springs High,09:10:11:12,Regular School,None,2018-19
780,Public Schools of Robeson County,780392,Rex-Rennert Elementary,Rex-Rennert Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
780,Public Schools of Robeson County,780393,Red Springs Middle,Red Springs Middle,05:06:07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780394,Rosenwald Elementary,Rosenwald Elementary,PK:KG:01:02:03:04,Regular School,None,2018-19
780,Public Schools of Robeson County,780396,Rowland Middle,Rowland Middle,06:07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780398,Rowland Norment Elementary,Rowland Norment Elementary,PK:KG:01:02:03,Regular School,None,2018-19
780,Public Schools of Robeson County,780400,Saint Pauls Elementary,Saint Pauls Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
780,Public Schools of Robeson County,780401,Saint Pauls High,Saint Pauls High,09:10:11:12,Regular School,None,2018-19
780,Public Schools of Robeson County,780402,South Robeson High,South Robeson High,09:10:11:12,Regular School,None,2018-19
780,Public Schools of Robeson County,780403,Saint Pauls Middle,Saint Pauls Middle,06:07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780407,Tanglewood Elementary,Tanglewood Elementary,KG:01:02:03,Regular School,None,2018-19
780,Public Schools of Robeson County,780410,Townsend Middle,Townsend Middle,05:06:07:08,Regular School,None,2018-19
780,Public Schools of Robeson County,780412,Union Chapel Elementary,Union Chapel Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2018-19
780,Public Schools of Robeson County,780416,Union Elementary,Union Elementary,PK:KG:01:02:03:04:05:06,Regular School,None,2018-19
780,Public Schools of Robeson County,780417,W H Knuckles,W H Knuckles,PK:KG:01:02:03:04,Regular School,None,2018-19
780,Public Schools of Robeson County,780420,Purnell Swett High,Purnell Swett High,09:10:11:12,Regular School,None,2018-19
790,Rockingham County Schools,790302,Bethany Elementary,Bethany Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
790,Rockingham County Schools,790310,Central Elementary,Central Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
790,Rockingham County Schools,790314,Dalton McMichael High,Dalton McMichael High,09:10:11:12,Regular School,None,2018-19
790,Rockingham County Schools,790318,Douglass Elementary,Douglass Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
790,Rockingham County Schools,790327,Huntsville Elementary,Huntsville Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
790,Rockingham County Schools,790330,J E Holmes Middle,J E Holmes Middle,06:07:08,Regular School,None,2018-19
790,Rockingham County Schools,790344,Leaksville-Spray Elementary,Leaksville-Spray Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
790,Rockingham County Schools,790347,Lincoln Elementary,Lincoln Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
790,Rockingham County Schools,790350,Monroeton Elementary,Monroeton Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
790,Rockingham County Schools,790354,John M Morehead High,John M Morehead High,09:10:11:12,Regular School,None,2018-19
790,Rockingham County Schools,790362,John W Dillard Academy,John W Dillard Academy,KG:01:02:03:04:05,Regular School,None,2018-19
790,Rockingham County Schools,790366,Reidsville High,Reidsville High,09:10:11:12,Regular School,None,2018-19
790,Rockingham County Schools,790374,Reidsville Middle,Reidsville Middle,06:07:08,Regular School,None,2018-19
790,Rockingham County Schools,790378,Rockingham County High,Rockingham County High,09:10:11:12,Regular School,None,2018-19
790,Rockingham County Schools,790379,Rockingham Co Early College High,Rockingham Co Early College High,09:10:11:12:13,Regular School,Early College,2018-19
790,Rockingham County Schools,790380,Rockingham County Middle,Rockingham County Middle,06:07:08,Regular School,None,2018-19
790,Rockingham County Schools,790386,South End Elementary,South End Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
790,Rockingham County Schools,790390,Stoneville Elementary,Stoneville Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
790,Rockingham County Schools,790392,The SCORE Center,The SCORE Center,KG:01:02:03:04:05:06:07:08:09:10:11:12,Alternative Education,None,2018-19
790,Rockingham County Schools,790394,Western Rockingham Middle,Western Rockingham Middle,06:07:08,Regular School,None,2018-19
790,Rockingham County Schools,790398,Wentworth Elementary,Wentworth Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
790,Rockingham County Schools,790402,Williamsburg Elementary,Williamsburg Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800308,Henderson High,John S Henderson Independent High School,06:07:08:09:10:11:12,Alternative Education,None,2018-19
800,Rowan-Salisbury Schools,800312,Bostian Elementary,Bostian Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800314,Erwin Middle,Charles C Erwin Middle School,06:07:08,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800315,Overton Elementary,Carroll T Overton Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800316,China Grove Elementary,China Grove Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800320,China Grove Middle,China Grove Middle School,06:07:08,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800328,Corriher Lipe Middle,Corriher-Lipe Middle School,06:07:08,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800340,East Rowan High,East Rowan High School,09:10:11:12,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800346,Koontz Elementary,Elizabeth Duncan Koontz Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800347,Shive Elementary,Ethan H Shive Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800348,Enochville Elementary,Enochville Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800352,Faith Elementary,Faith Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800356,Granite Quarry Elementary,Granite Quarry Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800358,Isenberg Elementary,Harold D Isenberg Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800359,Dole Elementary,Elizabeth Hanford Dole Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800360,Hurley Elementary,Hurley Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800361,Carson High,Jesse C Carson High School,09:10:11:12,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800362,Knollwood Elementary,Knollwood Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800363,Knox Middle,J H Knox Middle School,06:07:08,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800364,Landis Elementary,Landis Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800366,Millbridge Elementary,Millbridge Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800368,Morgan Elementary,Morgan Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800372,Mt Ulla Elementary,Mount Ulla Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800373,North Rowan Elementary,North Rowan Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800376,North Rowan High,North Rowan High School,09:10:11:12,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800377,North Rowan Middle,North Rowan Middle School,06:07:08,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800392,Rockwell Elementary,Rockwell Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800394,Rowan Co Early College,Rowan County Early College,09:10:11:12,Regular School,Early College,2018-19
800,Rowan-Salisbury Schools,800396,Salisbury High,Salisbury High School,09:10:11:12,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800398,Southeast Middle,Southeast Middle School,06:07:08,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800400,South Rowan High,South Rowan High School,09:10:11:12,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800406,West Rowan Elementary,West Rowan Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800408,West Rowan High,West Rowan High School,09:10:11:12,Regular School,None,2018-19
800,Rowan-Salisbury Schools,800410,West Rowan Middle,West Rowan Middle School,06:07:08,Regular School,None,2018-19
810,Rutherford County Schools,810324,Chase High School,Chase High School,09:10:11:12,Regular School,None,2018-19
810,Rutherford County Schools,810326,Chase Middle School,Chase Middle School,06:07:08,Regular School,None,2018-19
810,Rutherford County Schools,810328,Cliffside Elementary School,Cliffside Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
810,Rutherford County Schools,810336,Forest City-Dunbar Elementary School,Forest City-Dunbar Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
810,Rutherford County Schools,810340,East Rutherford High School,East Rutherford High School,09:10:11:12,Regular School,None,2018-19
810,Rutherford County Schools,810342,East Rutherford Middle School,East Rutherford Middle School,06:07:08,Regular School,None,2018-19
810,Rutherford County Schools,810344,Ellenboro Elementary School,Ellenboro Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
810,Rutherford County Schools,810350,Forrest W. Hunt Elementary School,Forrest W. Hunt Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
810,Rutherford County Schools,810360,Harris Elementary School,Harris Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
810,Rutherford County Schools,810364,Mt. Vernon-Ruth Elementary School,Mt. Vernon-Ruth Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
810,Rutherford County Schools,810370,Pinnacle Elementary School,Pinnacle Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
810,Rutherford County Schools,810378,R-S Middle School,R-S Middle School,06:07:08,Regular School,None,2018-19
810,Rutherford County Schools,810384,R-S Central High School,R-S Central High School,09:10:11:12,Regular School,None,2018-19
810,Rutherford County Schools,810385,Rutherford Early College High School,Rutherford Early College High School,09:10:11:12:13,Regular School,Early College,2018-19
810,Rutherford County Schools,810386,Rutherford Opportunity Center,Rutherford Opportunity Center,06:07:08:09:10:11:12,Alternative Education,None,2018-19
810,Rutherford County Schools,810388,Rutherfordton Elementary School,Rutherfordton Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
810,Rutherford County Schools,810396,Spindale Elementary School,Spindale Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
810,Rutherford County Schools,810400,Sunshine Elementary School,Sunshine Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
820,Sampson County Schools,820312,Roseboro Elementary,Roseboro Elementary School,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
820,Sampson County Schools,820320,Clement Elementary,Clement Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
820,Sampson County Schools,820324,Sampson Early College High,Sampson Early College High,09:10:11:12:13,Regular School,Early College,2018-19
820,Sampson County Schools,820340,Hargrove Elementary,Hargrove Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
820,Sampson County Schools,820346,Hobbton Elementary,Hobbton Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
820,Sampson County Schools,820347,Hobbton Middle,Hobbton Middle,06:07:08,Regular School,None,2018-19
820,Sampson County Schools,820348,Hobbton High,Hobbton High,09:10:11:12,Regular School,None,2018-19
820,Sampson County Schools,820349,Lakewood High,Lakewood High,09:10:11:12,Regular School,None,2018-19
820,Sampson County Schools,820350,Midway Elementary,Midway Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
820,Sampson County Schools,820352,Midway High,Midway High,09:10:11:12,Regular School,None,2018-19
820,Sampson County Schools,820354,Midway Middle,Midway Middle,06:07:08,Regular School,None,2018-19
820,Sampson County Schools,820364,Plain View Elementary,Plain View Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
820,Sampson County Schools,820370,Union Middle,Union Middle,06:07:08,Regular School,None,2018-19
820,Sampson County Schools,820372,Roseboro-Salemburg Middle,Roseboro-Salemburg Middle,06:07:08,Regular School,None,2018-19
820,Sampson County Schools,820376,Salemburg Elementary,Salemburg Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
820,Sampson County Schools,820384,Union Elementary,Union Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
820,Sampson County Schools,820385,Union Intermediate,Union Intermediate School,04:05,Regular School,None,2018-19
820,Sampson County Schools,820388,Union High,Union High,09:10:11:12,Regular School,None,2018-19
821,Clinton City Schools,821304,Butler Avenue Elementary,Butler Avenue Elementary,02:03,Regular School,None,2018-19
821,Clinton City Schools,821308,Clinton High,Clinton High,09:10:11:12,Regular School,None,2018-19
821,Clinton City Schools,821316,Langdon C Kerr Elementary,Langdon C Kerr Elementary,P0:P1:P2:P3:PK:KG:01,Regular School,None,2018-19
821,Clinton City Schools,821320,Sampson Middle,Sampson Middle,06:07:08,Regular School,None,2018-19
821,Clinton City Schools,821330,Sunset Avenue Elementary,Sunset Avenue Elementary,04:05,Regular School,None,2018-19
830,Scotland County Schools,830304,Carver Middle,Carver Middle,06:07:08,Regular School,None,2018-19
830,Scotland County Schools,830312,Covington Street Elementary,Covington Street Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
830,Scotland County Schools,830316,Shaw Academy,Shaw Academy,06:07:08:09:10:11:12,Alternative Education,None,2018-19
830,Scotland County Schools,830320,I E Johnson Elementary,I. Ellis Johnson Elementary,P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
830,Scotland County Schools,830328,Laurel Hill Elementary,Laurel Hill Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
830,Scotland County Schools,830343,Scotland High School,Scotland High School,09:10:11:12,Regular School,None,2018-19
830,Scotland County Schools,830348,Scotland Early College High,Scotland Early College High,09:10:11:12:13,Regular School,Early College,2018-19
830,Scotland County Schools,830349,Spring Hill Middle,Spring Hill Middle,06:07:08,Regular School,Magnet,2018-19
830,Scotland County Schools,830356,South Scotland Elementary,South Scotland Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
830,Scotland County Schools,830360,Wagram Elementary,Wagram Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
830,Scotland County Schools,830364,Sycamore Lane Elementary,Sycamore Lane Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
840,Stanly County Schools,840302,Albemarle High,Albemarle High School,09:10:11:12,Regular School,None,2018-19
840,Stanly County Schools,840303,Albemarle Middle,Albemarle Middle School,06:07:08,Regular School,None,2018-19
840,Stanly County Schools,840304,Aquadale Elementary,Aquadale Elementary School,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
840,Stanly County Schools,840308,Badin Elementary,Badin Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
840,Stanly County Schools,840310,Central Elementary,Central Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
840,Stanly County Schools,840312,Endy Elementary,Endy Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
840,Stanly County Schools,840316,East Albemarle Elementary,East Albemarle Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
840,Stanly County Schools,840320,Locust Elementary,Locust Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
840,Stanly County Schools,840324,Millingport Elementary,Millingport Elementary School,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
840,Stanly County Schools,840328,North Stanly Middle,North Stanly Middle School,06:07:08,Regular School,None,2018-19
840,Stanly County Schools,840332,North Stanly High,North Stanly High School,09:10:11:12,Regular School,None,2018-19
840,Stanly County Schools,840336,Norwood Elementary,Norwood Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
840,Stanly County Schools,840342,Oakboro Choice STEM,Oakboro Choice STEM School,KG:01:02:03:04:05:06:07:08,Regular School,None,2018-19
840,Stanly County Schools,840344,Richfield Elementary,Richfield Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
840,Stanly County Schools,840350,West Stanly Middle School,West Stanly Middle School,06:07:08,Regular School,None,2018-19
840,Stanly County Schools,840356,South Stanly High,South Stanly High School,09:10:11:12,Regular School,None,2018-19
840,Stanly County Schools,840358,South Stanly Middle,South Stanly Middle School,06:07:08,Regular School,None,2018-19
840,Stanly County Schools,840360,Stanfield Elementary,Stanfield Elementary School,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
840,Stanly County Schools,840361,Stanly Early College High,Stanly Early College High School,09:10:11:12:13,Regular School,Early College,2018-19
840,Stanly County Schools,840366,Stanly County Virtual Education,Stanly County Virtual Education,KG:01:02:03:04:05:06:07:08:09:10:11:12,Regular School,None,2018-19
840,Stanly County Schools,840368,West Stanly High,West Stanly High School,09:10:11:12,Regular School,None,2018-19
840,Stanly County Schools,840370,Stanly Academy Learning Center,Stanly Academy Learning Center,09:10:11:12,Alternative Education,None,2018-19
850,Stokes County Schools,850304,Chestnut Grove Middle,Chestnut Grove Middle,06:07:08,Regular School,None,2018-19
850,Stokes County Schools,850312,Germanton Elementary,Germanton Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
850,Stokes County Schools,850314,Mount Olive Elementary,Mount Olive Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
850,Stokes County Schools,850316,King Elementary,King Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
850,Stokes County Schools,850320,Lawsonville Elementary,Lawsonville Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
850,Stokes County Schools,850324,Meadowbrook Academy,Meadowbrook Academy,06:07:08:09:10:11:12,Alternative Education,None,2018-19
850,Stokes County Schools,850328,Nancy Reynolds Elementary,Nancy Reynolds Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
850,Stokes County Schools,850332,North Stokes High,North Stokes High,09:10:11:12,Regular School,None,2018-19
850,Stokes County Schools,850336,Pine Hall Elementary,Pine Hall Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
850,Stokes County Schools,850338,Piney Grove Middle,Piney Grove Middle,06:07:08,Regular School,None,2018-19
850,Stokes County Schools,850340,Pinnacle Elementary,Pinnacle Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
850,Stokes County Schools,850342,Poplar Springs Elementary,Poplar Springs Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
850,Stokes County Schools,850348,Sandy Ridge  Elementary,Sandy Ridge Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
850,Stokes County Schools,850350,Southeastern Middle,Southeastern Stokes Middle,06:07:08,Regular School,None,2018-19
850,Stokes County Schools,850352,South Stokes High,South Stokes High,09:10:11:12,Regular School,None,2018-19
850,Stokes County Schools,850354,London Elementary,London Elementary,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
850,Stokes County Schools,850356,Walnut Cove Elementary,Walnut Cove Elementary,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
850,Stokes County Schools,850358,West Stokes High,West Stokes High,09:10:11:12,Regular School,None,2018-19
850,Stokes County Schools,850360,Stokes Early College,Stokes Early College High School,09:10:11:12:13,Regular School,Early College,2018-19
860,Surry County Schools,860302,Cedar Ridge Elementary,Cedar Ridge Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
860,Surry County Schools,860306,Central Middle,Central Middle School,06:07:08,Regular School,None,2018-19
860,Surry County Schools,860308,Copeland Elementary,Copeland Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
860,Surry County Schools,860312,Dobson Elementary,Dobson Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
860,Surry County Schools,860316,East Surry High,East Surry High School,09:10:11:12,Regular School,None,2018-19
860,Surry County Schools,860320,Flat Rock Elementary,Flat Rock Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
860,Surry County Schools,860324,Franklin Elementary,Franklin Elementary School,P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
860,Surry County Schools,860326,J Sam Gentry Middle,J Sam Gentry Middle School,06:07:08,Regular School,None,2018-19
860,Surry County Schools,860330,Meadowview Magnet Middle,Meadowview Magnet Middle School,06:07:08,Regular School,None,2018-19
860,Surry County Schools,860332,Mountain Park Elementary,Mountain Park Elementary,PK:KG:01:02:03:04:05,Regular School,None,2018-19
860,Surry County Schools,860336,North Surry High,North Surry High School,09:10:11:12,Regular School,None,2018-19
860,Surry County Schools,860339,Pilot Mountain Elementary,Pilot Mountain Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
860,Surry County Schools,860340,Pilot Mountain Middle,Pilot Mountain Middle School,06:07:08,Regular School,None,2018-19
860,Surry County Schools,860344,Rockford Elementary,Rockford Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
860,Surry County Schools,860348,Shoals Elementary,Shoals Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
860,Surry County Schools,860352,Surry Central High,Surry Central High School,09:10:11:12,Regular School,None,2018-19
860,Surry County Schools,860354,Surry Early College,Surry Early College High School of Design,09:10:11:12:13,Regular School,Early College,2018-19
860,Surry County Schools,860356,Westfield Elementary,Westfield Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
860,Surry County Schools,860360,White Plains Elementary,White Plains Elementary School,PK:KG:01:02:03:04:05,Regular School,None,2018-19
861,Elkin City Schools,861304,Elkin Elementary,Elkin Elementary School,PK:KG:01:02:03:04:05:06,Regular School,None,2018-19
861,Elkin City Schools,861308,Elkin High,Elkin High School,09:10:11:12,Regular School,None,2018-19
861,Elkin City Schools,861312,Elkin Middle,Elkin Middle School,07:08,Regular School,None,2018-19
862,Mount Airy City Schools,862308,Bruce H Tharrington Primary ,Bruce H Tharrington Primary ,PK:KG:01:02,Regular School,None,2018-19
862,Mount Airy City Schools,862310,Jones Intermediate,Jones Intermediate,03:04:05,Regular School,None,2018-19
862,Mount Airy City Schools,862312,Mount Airy High,Mount Airy High,09:10:11:12,Regular School,None,2018-19
862,Mount Airy City Schools,862316,Mount Airy Middle,Mount Airy Middle,06:07:08,Regular School,None,2018-19
870,Swain County Schools,870312,Cherokee Extension School,Cherokee Extension School,KG:01:02:03:04:05:06:07:08:09:10:11:12,Regular School,None,2018-19
870,Swain County Schools,870314,Swain County High School,Swain County High School,09:10:11:12,Regular School,None,2018-19
870,Swain County Schools,870318,Swain County Middle School,Swain County Middle School,P0:P1:P2:P3:PK:06:07:08,Regular School,None,2018-19
870,Swain County Schools,870320,Swain County East Elementary,Swain County East Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
870,Swain County Schools,870324,Swain County West Elementary,Swain County West Elementary,KG:01:02:03:04:05,Regular School,None,2018-19
880,Transylvania County Schools,880304,Brevard Elementary,Brevard Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
880,Transylvania County Schools,880308,Brevard High,Brevard High School,09:10:11:12,Regular School,None,2018-19
880,Transylvania County Schools,880312,Brevard Middle,Brevard Middle School,06:07:08,Regular School,None,2018-19
880,Transylvania County Schools,880318,Pisgah Forest Elementary,Pisgah Forest Elementary School,KG:01:02:03:04:05,Regular School,None,2018-19
880,Transylvania County Schools,880320,Davidson River School,Davidson River School,09:10:11:12,Alternative Education,None,2018-19
880,Transylvania County Schools,880324,Rosman Elementary,Rosman Elementary School,P0:P1:P2:P3:PK:KG:01:02:03:04:05,Regular School,None,2018-19
880,Transylvania County Schools,880328,Rosman High,Rosman High School,09:10:11:12,Regular School,None,2018-19
880,Transylvania County Schools,880330,Rosman Middle,Rosman Middle School,06:07:08,Regular School,None,2018-19
