"LEA Code"	"LEA Name"	"School Code"	"School Name"	"Charter School"	Current Grades	"Total Enrollment"	"# Identified Students"	Multiplier	"# Low Income Students"	"Percent Low Income Students"	"School Served"	"Eligibility Model"	"Eligibility Justification"	"Program Justification"	"# Students Served TAS"	"Grades Served TAS"	"Served 1st Year"	"School Year"
070	Beaufort County Schools	070342	Washington High	N	09,10,11,12	960	399	1.6	638	66.46	N	SW	 	 		 	 	2016-2017
07A	Washington Montessori	07A000	Washington Montessori	Y	0K,01,02,03,04,05,06,07,08,09,10,11	390	N/A	N/A	76	19.49	N	Not Title I	 	 		 	 	2016-2017
770	Richmond County Schools	770370	Washington Street Elementary	N	PK,0K,01,02,03,04,05	528	334	1.6	528	100	Y	SW-SW	 	 		 	2008-2009	2016-2017
950	Watauga County Schools	950336	Watauga High	N	09,10,11,12	1314	N/A	N/A	434	33.03	N	Not Title I	 	 		 	 	2016-2017
950	Watauga County Schools	950338	Watauga Innovation Academy	N	09,10,11,12	184	N/A	N/A	20	10.87	N	Not Title I	 	 		 	 	2016-2017
27A	Water's Edge Village School	27A000	Water's Edge Village School	Y	0K,01,02,03,04,05,06,07	26	N/A	N/A	6	23.08	N	Not Title I	 	 		 	 	2016-2017
900	Union County Public Schools	900372	Waxhaw Elementary	N	PK,0K,01,02,03,04,05	647	N/A	N/A	289	44.67	N	SW	 	 		 	 	2016-2017
430	Harnett County Schools	430380	Wayne Avenue Elem	N	04,05	239	N/A	N/A	194	81.17	Y	SW-SW	 	 		 	2005-2006	2016-2017
960	Wayne County Public Schools	960490	Wayne Early / Middle College High	N	09,10,11,12,13	245	N/A	N/A	102	41.63	N	SW	 	 		 	 	2016-2017
960	Wayne County Public Schools	960488	Wayne Middle / High Academy	N	0K,01,02,03,04,05,06,07,08,09,10,11,12	99	73	1.6	99	100	N	SW	 	 		 	 	2016-2017
96F	Wayne Preparatory	96F000	Wayne Preparatory Academy	Y	0K,01,02,03,04,05,06	559	N/A	N/A	190	33.99	N	Not Title I	 	 		 	 	2016-2017
960	Wayne County Public Schools	960700	Wayne School of Engineering	N	06,07,08,09,10,11,12,13	431	N/A	N/A	90	20.88	N	Not Title I	 	 		 	 	2016-2017
440	Haywood County Schools	440396	Waynesville Middle	N	06,07,08	844	N/A	N/A	454	53.79	N	SW	 	 		 	 	2016-2017
920	Wake County Schools	920598	Weatherstone Elementary	N	PK,0K,01,02,03,04,05	1028	N/A	N/A	295	28.7	N	Not Title I	 	 		 	 	2016-2017
110	Buncombe County Schools	110428	Weaverville Elementary	N	02,03,04	373	N/A	N/A	170	45.58	Y	SW-SW	 	 		 	2009-2010	2016-2017
110	Buncombe County Schools	110432	Weaverville Primary	N	0K,01	216	N/A	N/A	105	48.61	Y	SW-SW	 	 		 	2006-2007	2016-2017
180	Catawba County Schools	180388	Webb A Murray Elementary	N	PK,0K,01,02,03,04,05,06	463	N/A	N/A	370	79.91	Y	SW-SW	 	 		 	2006-2007	2016-2017
360	Gaston County Schools	360394	Webb Street School	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	170	N/A	N/A	97	57.06	N	SW	 	 		 	 	2016-2017
900	Union County Public Schools	900376	Weddington Elementary	N	PK,0K,01,02,03,04,05	770	N/A	N/A	41	5.32	N	Not Title I	 	 		 	 	2016-2017
900	Union County Public Schools	900377	Weddington High	N	09,10,11,12	1323	N/A	N/A	70	5.29	N	Not Title I	 	 		 	 	2016-2017
130	Cabarrus County Schools	130338	Weddington Hills Elementary	N	0K,01,02,03,04,05	963	N/A	N/A	591	61.37	Y	SW-SW	 	 		 	2005-2006	2016-2017
900	Union County Public Schools	900378	Weddington Middle	N	06,07,08	999	N/A	N/A	58	5.81	N	Not Title I	 	 		 	 	2016-2017
700	Elizabeth City-Pasquotank Public Schools	700328	Weeksville Elementary	N	0K,01,02,03,04,05	306	115	1.6	184	60.13	Y	SW-SW	 	 		 	2006-2007	2016-2017
410	Guilford County Schools	410592	Welborn Middle	N	06,07,08	394	N/A	N/A	244	61.93	Y	SW-SW	 	 		 	2008-2009	2016-2017
290	Davidson County Schools	290384	Welcome Elementary	N	PK,0K,01,02,03,04,05	615	N/A	N/A	350	56.91	Y	SW-SW	 	 		 	2006-2007	2016-2017
422	Weldon City Schools	422314	Weldon Elementary Global Academy	N	PK,0K,01,02,03,04	411	N/A	N/A	334	81.27	Y	SW-SW	 	 		 	2005-2006	2016-2017
422	Weldon City Schools	422318	Weldon Middle	N	05,06,07,08	211	N/A	N/A	159	75.36	Y	SW-SW	 	 		 	 	2016-2017
422	Weldon City Schools	422315	Weldon STEM High School Career Academies	N	09,10,11,12	185	N/A	N/A	122	65.95	Y	SW-SW	 	 		 	2014-2015	2016-2017
740	Pitt County Schools	740402	Wellcome Middle	N	06,07,08	399	399	1.6	399	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
980	Wilson County Schools	980396	Wells Elementary	N	0K,01,02,03,04,05	545	276	1.6	442	81.1	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920600	Wendell Elementary	N	0K,01,02,03,04,05	505	N/A	N/A	271	53.66	Y	SW-SW	 	 		 	2002-2003	2016-2017
920	Wake County Schools	920601	Wendell Middle	N	06,07,08	929	N/A	N/A	595	64.05	N	SW	 	 		 	 	2016-2017
790	Rockingham County Schools	790398	Wentworth Elementary	N	PK,0K,01,02,03,04,05	526	180	1.6	288	54.75	N	SW	 	 		 	 	2016-2017
900	Union County Public Schools	900380	Wesley Chapel Elementary	N	0K,01,02,03,04,05	500	N/A	N/A	52	10.4	N	Not Title I	 	 		 	 	2016-2017
020	Alexander County Schools	020330	West Alexander Middle	N	06,07,08	490	N/A	N/A	232	47.35	N	SW	 	 		 	 	2016-2017
080	Bertie County Schools	080356	West Bertie Elementary	N	PK,0K,01,02,03,04,05	254	N/A	N/A	254	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
090	Bladen County Schools	090368	West Bladen High	N	09,10,11,12	769	345	1.6	552	71.78	N	SW	 	 		 	 	2016-2017
100	Brunswick County Schools	100348	West Brunswick High	N	09,10,11,12	1318	N/A	N/A	721	54.7	N	SW	 	 		 	 	2016-2017
110	Buncombe County Schools	110436	West Buncombe Elementary	N	0K,01,02,03,04	603	N/A	N/A	403	66.83	Y	SW-SW	 	 		 	2006-2007	2016-2017
140	Caldwell County Schools	140390	West Caldwell High	N	09,10,11,12	849	348	1.6	557	65.61	N	SW	 	 		 	 	2016-2017
160	Carteret County Public Schools	160344	West Carteret High	N	09,10,11,12	1173	N/A	N/A	473	40.32	N	SW	 	 		 	 	2016-2017
920	Wake County Schools	920604	West Cary Middle	N	06,07,08	1012	N/A	N/A	211	20.85	N	Not Title I	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600576	West Charlotte High	N	09,10,11,12	1551	N/A	N/A	970	62.54	Y	SW-SW	 	 		 	2011-2012	2016-2017
510	Johnston County Schools	510326	West Clayton Elementary	N	PK,0K,01,02,03,04,05	942	N/A	N/A	430	45.65	N	SW	 	 		 	 	2016-2017
240	Columbus County Schools	240380	West Columbus High	N	09,10,11,12	469	N/A	N/A	341	72.71	N	SW	 	 		 	 	2016-2017
250	Craven County Schools	250372	West Craven High	N	09,10,11,12	947	N/A	N/A	473	49.95	N	SW	 	 		 	 	2016-2017
250	Craven County Schools	250376	West Craven Middle	N	06,07,08	818	N/A	N/A	549	67.11	N	SW	 	 		 	 	2016-2017
290	Davidson County Schools	290388	West Davidson High	N	09,10,11,12	596	N/A	N/A	237	39.77	N	TAS	 	 		 	 	2016-2017
330	Edgecombe County Public Schools	330348	West Edgecombe Middle	N	06,07,08	323	N/A	N/A	176	54.49	Y	SW-SW	 	 		 	2012-2013	2016-2017
230	Cleveland County Schools	230380	West Elementary	N	PK,0K,01,02,03,04	305	N/A	N/A	152	49.84	Y	SW-SW	 	 		 	2009-2010	2016-2017
630	Moore County Schools	630368	West End Elementary	N	PK,0K,01,02,03,04,05	432	N/A	N/A	174	40.28	Y	SW-SW	 	 		 	2009-2010	2016-2017
340	Winston Salem/Forsyth County Schools	340556	West Forsyth High	N	09,10,11,12	2251	N/A	N/A	566	25.14	N	Not Title I	 	 		 	 	2016-2017
400	Greene County Schools	400332	West Greene Elementary	N	02,03	505	N/A	N/A	414	81.98	Y	SW-SW	 	 		 	2002-2003	2016-2017
450	Henderson County Schools	450352	West Henderson High	N	09,10,11,12	1071	N/A	N/A	346	32.31	N	Not Title I	 	 		 	 	2016-2017
470	Hoke County Schools	470336	West Hoke Elementary	N	PK,0K,01,02,03,04,05	443	443	1.6	443	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
470	Hoke County Schools	470320	West Hoke Middle	N	06,07,08	589	589	1.6	589	100	Y	SW-SW	 	 		 	2009-2010	2016-2017
490	Iredell-Statesville Schools	490380	West Iredell High	N	09,10,11,12	874	N/A	N/A	455	52.06	N	SW	 	 		 	 	2016-2017
490	Iredell-Statesville Schools	490384	West Iredell Middle	N	06,07,08	659	N/A	N/A	448	67.98	N	SW	 	 		 	 	2016-2017
510	Johnston County Schools	510406	West Johnston High	N	09,10,11,12	1332	N/A	N/A	425	31.91	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920606	West Lake Elementary	N	PK,0K,01,02,03,04,05	948	N/A	N/A	176	18.57	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920607	West Lake Middle	N	06,07,08	1327	N/A	N/A	279	21.02	N	Not Title I	 	 		 	 	2016-2017
530	Lee County Schools	530356	West Lee Middle	N	06,07,08	708	N/A	N/A	451	63.7	N	SW	 	 		 	 	2016-2017
140	Caldwell County Schools	140392	West Lenoir Elementary	N	0K,01,02,03,04,05	184	141	1.6	184	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
550	Lincoln County Schools	550368	West Lincoln High	N	09,10,11,12	878	283	1.6	453	51.59	N	SW	 	 		 	 	2016-2017
550	Lincoln County Schools	550372	West Lincoln Middle	N	06,07,08	641	242	1.6	387	60.37	Y	SW-SW	 	 		 	2002-2003	2016-2017
780	Public Schools of Robeson County	780418	West Lumberton Elementary	N	PK,0K,01,02,03,04	144	135	1.6	144	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
590	McDowell County Schools	590352	West Marion Elementary	N	PK,0K,01,02,03,04,05	468	220	1.6	352	75.21	Y	SW-SW	 	 		 	2002-2003	2016-2017
590	McDowell County Schools	590356	West McDowell Middle	N	06,07,08	688	254	1.6	406	59.01	N	SW	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600579	West Mecklenburg High	N	09,10,11,12	1935	N/A	N/A	901	46.56	Y	SW-SW	 	 		 	2011-2012	2016-2017
620	Montgomery County Schools	620339	West Middle	N	06,07,08	419	N/A	N/A	275	65.63	N	SW	 	 		 	 	2016-2017
920	Wake County Schools	920608	West Millbrook Middle	N	06,07,08	945	N/A	N/A	413	43.7	N	SW	 	 		 	 	2016-2017
620	Montgomery County Schools	620340	West Montgomery High	N	09,10,11,12	555	N/A	N/A	327	58.92	N	SW	 	 		 	 	2016-2017
390	Granville County Schools	390364	West Oxford Elementary	N	PK,0K,01,02,03,04,05	511	N/A	N/A	398	77.89	Y	SW-SW	 	 		 	2006-2007	2016-2017
710	Pender County Schools	710348	West Pender Middle	N	06,07,08	174	N/A	N/A	146	83.91	Y	SW-SW	 	 		 	2006-2007	2016-2017
630	Moore County Schools	630373	West Pine Elementary	N	0K,01,02,03,04,05	573	N/A	N/A	211	36.82	N	TAS	 	 		 	 	2016-2017
630	Moore County Schools	630374	West Pine Middle	N	06,07,08	818	N/A	N/A	207	25.31	N	Not Title I	 	 		 	 	2016-2017
770	Richmond County Schools	770368	West Rockingham Elementary	N	PK,0K,01,02,03,04,05	349	234	1.6	349	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
800	Rowan-Salisbury Schools	800408	West Rowan High	N	09,10,11,12	1042	N/A	N/A	450	43.19	N	SW	 	 		 	 	2016-2017
800	Rowan-Salisbury Schools	800410	West Rowan Middle	N	06,07,08	646	N/A	N/A	322	49.85	N	SW	 	 		 	 	2016-2017
510	Johnston County Schools	510396	West Smithfield Elementary	N	PK,0K,01,02,03,04,05	534	N/A	N/A	500	93.63	Y	SW-SW	 	 		 	2005-2006	2016-2017
840	Stanly County Schools	840368	West Stanly High	N	09,10,11,12	846	N/A	N/A	279	32.98	N	Not Title I	 	 		 	 	2016-2017
840	Stanly County Schools	840350	West Stanly Middle School	N	06,07,08	686	N/A	N/A	292	42.57	N	SW	 	 		 	 	2016-2017
850	Stokes County Schools	850358	West Stokes High	N	09,10,11,12	882	N/A	N/A	332	37.64	N	TAS	 	 		 	 	2016-2017
510	Johnston County Schools	510414	West View Elementary	N	PK,0K,01,02,03,04,05	1007	N/A	N/A	263	26.12	N	Not Title I	 	 		 	 	2016-2017
970	Wilkes County Schools	970388	West Wilkes High	N	09,10,11,12	698	N/A	N/A	192	27.51	N	Not Title I	 	 		 	 	2016-2017
970	Wilkes County Schools	970389	West Wilkes Middle	N	06,07,08	601	N/A	N/A	211	35.11	N	TAS	 	 		 	 	2016-2017
990	Yadkin County Schools	990328	West Yadkin Elementary	N	PK,0K,01,02,03,04,05,06	554	N/A	N/A	390	70.4	Y	SW-SW	 	 		 	2002-2003	2016-2017
260	Cumberland County Schools	260452	Westarea Elementary	N	PK,0K,01,02,03,04,05	537	418	1.6	537	100	Y	SW-SW	 	 		 	2003-2004	2016-2017
600	Charlotte-Mecklenburg Schools	600577	Westerly Hills Academy	N	PK,0K,01,02,03,04,05,06,07,08	636	N/A	N/A	496	77.99	Y	SW-SW	 	 		 	2002-2003	2016-2017
010	Alamance-Burlington Schools	010400	Western Alamance High	N	09,10,11,12	1196	N/A	N/A	360	30.1	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410595	Western Guilford High	N	09,10,11,12	1284	N/A	N/A	361	28.12	N	Not Title I	 	 		 	 	2016-2017
430	Harnett County Schools	430384	Western Harnett High	N	09,10,11,12	1419	N/A	N/A	798	56.24	N	SW	 	 		 	 	2016-2017
430	Harnett County Schools	430386	Western Harnett Middle	N	06,07,08	674	N/A	N/A	391	58.01	N	SW	 	 		 	 	2016-2017
010	Alamance-Burlington Schools	010403	Western Middle	N	06,07,08	877	N/A	N/A	290	33.07	N	Not Title I	 	 		 	 	2016-2017
790	Rockingham County Schools	790394	Western Rockingham Middle	N	06,07,08	674	253	1.6	405	60.09	N	SW	 	 		 	 	2016-2017
900	Union County Public Schools	900384	Western Union Elementary	N	PK,0K,01,02,03,04,05	703	N/A	N/A	248	35.28	N	TAS	 	 		 	 	2016-2017
910	Vance County Schools	910368	Western Vance High	N	09,10,11,12	64	N/A	N/A	48	75	N	SW	 	 		 	 	2016-2017
860	Surry County Schools	860356	Westfield Elementary	N	PK,0K,01,02,03,04,05	251	N/A	N/A	174	69.32	Y	SW-SW	 	 		 	2005-2006	2016-2017
630	Moore County Schools	630376	Westmoore Elementary	N	0K,01,02,03,04,05,06,07,08	328	N/A	N/A	163	49.7	Y	SW-SW	 	 		 	2005-2006	2016-2017
260	Cumberland County Schools	260455	Westover High	N	09,10,11,12	1133	N/A	N/A	813	71.76	N	SW	 	 		 	 	2016-2017
260	Cumberland County Schools	260454	Westover Middle	N	06,07,08	725	414	1.6	662	91.31	Y	SW-SW	 	 		 	2014-2015	2016-2017
050	Ashe County Schools	050335	Westwood Elementary	N	0K,01,02,03,04,05,06	550	N/A	N/A	341	62	Y	SW-SW	 	 		 	2006-2007	2016-2017
760	Randolph County School System	760388	Wheatmore High	N	09,10,11,12	831	N/A	N/A	298	35.86	N	TAS	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340560	Whitaker Elementary	N	PK,0K,01,02,03,04,05	603	N/A	N/A	115	19.07	N	Not Title I	 	 		 	 	2016-2017
160	Carteret County Public Schools	160352	White Oak Elementary	N	PK,0K,01,02,03,04,05	811	N/A	N/A	270	33.29	N	Not Title I	 	 		 	 	2016-2017
210	Edenton-Chowan Schools	210316	White Oak Elementary	N	PK,0K,01,02	580	N/A	N/A	398	68.62	Y	SW-SW	 	 		 	2002-2003	2016-2017
920	Wake County Schools	920614	White Oak Elementary	N	PK,0K,01,02,03,04,05	329	N/A	N/A	56	17.02	N	Not Title I	 	 		 	 	2016-2017
670	Onslow County Schools	670364	White Oak High	N	09,10,11,12	1049	N/A	N/A	377	35.94	N	TAS	 	 		 	 	2016-2017
860	Surry County Schools	860360	White Plains Elementary	N	PK,0K,01,02,03,04,05	339	N/A	N/A	203	59.88	Y	SW-SW	 	 		 	2006-2007	2016-2017
241	Whiteville City Schools	241316	Whiteville High	N	09,10,11,12	642	196	1.6	314	48.91	Y	SW-SW	 	 		 	2009-2010	2016-2017
241	Whiteville City Schools	241320	Whiteville Primary	N	PK,0K,01,02	575	357	1.6	571	99.3	Y	SW-SW	 	 		 	2004-2005	2016-2017
600	Charlotte-Mecklenburg Schools	600318	Whitewater Academy	N	PK,0K,01,02,03,04,05	838	N/A	N/A	478	57.04	Y	SW-SW	 	 		 	2010-2011	2016-2017
600	Charlotte-Mecklenburg Schools	600317	Whitewater Middle	N	06,07,08	867	N/A	N/A	534	61.59	Y	SW-SW	 	 		 	2009-2010	2016-2017
140	Caldwell County Schools	140396	Whitnel Elementary	N	PK,0K,01,02,03,04,05	316	193	1.6	309	97.78	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920616	Wilburn Elementary	N	PK,0K,01,02,03,04,05	774	N/A	N/A	562	72.61	Y	SW-SW	 	 		 	2005-2006	2016-2017
920	Wake County Schools	920618	Wildwood Forest Elementary	N	PK,0K,01,02,03,04,05	818	N/A	N/A	488	59.66	Y	SW-SW	 	 		 	2009-2010	2016-2017
410	Guilford County Schools	410598	Wiley Accel/Enrichment	N	PK,0K,01,02,03,04,05	341	N/A	N/A	270	79.18	Y	SW-SW	 	 		 	 	2016-2017
920	Wake County Schools	920620	Wiley Elementary	N	0K,01,02,03,04,05	516	N/A	N/A	196	37.98	N	TAS	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340564	Wiley Magnet Middle	N	06,07,08	606	284	1.6	454	74.92	Y	SW-SW	 	 		 	2009-2010	2016-2017
970	Wilkes County Schools	970390	Wilkes Central High	N	09,10,11,12	869	N/A	N/A	333	38.32	N	TAS	 	 		 	 	2016-2017
970	Wilkes County Schools	970393	Wilkes Early College High	N	09,10,11,12,13	213	N/A	N/A	78	36.62	N	TAS	 	 		 	 	2016-2017
970	Wilkes County Schools	970392	Wilkesboro Elementary	N	PK,0K,01,02,03,04,05	467	N/A	N/A	183	39.19	Y	TAS-SW	 	Always SW		 	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600312	William Amos Hough High	N	09,10,11,12	2560	N/A	N/A	243	9.49	N	Not Title I	 	 		 	 	2016-2017
300	Davie County Schools	300337	William Ellis Middle	N	06,07,08	498	N/A	N/A	147	29.52	N	Not Title I	 	 		 	 	2016-2017
260	Cumberland County Schools	260404	William H Owen Elementary	N	PK,0K,01,02,03,04,05	412	275	1.6	412	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
140	Caldwell County Schools	140368	William Lenoir Middle	N	06,07,08	554	211	1.6	338	61.01	Y	SW-SW	 	 		 	2006-2007	2016-2017
300	Davie County Schools	300336	William R Davie Elementary	N	0K,01,02,03,04,05	380	N/A	N/A	209	55	Y	SW-SW	 	 		 	2006-2007	2016-2017
420	Halifax County Schools	420376	William R Davie Middle	N	06,07,08	346	N/A	N/A	346	100	Y	SW-SW	 	 		 	2003-2004	2016-2017
260	Cumberland County Schools	260459	William T Brown Elementary	N	PK,0K,01,02,03,04,05	463	273	1.6	437	94.38	Y	SW-SW	 	 		 	2006-2007	2016-2017
06B	Williams Academy (fka Crossnore)	06B000	Williams Academy	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	121	N/A	N/A	118	97.52	Y	SW-SW	 	 		 	2006-2007	2016-2017
110	Buncombe County Schools	110412	Williams Elementary	N	0K,01,02,03,04,05	433	N/A	N/A	324	74.83	Y	SW-SW	 	 		 	2006-2007	2016-2017
240	Columbus County Schools	240388	Williams Township	N	PK,0K,01,02,03,04,05,06,07,08	709	N/A	N/A	507	71.51	Y	SW-SW	 	 		 	2002-2003	2016-2017
790	Rockingham County Schools	790402	Williamsburg Elementary	N	PK,0K,01,02,03,04,05	537	277	1.6	443	82.5	Y	SW-SW	 	 		 	2004-2005	2016-2017
580	Martin County Schools	580308	Williamston Primary	N	PK,0K,01,02	461	N/A	N/A	295	63.99	Y	SW-SW	 	 		 	2006-2007	2016-2017
640	Nash-Rocky Mount Schools	640396	Williford Elementary	N	PK,0K,01,02,03,04,05	487	487	1.6	487	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
660	Northampton County Schools	660360	Willis Hare Elementary	N	PK,0K,01,02,03,04	291	N/A	N/A	191	65.64	Y	SW-SW	 	 		 	2006-2007	2016-2017
650	New Hanover County Schools	650392	Williston Middle	N	06,07,08	705	482	1.6	705	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
19C	Willow Oak Montessori	19C000	Willow Oak Montessori	Y	01,02,03,04,05,06	180	N/A	N/A	20	11.11	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920624	Willow Springs Elementary	N	0K,01,02,03,04,05	1058	N/A	N/A	296	27.98	N	Not Title I	 	 		 	 	2016-2017
650	New Hanover County Schools	650394	Wilmington Early College High	N	09,10,11,12,13	195	54	1.6	86	44.1	N	SW	 	 		 	 	2016-2017
65B	Wilmington Preparatory Academy	65B000	Wilmington Preparatory Academy	Y	0K,01,02,03,04,05,06,07,08	148	N/A	N/A	92	62.16	Y	SW-SW	 	 		 	2011-2012	2016-2017
980	Wilson County Schools	980397	Wilson Academy of Applied Technology	N	09	62	N/A	N/A	43	69.35	N	SW	 	 		 	 	2016-2017
980	Wilson County Schools	980398	Wilson Early College Academy	N	09,10,11,12,13	278	N/A	N/A	108	38.85	N	TAS	 	 		 	 	2016-2017
98B	Wilson Preparatory Academy	98B000	Wilson Preparatory Academy	Y	0K,01,02,03,04,05,06,07,08,09,10	550	N/A	N/A	182	33.09	Y	TAS-TAS	Charter School	 	170	0K,01,02,03,04,05,06,07,08,09,10	2014-2015	2016-2017
510	Johnston County Schools	510408	Wilson's Mills Elementary	N	0K,01,02,03,04,05	512	N/A	N/A	390	76.17	Y	SW-SW	 	 		 	2006-2007	2016-2017
390	Granville County Schools	390368	Wilton Elementary	N	PK,0K,01,02,03,04,05	292	N/A	N/A	127	43.49	Y	SW-SW	 	 		 	2010-2011	2016-2017
600	Charlotte-Mecklenburg Schools	600586	Winding Springs Elementary	N	PK,0K,01,02,03,04,05	974	N/A	N/A	551	56.57	Y	SW-SW	 	 		 	2011-2012	2016-2017
080	Bertie County Schools	080362	Windsor Elementary	N	PK,0K,01,02,03,04,05	351	N/A	N/A	351	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
600	Charlotte-Mecklenburg Schools	600587	Windsor Park Elementary	N	PK,0K,01,02,03,04,05	851	N/A	N/A	479	56.29	Y	SW-SW	 	 		 	2005-2006	2016-2017
130	Cabarrus County Schools	130340	Winecoff Elementary	N	PK,0K,01,02,03,04,05	925	N/A	N/A	683	73.84	Y	SW-SW	 	 		 	2004-2005	2016-2017
900	Union County Public Schools	900388	Wingate Elementary	N	PK,0K,01,02,03,04,05	592	N/A	N/A	502	84.8	Y	SW-SW	 	 		 	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600588	Winget Park Elementary	N	0K,01,02,03,04,05	518	N/A	N/A	103	19.88	N	Not Title I	 	 		 	 	2016-2017
640	Nash-Rocky Mount Schools	640400	Winstead Avenue Elementary	N	PK,0K,01,02	592	592	1.6	592	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
980	Wilson County Schools	980400	Winstead Elementary	N	0K,01,02,03,04,05	375	253	1.6	375	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
340	Winston Salem/Forsyth County Schools	340568	Winston-Salem Preparatory Acad	N	06,07,08,09,10,11,12	433	284	1.6	433	100	Y	SW-SW	 	 		 	2009-2010	2016-2017
650	New Hanover County Schools	650400	Winter Park Model Elementary	N	0K,01,02,03,04,05	378	227	1.6	363	96.03	Y	SW-SW	 	 		 	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600589	Winterfield Elementary	N	PK,0K,01,02,03,04,05	761	N/A	N/A	512	67.28	Y	SW-SW	 	 		 	2004-2005	2016-2017
740	Pitt County Schools	740404	Wintergreen Intermediate	N	03,04,05	738	N/A	N/A	268	36.31	Y	TAS-SW	 	Always SW		 	2012-2013	2016-2017
740	Pitt County Schools	740406	Wintergreen Primary	N	PK,0K,01,02	795	N/A	N/A	334	42.01	Y	SW-SW	 	 		 	2005-2006	2016-2017
74C	Winterville Charter Academy	74C000	Winterville Charter Academy	Y	0K,01,02,03,04,05,06	509	N/A	N/A	230	45.19	Y	SW-SW	 	 		 	2015-2016	2016-2017
020	Alexander County Schools	020332	Wittenburg Elementary	N	PK,0K,01,02,03,04,05	290	N/A	N/A	153	52.76	Y	SW-SW	 	 		 	2010-2011	2016-2017
130	Cabarrus County Schools	130344	Wolf Meadow Elementary	N	0K,01,02,03,04,05	585	344	1.6	550	94.02	Y	SW-SW	 	 		 	2005-2006	2016-2017
900	Union County Public Schools	900392	Wolfe School	N	0K,01,02,03,04,05,06,07,08,09,10,11,12	73	N/A	N/A	39	53.42	N	SW	 	 		 	 	2016-2017
