"LEA Code"	"LEA Name"	"School Code"	"School Name"	"Charter School"	Current Grades	"Total Enrollment"	"# Identified Students"	Multiplier	"# Low Income Students"	"Percent Low Income Students"	"School Served"	"Eligibility Model"	"Eligibility Justification"	"Program Justification"	"# Students Served TAS"	"Grades Served TAS"	"Served 1st Year"	"School Year"
580	Martin County Schools	580324	Jamesville Elementary	N	PK,0K,01,02,03,04,05	237	N/A	N/A	102	43.04	Y	SW-SW	 	 		 	2006-2007	2016-2017
780	Public Schools of Robeson County	780329	Janie C Hargrave Elem	N	PK,0K,01,02,03,04	259	195	1.6	259	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
270	Currituck County Schools	270309	Jarvisburg Elementary	N	0K,01,02,03,04,05	285	N/A	N/A	148	51.93	Y	SW-SW	 	 		 	2006-2007	2016-2017
130	Cabarrus County Schools	130316	Jay M Robinson High	N	09,10,11,12	1281	N/A	N/A	608	47.46	N	SW	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600431	Jay M Robinson Middle	N	06,07,08	1097	N/A	N/A	52	4.74	N	Not Title I	 	 		 	 	2016-2017
230	Cleveland County Schools	230348	Jefferson Elementary	N	PK,0K,01,02,03,04	364	N/A	N/A	237	65.11	Y	SW-SW	 	 		 	2006-2007	2016-2017
340	Winston Salem/Forsyth County Schools	340403	Jefferson Elementary	N	PK,0K,01,02,03,04,05	562	N/A	N/A	176	31.32	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410423	Jefferson Elementary	N	PK,0K,01,02,03,04,05	667	N/A	N/A	255	38.23	N	TAS	 	 		 	 	2016-2017
920	Wake County Schools	920452	Jeffreys Grove Elementary	N	PK,0K,01,02,03,04,05	581	N/A	N/A	181	31.15	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410424	Jesse Wharton Elem	N	0K,01,02,03,04,05	490	N/A	N/A	126	25.71	N	Not Title I	 	 		 	 	2016-2017
100	Brunswick County Schools	100310	Jessie Mae Monroe Elementary	N	0K,01,02,03,04,05	459	N/A	N/A	351	76.47	Y	SW-SW	 	 		 	2002-2003	2016-2017
390	Granville County Schools	390700	JF Webb HS Of Health And Life Sciences	N	09,10,11,12	283	N/A	N/A	81	28.62	N	Not Title I	 	 		 	 	2016-2017
120	Burke County Schools	120346	Jimmy C Draughn High School	N	09,10,11,12	592	N/A	N/A	288	48.65	N	SW	 	 		 	 	2016-2017
390	Granville County Schools	390336	Joe Toler-Oak Hill Elementary	N	PK,0K,01,02,03,04,05	222	N/A	N/A	142	63.96	Y	SW-SW	 	 		 	2006-2007	2016-2017
210	Edenton-Chowan Schools	210312	John A Holmes High	N	09,10,11,12	583	N/A	N/A	325	55.75	N	SW	 	 		 	 	2016-2017
070	Beaufort County Schools	070327	John C Tayloe Elementary	N	02,03	567	336	1.6	538	94.89	Y	SW-SW	 	 		 	2006-2007	2016-2017
360	Gaston County Schools	360431	John Chavis Middle School	N	06,07,08	392	N/A	N/A	233	59.44	N	SW	 	 		 	 	2016-2017
650	New Hanover County Schools	650341	John J Blair Elementary	N	0K,01,02,03,04,05	550	154	1.6	246	44.73	Y	SW-SW	 	 		 	2010-2011	2016-2017
790	Rockingham County Schools	790354	John M Morehead High	N	09,10,11,12	883	374	1.6	598	67.72	N	SW	 	 		 	 	2016-2017
260	Cumberland County Schools	260369	John R Griffin Middle	N	06,07,08	942	N/A	N/A	326	34.61	N	Not Title I	 	 		 	 	2016-2017
760	Randolph County School System	760330	John R Lawrence Elementary	N	0K,01,02,03,04,05	449	N/A	N/A	193	42.98	N	SW	 	 		 	 	2016-2017
070	Beaufort County Schools	070328	John Small Elementary	N	04,05	561	314	1.6	502	89.48	Y	SW-SW	 	 		 	2005-2006	2016-2017
650	New Hanover County Schools	650342	John T Hoggard High	N	09,10,11,12	1709	353	1.6	565	33.06	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410451	John Van Lindley Elementary	N	PK,0K,01,02,03,04,05	523	N/A	N/A	235	44.93	Y	SW-SW	 	 		 	2015-2016	2016-2017
790	Rockingham County Schools	790334	John W Dillard Elementary	N	PK,0K,01,02,03,04,05	273	165	1.6	264	96.7	Y	SW-SW	 	 		 	2006-2007	2016-2017
980	Wilson County Schools	980344	John W Jones Elementary	N	PK,0K,01,02,03,04,05	649	244	1.6	390	60.09	Y	SW-SW	 	 		 	2009-2010	2016-2017
410	Guilford County Schools	410427	Johnson Street Global Studies	N	0K,01,02,03,04,05,06,07,08	444	N/A	N/A	225	50.68	Y	SW-SW	 	 		 	2006-2007	2016-2017
430	Harnett County Schools	430348	Johnsonville Elementary	N	0K,01,02,03,04,05	585	N/A	N/A	453	77.44	Y	SW-SW	 	 		 	2006-2007	2016-2017
510	Johnston County Schools	510367	Johnston Co Early College Academy	N	09,10,11,12,13	236	N/A	N/A	85	36.02	N	TAS	 	 		 	 	2016-2017
510	Johnston County Schools	510357	Johnston Co Middle College	N	10,11,12	118	N/A	N/A	25	21.19	N	Not Title I	 	 		 	 	2016-2017
510	Johnston County Schools	510325	Johnston County Schools Career Technical	N	09	62	N/A	N/A	10	16.13	N	Not Title I	 	 		 	 	2016-2017
110	Buncombe County Schools	110372	Johnston Elementary	N	0K,01,02,03,04	302	182	1.6	291	96.36	Y	SW-SW	 	 		 	2006-2007	2016-2017
440	Haywood County Schools	440349	Jonathan Valley Elementary	N	PK,0K,01,02,03,04,05	364	N/A	N/A	200	54.95	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920453	Jones Dairy Elementary	N	PK,0K,01,02,03,04,05	827	N/A	N/A	104	12.58	N	Not Title I	 	 		 	 	2016-2017
862	Mount Airy City Schools	862310	Jones Elementary	N	03,04,05	363	N/A	N/A	247	68.04	Y	SW-SW	 	 		 	2004-2005	2016-2017
520	Jones County Schools	520324	Jones Middle	N	07,08	151	N/A	N/A	70	46.36	Y	SW-SW	 	 		 	2005-2006	2016-2017
520	Jones County Schools	520320	Jones Senior High	N	09,10,11,12	319	N/A	N/A	143	44.83	N	SW	 	 		 	2016-2017	2016-2017
990	Yadkin County Schools	990324	Jonesville Elementary	N	PK,0K,01,02,03,04,05,06	350	N/A	N/A	263	75.14	Y	SW-SW	 	 		 	2005-2006	2016-2017
190	Chatham County Schools	190336	Jordan Matthews High	N	09,10,11,12	743	N/A	N/A	463	62.31	N	SW	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600432	Joseph W Grier Academy	N	PK,0K,01,02,03,04,05	837	N/A	N/A	423	50.54	Y	SW-SW	 	 		 	2009-2010	2016-2017
920	Wake County Schools	920456	Joyner Elementary	N	PK,0K,01,02,03,04,05	712	N/A	N/A	194	27.25	N	Not Title I	 	 		 	 	2016-2017
410	Guilford County Schools	410373	Julius I Foust Elementary	N	PK,0K,01,02,03,04,05	369	N/A	N/A	230	62.33	Y	SW-SW	 	 		 	2006-2007	2016-2017
440	Haywood County Schools	440350	Junaluska Elementary	N	0K,01,02,03,04,05	436	N/A	N/A	266	61.01	Y	SW-SW	 	 		 	2006-2007	2016-2017
740	Pitt County Schools	740366	Junius H Rose High	N	09,10,11,12	1450	N/A	N/A	736	50.76	N	SW	 	 		 	 	2016-2017
13D	Kannapolis Charter Academy	13D000	Kannapolis Charter Academy	Y	0K,01,02,03,04,05,06	478	N/A	N/A	271	56.69	Y	SW-SW	 	 		 	2016-2017	2016-2017
132	Kannapolis City Schools	132329	Kannapolis Intermediate	N	05,06	808	N/A	N/A	424	52.48	Y	SW-SW	 	 		 	2005-2006	2016-2017
132	Kannapolis City Schools	132330	Kannapolis Middle	N	07,08	851	N/A	N/A	409	48.06	N	SW	 	 		 	 	2016-2017
310	Duplin County Schools	310356	Kenansville Elementary	N	PK,0K,01,02,03,04,05	395	N/A	N/A	299	75.7	Y	SW-SW	 	 		 	2006-2007	2016-2017
600	Charlotte-Mecklenburg Schools	600434	Kennedy Middle	N	06,07,08	771	N/A	N/A	247	32.04	N	Not Title I	 	 		 	 	2016-2017
900	Union County Public Schools	900328	Kensington Elementary	N	0K,01,02,03,04,05	740	N/A	N/A	55	7.43	N	Not Title I	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340416	Kernersville Elementary	N	PK,0K,01,02,03,04,05	840	440	1.6	704	83.81	Y	SW-SW	 	 		 	2012-2013	2016-2017
340	Winston Salem/Forsyth County Schools	340420	Kernersville Middle	N	06,07,08	723	N/A	N/A	296	40.94	N	SW	 	 		 	 	2016-2017
410	Guilford County Schools	410437	Kernodle Middle	N	06,07,08	759	N/A	N/A	102	13.44	N	Not Title I	 	 		 	 	2016-2017
32D	Kestrel Heights School	32D000	Kestrel Heights School	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	970	N/A	N/A	111	11.44	N	Not Title I	 	 		 	 	2016-2017
340	Winston Salem/Forsyth County Schools	340424	Kimberley Park Elementary	N	PK,0K,01,02,03,04,05	310	253	1.6	310	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
340	Winston Salem/Forsyth County Schools	340426	Kimmel Farm Elementary	N	PK,0K,01,02,03,04,05	883	N/A	N/A	517	58.55	Y	SW-SW	 	 		 	2014-2015	2016-2017
850	Stokes County Schools	850316	King Elementary	N	PK,0K,01,02,03,04,05	467	N/A	N/A	291	62.31	Y	SW-SW	 	 		 	2006-2007	2016-2017
140	Caldwell County Schools	140360	Kings Creek Elementary	N	PK,0K,01,02,03,04,05,06,07,08	207	83	1.6	133	64.25	Y	SW-SW	 	 		 	2006-2007	2016-2017
230	Cleveland County Schools	230350	Kings Mountain High	N	09,10,11,12	1208	N/A	N/A	591	48.92	N	SW	 	 		 	 	2016-2017
230	Cleveland County Schools	230351	Kings Mountain Intermediate	N	05,06	649	N/A	N/A	424	65.33	Y	SW-SW	 	 		 	2016-2017	2016-2017
230	Cleveland County Schools	230352	Kings Mountain Middle	N	07,08	654	N/A	N/A	393	60.09	N	SW	 	 		 	 	2016-2017
920	Wake County Schools	920460	Kingswood Elementary	N	PK,0K,01,02,03,04,05	444	N/A	N/A	216	48.65	Y	SW-SW	 	 		 	2007-2008	2016-2017
340	Winston Salem/Forsyth County Schools	340427	Kingswood School	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	72	35	1.6	56	77.78	Y	SW-SW	 	 		 	2011-2012	2016-2017
540	Lenoir County Public Schools	540315	Kinston High	N	09,10,11,12	757	N/A	N/A	470	62.09	N	SW	 	 		 	 	2016-2017
60L	KIPP: Charlotte	60L000	KIPP Charlotte	Y	0K,04,05,06,07,08	610	340	1.6	544	89.18	Y	SW-SW	 	 		 	2006-2007	2016-2017
32S	KIPP Durham College Preparatory	32S000	KIPP Durham College Preparatory	Y	05,06	91	N/A	N/A	75	82.42	Y	SW-SW	 	 		 	2015-2016	2016-2017
42A	KIPP Halifax College Preparatory	42A000	KIPP Halifax College Prep	Y	05,06,07	161	137	1.6	161	100	Y	SW-SW	 	 		 	2014-2015	2016-2017
410	Guilford County Schools	410439	Kirkman Park Elementary	N	PK,0K,01,02,03,04,05	316	N/A	N/A	228	72.15	Y	SW-SW	 	 		 	2003-2004	2016-2017
360	Gaston County Schools	360432	Kiser Elementary	N	03,04,05	415	N/A	N/A	248	59.76	N	SW	 	 		 	 	2016-2017
550	Lincoln County Schools	550324	Kiser Intermediate	N	04,05	384	202	1.6	323	84.11	Y	SW-SW	 	 		 	2006-2007	2016-2017
410	Guilford County Schools	410442	Kiser Middle	N	06,07,08	774	N/A	N/A	356	45.99	Y	SW-SW	 	 		 	2015-2016	2016-2017
280	Dare County Schools	280308	Kitty Hawk Elementary School	N	0K,01,02,03,04,05	455	N/A	N/A	100	21.98	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920464	Knightdale Elementary	N	PK,0K,01,02,03,04,05	749	N/A	N/A	572	76.37	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920466	Knightdale High	N	09,10,11,12	1694	N/A	N/A	897	52.95	N	SW	 	 		 	 	2016-2017
800	Rowan-Salisbury Schools	800362	Knollwood Elementary	N	0K,01,02,03,04,05	661	516	1.6	661	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
270	Currituck County Schools	270312	Knotts Island Elementary	N	0K,01,02,03,04,05	77	N/A	N/A	44	57.14	Y	SW-TAS	 	 	20	01,02,03,04,05	2006-2007	2016-2017
800	Rowan-Salisbury Schools	800363	Knox Middle	N	06,07,08	572	450	1.6	572	100	Y	SW-SW	 	 		 	2012-2013	2016-2017
340	Winston Salem/Forsyth County Schools	340428	Konnoak Elementary	N	PK,0K,01,02,03,04,05	750	512	1.6	750	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
800	Rowan-Salisbury Schools	800346	Koontz Elementary	N	0K,01,02,03,04,05	517	450	1.6	517	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
110	Buncombe County Schools	110450	Koontz Intermediate	N	05,06	689	N/A	N/A	344	49.93	Y	SW-SW	 	 		 	2013-2014	2016-2017
910	Vance County Schools	910376	L B Yancey Elementary	N	PK,0K,01,02,03,04,05	249	N/A	N/A	191	76.71	Y	SW-SW	 	 		 	2006-2007	2016-2017
780	Public Schools of Robeson County	780330	L Gilbert Carroll Middle	N	04,05,06	678	396	1.6	634	93.51	Y	SW-SW	 	 		 	2002-2003	2016-2017
770	Richmond County Schools	770340	L J Bell Elementary	N	PK,0K,01,02,03,04,05	556	324	1.6	518	93.17	Y	SW-SW	 	 		 	2006-2007	2016-2017
540	Lenoir County Public Schools	540316	La Grange Elementary	N	PK,0K,01,02,03,04,05	596	N/A	N/A	426	71.48	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920468	Lacy Elementary	N	PK,0K,01,02,03,04,05	750	N/A	N/A	202	26.93	N	Not Title I	 	 		 	 	2016-2017
430	Harnett County Schools	430352	LaFayette Elementary	N	0K,01,02,03,04,05	671	N/A	N/A	278	41.43	Y	SW-SW	 	 		 	2006-2007	2016-2017
650	New Hanover County Schools	650345	Lake Forest Academy	N	0K,01,02,03,04,05,06,07,08	27	23	1.6	27	100	N	SW	 	 		 	 	2016-2017
81B	Lake Lure Classical Academy	81B000	Lake Lure Classical Academy	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	395	N/A	N/A	161	40.76	Y	SW-SW	 	 		 	2016-2017	2016-2017
920	Wake County Schools	920474	Lake Myra Elementary	N	PK,0K,01,02,03,04,05	735	N/A	N/A	411	55.92	Y	SW-SW	 	 		 	2009-2010	2016-2017
60D	Lake Norman Charter	60D000	Lake Norman Charter	Y	05,06,07,08,09,10,11,12	1592	N/A	N/A	62	3.89	N	Not Title I	 	 		 	 	2016-2017
490	Iredell-Statesville Schools	490336	Lake Norman Elementary	N	PK,0K,01,02,03,04,05	474	N/A	N/A	73	15.4	N	Not Title I	 	 		 	 	2016-2017
490	Iredell-Statesville Schools	490335	Lake Norman High	N	09,10,11,12	1828	N/A	N/A	183	10.01	N	Not Title I	 	 		 	 	2016-2017
260	Cumberland County Schools	260407	Lake Rim Elementary	N	PK,0K,01,02,03,04,05	670	N/A	N/A	413	61.64	Y	SW-SW	 	 		 	2005-2006	2016-2017
600	Charlotte-Mecklenburg Schools	600436	Lake Wylie Elementary	N	PK,0K,01,02,03,04,05	738	N/A	N/A	271	36.72	N	TAS	 	 		 	 	2016-2017
740	Pitt County Schools	740368	Lakeforest Elementary	N	PK,0K,01,02,03,04,05	791	791	1.6	791	100	Y	SW-SW	 	 		 	2011-2012	2016-2017
490	Iredell-Statesville Schools	490337	Lakeshore Elementary	N	PK,0K,01,02,03,04,05	676	N/A	N/A	150	22.19	N	Not Title I	 	 		 	 	2016-2017
490	Iredell-Statesville Schools	490338	Lakeshore Middle	N	06,07,08	509	N/A	N/A	144	28.29	N	Not Title I	 	 		 	 	2016-2017
320	Durham Public Schools	320341	Lakeview School	N	06,07,08,09,10,11,12	72	N/A	N/A	72	100	N	SW	 	 		 	 	2016-2017
320	Durham Public Schools	320339	Lakewood Elementary	N	PK,0K,01,02,03,04,05	506	506	1.6	506	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
820	Sampson County Schools	820349	Lakewood High	N	09,10,11,12	507	N/A	N/A	360	71.01	N	SW	 	 		 	 	2016-2017
320	Durham Public Schools	320342	Lakewood Montessori Middle	N	06,07,08	302	N/A	N/A	124	41.06	N	SW	 	 		 	 	2016-2017
800	Rowan-Salisbury Schools	800364	Landis Elementary	N	PK,0K,01,02,03,04,05	527	345	1.6	527	100	Y	SW-SW	 	 		 	2005-2006	2016-2017
821	Clinton City Schools	821316	Langdon C Kerr Elementary	N	PK,0K,01	529	N/A	N/A	418	79.02	Y	SW-SW	 	 		 	2002-2003	2016-2017
49F	Langtree Charter Academy	49F000	Langtree Charter Academy	Y	0K,01,02,03,04,05,06,07,08,09,10	2040	N/A	N/A	81	3.97	Y	TAS-TAS	Charter School	 	81	0K,01,02,03,04,05,06,07,08,09,10	2014-2015	2016-2017
600	Charlotte-Mecklenburg Schools	600438	Lansdowne Elementary	N	0K,01,02,03,04,05	604	N/A	N/A	156	25.83	N	Not Title I	 	 		 	 	2016-2017
830	Scotland County Schools	830328	Laurel Hill Elementary	N	PK,0K,01,02,03,04,05	547	N/A	N/A	317	57.95	Y	SW-SW	 	 		 	2006-2007	2016-2017
350	Franklin County Schools	350330	Laurel Mill Elementary	N	PK,0K,01,02,03,04,05	295	168	1.6	269	91.19	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920467	Laurel Park Elementary	N	PK,0K,01,02,03,04,05	999	N/A	N/A	164	16.42	N	Not Title I	 	 		 	 	2016-2017
600	Charlotte-Mecklenburg Schools	600408	Lawrence Orr Elementary	N	PK,0K,01,02,03,04,05	928	N/A	N/A	449	48.38	Y	SW-SW	 	 		 	2015-2016	2016-2017
850	Stokes County Schools	850320	Lawsonville Elementary	N	0K,01,02,03,04,05	198	N/A	N/A	104	52.53	Y	SW-SW	 	 		 	2006-2007	2016-2017
550	Lincoln County Schools	550330	LCST	N	NG	0	0	1.6	0	0	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920470	Lead Mine Elementary	N	0K,01,02,03,04,05	508	N/A	N/A	202	39.76	N	TAS	 	 		 	 	2016-2017
790	Rockingham County Schools	790344	Leaksville-Spray Elementary	N	PK,0K,01,02,03,04,05	496	285	1.6	456	91.94	Y	SW-SW	 	 		 	2002-2003	2016-2017
600	Charlotte-Mecklenburg Schools	600440	Lebanon Road Elementary	N	PK,0K,01,02,03,04,05	869	N/A	N/A	441	50.75	Y	SW-SW	 	 		 	2012-2013	2016-2017
290	Davidson County Schools	290334	Ledford Middle	N	06,07,08	678	N/A	N/A	308	45.43	N	SW	 	 		 	 	2016-2017
290	Davidson County Schools	290336	Ledford Senior High	N	09,10,11,12	1030	N/A	N/A	328	31.84	N	Not Title I	 	 		 	 	2016-2017
530	Lee County Schools	530336	Lee County High	N	09,10,11,12	1481	N/A	N/A	859	58	N	SW	 	 		 	 	2016-2017
530	Lee County Schools	530335	Lee Early College	N	09,10,11,12,13	289	N/A	N/A	162	56.06	N	SW	 	 		 	 	2016-2017
980	Wilson County Schools	980348	Lee Woodard Elementary	N	0K,01,02,03,04,05	229	105	1.6	168	73.36	Y	SW-SW	 	 		 	2006-2007	2016-2017
920	Wake County Schools	920469	Leesville Road Elementary	N	0K,01,02,03,04,05	901	N/A	N/A	258	28.63	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920473	Leesville Road High	N	09,10,11,12	2343	N/A	N/A	449	19.16	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920471	Leesville Road Middle	N	06,07,08	1270	N/A	N/A	371	29.21	N	Not Title I	 	 		 	 	2016-2017
110	Buncombe County Schools	110376	Leicester Elementary	N	0K,01,02,03,04	467	N/A	N/A	345	73.88	Y	SW-SW	 	 		 	2006-2007	2016-2017
100	Brunswick County Schools	100316	Leland Middle	N	06,07,08	784	N/A	N/A	491	62.63	Y	SW-SW	 	 		 	2009-2010	2016-2017
540	Lenoir County Public Schools	540317	Lenoir County Early College High	N	09,10,11,12,13	205	N/A	N/A	69	33.66	N	Not Title I	 	 		 	 	2016-2017
540	Lenoir County Public Schools	540318	Lenoir County Learning Academy	N	PK,0K,01,02,03,04,05,06,07,08,09,10,11,12	77	N/A	N/A	50	64.94	Y	SW-SW	 	 		 	2009-2010	2016-2017
760	Randolph County School System	760331	Level Cross Elementary	N	PK,0K,01,02,03,04,05	476	N/A	N/A	251	52.73	Y	SW-SW	 	 		 	2010-2011	2016-2017
600	Charlotte-Mecklenburg Schools	600443	Levine Middle College High	N	11,12,13	185	N/A	N/A	23	12.43	N	Not Title I	 	 		 	 	2016-2017
260	Cumberland County Schools	260372	Lewis Chapel Middle	N	06,07,08	569	352	1.6	563	98.95	Y	SW-SW	 	 		 	2015-2016	2016-2017
340	Winston Salem/Forsyth County Schools	340432	Lewisville Elementary	N	PK,0K,01,02,03,04,05	626	N/A	N/A	167	26.68	N	Not Title I	 	 		 	 	2016-2017
291	Lexington City Schools	291332	Lexington Middle School	N	06,07,08	654	N/A	N/A	395	60.4	Y	SW-SW	 	 		 	2002-2003	2016-2017
291	Lexington City Schools	291336	Lexington Senior High	N	09,10,11,12	773	N/A	N/A	406	52.52	N	SW	 	 		 	 	2016-2017
292	Thomasville City Schools	292316	Liberty Drive Elementary	N	04,05	356	305	1.6	356	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
760	Randolph County School System	760332	Liberty Elementary	N	PK,0K,01,02,03,04,05	456	N/A	N/A	313	68.64	Y	SW-SW	 	 		 	2006-2007	2016-2017
120	Burke County Schools	120350	Liberty Middle	N	06,07,08	541	N/A	N/A	249	46.03	N	SW	 	 		 	 	2016-2017
920	Wake County Schools	920472	Ligon Middle	N	06,07,08	1067	N/A	N/A	344	32.24	N	Not Title I	 	 		 	 	2016-2017
040	Anson County Schools	040316	Lilesville Elementary	N	0K,01,02,03,04,05,06	301	N/A	N/A	183	60.8	Y	SW-SW	 	 		 	2002-2003	2016-2017
260	Cumberland County Schools	260316	Lillian Black Elementary	N	0K,01,02,03,04,05	214	156	1.6	214	100	Y	SW-SW	 	 		 	2004-2005	2016-2017
430	Harnett County Schools	430358	Lillington-Shawtown Elementary	N	PK,0K,01,02,03,04,05	662	N/A	N/A	456	68.88	Y	SW-SW	 	 		 	2003-2004	2016-2017
410	Guilford County Schools	410448	Lincoln Academy	N	04,05,06,07,08	673	N/A	N/A	186	27.64	N	Not Title I	 	 		 	 	2016-2017
55A	Lincoln Charter School	55A000	Lincoln Charter School	Y	0K,01,02,03,04,05,06,07,08,09,10,11,12	2000	N/A	N/A	383	19.15	N	Not Title I	 	 		 	 	2016-2017
100	Brunswick County Schools	100320	Lincoln Elementary	N	PK,0K,01,02,03,04,05	601	N/A	N/A	517	86.02	Y	SW-SW	 	 		 	2005-2006	2016-2017
790	Rockingham County Schools	790347	Lincoln Elementary	N	PK,0K,01,02,03,04,05	281	128	1.6	205	72.95	Y	SW-SW	 	 		 	2005-2006	2016-2017
600	Charlotte-Mecklenburg Schools	600461	Lincoln Heights Academy	N	0K,01,02,03,04,05,06,07,08,09,10,11,12,13	108	N/A	N/A	61	56.48	Y	SW-SW	 	 		 	2009-2010	2016-2017
920	Wake County Schools	920476	Lincoln Heights Elementary	N	PK,0K,01,02,03,04,05	493	N/A	N/A	362	73.43	Y	SW-SW	 	 		 	2009-2010	2016-2017
550	Lincoln County Schools	550332	Lincolnton High	N	09,10,11,12	835	305	1.6	488	58.44	N	SW	 	 		 	 	2016-2017
550	Lincoln County Schools	550334	Lincolnton Middle	N	06,07,08	550	254	1.6	406	73.82	Y	SW-SW	 	 		 	2015-2016	2016-2017
761	Asheboro City Schools	761332	Lindley Park Elementary	N	0K,01,02,03,04,05	422	N/A	N/A	290	68.72	Y	SW-SW	 	 		 	2006-2007	2016-2017
360	Gaston County Schools	360438	Lingerfeldt Elementary	N	PK,0K,01,02,03,04,05	467	344	1.6	467	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
320	Durham Public Schools	320340	Little River Elementary	N	PK,0K,01,02,03,04,05,06,07	418	N/A	N/A	170	40.67	Y	SW-SW	 	 		 	2015-2016	2016-2017
780	Public Schools of Robeson County	780336	Littlefield Middle	N	04,05,06,07,08	749	364	1.6	582	77.7	Y	SW-SW	 	 		 	2004-2005	2016-2017
920	Wake County Schools	920480	Lockhart Elementary	N	PK,0K,01,02,03,04,05	763	N/A	N/A	478	62.65	Y	SW-SW	 	 		 	2006-2007	2016-2017
840	Stanly County Schools	840320	Locust Elementary	N	0K,01,02,03,04,05	437	N/A	N/A	169	38.67	Y	TAS-SW	 	Always SW		 	2012-2013	2016-2017
850	Stokes County Schools	850354	London Elementary	N	PK,0K,01,02,03,04,05	234	N/A	N/A	136	58.12	Y	SW-SW	 	 		 	2004-2005	2016-2017
780	Public Schools of Robeson County	780340	Long Branch Elementary	N	PK,0K,01,02,03,04	478	326	1.6	478	100	Y	SW-SW	 	 		 	2002-2003	2016-2017
600	Charlotte-Mecklenburg Schools	600444	Long Creek Elementary	N	PK,0K,01,02,03,04,05	495	N/A	N/A	157	31.72	N	Not Title I	 	 		 	 	2016-2017
260	Cumberland County Schools	260380	Long Hill Elementary	N	02,03,04,05	452	N/A	N/A	180	39.82	N	TAS	 	 		 	 	2016-2017
350	Franklin County Schools	350331	Long Mill Elementary	N	PK,0K,01,02,03,04,05	463	174	1.6	278	60.04	Y	SW-SW	 	 		 	2006-2007	2016-2017
92U	Longleaf School of the Arts	92U000	Longleaf School of the Arts	Y	09,10,11,12	333	N/A	N/A	51	15.32	N	Not Title I	 	 		 	 	2016-2017
920	Wake County Schools	920324	Longview	N	06,07,08,09,10,11,12	674	N/A	N/A	335	49.7	N	SW	 	 		 	2015-2016	2016-2017
181	Hickory City Schools	181332	Longview Elementary	N	PK,0K,01,02,03,04,05	456	332	1.6	456	100	Y	SW-SW	 	 		 	2006-2007	2016-2017
350	Franklin County Schools	350332	Louisburg Elementary	N	PK,0K,01,02,03,04,05	492	300	1.6	480	97.56	Y	SW-SW	 	 		 	2004-2005	2016-2017
350	Franklin County Schools	350336	Louisburg High	N	09,10,11,12	543	210	1.6	336	61.88	N	SW	 	 		 	 	2016-2017
550	Lincoln County Schools	550336	Love Memorial Elementary	N	PK,0K,01,02,03,04,05	313	142	1.6	227	72.52	Y	SW-SW	 	 		 	2006-2007	2016-2017
360	Gaston County Schools	360440	Lowell Elementary	N	0K,01,02,03,04,05	560	N/A	N/A	314	56.07	N	SW	 	 		 	 	2016-2017
140	Caldwell County Schools	140372	Lower Creek Elementary	N	0K,01,02,03,04,05	421	143	1.6	229	54.39	Y	SW-SW	 	 		 	2005-2006	2016-2017
320	Durham Public Schools	320346	Lowe's Grove Middle	N	06,07,08	678	N/A	N/A	537	79.2	Y	SW-SW	 	 		 	2010-2011	2016-2017
340	Winston Salem/Forsyth County Schools	340436	Lowrance Middle	N	06,07,08	144	N/A	N/A	98	68.06	N	SW	 	 		 	 	2016-2017
260	Cumberland County Schools	260310	Loyd E Auman Elementary	N	PK,0K,01,02,03,04,05	556	285	1.6	456	82.01	Y	SW-SW	 	 		 	2004-2005	2016-2017
980	Wilson County Schools	980352	Lucama Elementary	N	0K,01,02,03,04,05	433	206	1.6	330	76.21	Y	SW-SW	 	 		 	2006-2007	2016-2017
320	Durham Public Schools	320343	Lucas Middle	N	06,07,08	618	N/A	N/A	400	64.72	N	SW	 	 		 	 	2016-2017
260	Cumberland County Schools	260382	Lucile Souders Elementary	N	PK,0K,01,02,03,04,05	480	300	1.6	480	100	Y	SW-SW	 	 		 	2005-2006	2016-2017
